;0;1;2;3;4;5;6;7;8;9;;;;;;;;;;
93;49113;0,020463014;0,009569768;0,012237086;0,024901757;0,290920937;0,63974915;0,002158288;0;0;;;;;;;;;;
94;49646;0,021270596;0,010010877;0,011662571;0,025278975;0,296297788;0,634028925;0,001450268;0;0;;;;;;;;;;
95;50045;0,01972225;0,009791188;0,01208912;0,025497053;0,311139974;0,621420721;0,000339694;0;0;;;;;;;;;;
96;50568;0,019676475;0,010302958;0,011627907;0,025609081;0,312826293;0,61968043;0,000276855;0;0;;;;;;;;;;
97;50992;0,018787261;0,009923125;0,012119548;0,025906024;0,329953718;0,602702385;0,000607939;0;0;;;;;;;;;;
98;51498;0,019728922;0,010136316;0,011650938;0,026156356;0,339003456;0,591362771;0,001961241;0;0;;;;;;;;;;
99;51927;0,018930422;0,009436324;0,011978354;0,026710574;0,355826449;0,57349741;0,003620467;0;0;;;;;;;;;;
100;52485;0,019910451;0,009812327;0,011527103;0,026293227;0,342936077;0,579994284;0,009526531;0;0;;;;;;;;;;
101;52911;0,019504451;0,009752225;0,011850088;0,026138232;0,366691236;0,558239308;0,00782446;0;0;;;;;;;;;;
102;53369;0,01976803;0,010193183;0,011411119;0,026775844;0,37997714;0,544267271;0,007607413;0;0;;;;;;;;;;
103;53782;0,019820758;0,009296791;0,011899892;0,026979287;0,387638987;0,535792644;0,008571641;0;0;;;;;;;;;;
104;54242;0,019837027;0,00975259;0,011706795;0,027082335;0,385586815;0,535249438;0,010785001;0;0;;;;;;;;;;
105;54670;0,019864642;0,009255533;0,01177977;0,027601975;0,396250229;0,521913298;0,013334553;0;0;;;;;;;;;;
106;55054;0,01832746;0,009735896;0,011933738;0,028880735;0,410015621;0,509245468;0,011861082;0;0;;;;;;;;;;
107;55512;0,018950857;0,009763655;0,011691166;0,028570399;0,410703992;0,506250901;0,01406903;0;0;;;;;;;;;;
108;55909;0,01820816;0,009694325;0,011804897;0,028796795;0,425047846;0,486558515;0,019889463;0;0;;;;;;;;;;
109;56379;0,018712641;0,009648983;0,011830646;0,029035634;0,422799269;0,483282783;0,024690044;0;0;;;;;;;;;;
110;56825;0,018354597;0,009326881;0,012195337;0,029458865;0,427399912;0,474615046;0,028649362;0;0;;;;;;;;;;
111;57278;0,018418939;0,009584832;0,011714795;0,028859248;0,429047802;0,470582073;0,031792311;0;0;;;;;;;;;;
112;57767;0,019042014;0,009261343;0,011806048;0,028597642;0,428462617;0,46514446;0,037685876;0;0;;;;;;;;;;
113;58241;0,018818358;0,009288989;0,011692794;0,028983019;0,429079171;0,462165828;0,039971841;0;0;;;;;;;;;;
114;58675;0,018406476;0,009373669;0,011844908;0,029228803;0,447822752;0,438397955;0,044925437;0;0;;;;;;;;;;
115;59137;0,018499417;0,009384987;0,011583273;0,029254105;0,447604714;0,434973029;0,048700475;0;0;;;;;;;;;;
116;59553;0,017732104;0,009369805;0,011720652;0,029990093;0,458532736;0,418249291;0,05440532;0;0;;;;;;;;;;
117;59996;0,017201147;0,009550637;0,01170078;0,030668711;0,46789786;0,403776918;0,059203947;0;0;;;;;;;;;;
118;60478;0,016915242;0,009259565;0,011756341;0,030969939;0,471361487;0,394655908;0,065081517;0;0;;;;;;;;;;
119;60961;0,017699841;0,008940142;0,011745214;0,030052;0,468840734;0,392759305;0,069962763;0;0;;;;;;;;;;
120;61451;0,017623798;0,008885128;0,011716652;0,03038193;0,471546435;0,384908301;0,074937755;0;0;;;;;;;;;;
121;61904;0,017268674;0,008836263;0,012067072;0,030208064;0,479015896;0,37415999;0,078444042;0;0;;;;;;;;;;
122;62427;0,017780768;0,009274833;0,011533471;0,030339436;0,477597834;0,3717462;0,081727458;0;0;;;;;;;;;;
123;62846;0,017089393;0,008974318;0,011377017;0,031728352;0,488193362;0,35874996;0,083887598;0;0;;;;;;;;;;
124;63365;0,017770062;0,009058629;0,011583682;0,030000789;0,478418685;0,362881717;0,090286436;0;0;;;;;;;;;;
125;63846;0,017933778;0,009100022;0,011073521;0,03140369;0,478056574;0,358330984;0,094101432;0;0;;;;;;;;;;
126;64251;0,016871333;0,009182736;0,011361691;0,031828298;0,481984716;0,352243545;0,096527681;0;0;;;;;;;;;;
127;64725;0,017164929;0,009038239;0,011556586;0,03232136;0,47973735;0,35193511;0,098246427;0;0;;;;;;;;;;
128;65148;0,016746485;0,009225149;0,011343403;0,032971081;0,485018727;0,343249217;0,101445938;0;0;;;;;;;;;;
129;65625;0,017249524;0,008838095;0,011580952;0,032365714;0,483306667;0,344990476;0,101668571;0;0;;;;;;;;;;
130;66073;0,017087161;0,00877817;0,011366216;0,033508392;0,486295461;0,344982065;0,097982534;0;0;;;;;;;;;;
131;66510;0,016869644;0,008675387;0,011697489;0,033889641;0,492241768;0,342549992;0,094076079;0;0;;;;;;;;;;
132;66948;0,016938519;0,008633566;0,011919699;0,03342893;0,49236721;0,348987274;0,087724801;0;0;;;;;;;;;;
133;67430;0,017262346;0,009061249;0,011256117;0,033961145;0,49314845;0,35722972;0,078080973;0;0;;;;;;;;;;
134;67883;0,017250269;0,008470457;0,011652402;0,033793439;0,497120045;0,35846972;0,073243669;0;0;;;;;;;;;;
135;68294;0,016897531;0,008653762;0,011626204;0,034527191;0,503733857;0,358801652;0,065759803;0;0;;;;;;;;;;
136;68689;0,016232585;0,008633114;0,01180684;0,036832681;0,510474749;0,364760005;0,051260027;0;0;;;;;;;;;;
137;69189;0,01653442;0,008671899;0,011764876;0,034499704;0,499313475;0,378383847;0,05083178;0;0;;;;;;;;;;
138;69629;0,016300679;0,008688908;0,011518189;0,036407244;0,504129027;0,38248431;0,040471643;0;0;;;;;;;;;;
139;70103;0,01660414;0,008701482;0,011311927;0,036432107;0,50917935;0,391024635;0,026746359;0;0;;;;;;;;;;
140;70486;0,016173425;0,008342082;0,01181795;0,037667054;0,513108986;0,405456403;0,0074341;0;0;;;;;;;;;;
141;70931;0,016184743;0,008698594;0,011786102;0,037261564;0,507338117;0,413021105;0,005709774;0;0;;;;;;;;;;
142;83036;0,025085505;0,135037815;0,013415868;0,031648923;0,432487114;0,360060697;0,002264078;0;0;;;;;;;;;;
143;83533;0,028048795;0,129793016;0,014581064;0,036596315;0,442232411;0,348748399;0;0;0;;;;;;;;;;
144;74194;0,043467127;0,008504731;0,011550799;0,039747149;0,513612961;0,383103755;1.35e-05;0;0;;;;;;;;;;
145;72571;0,017458765;0,008639815;0,011712668;0,042454975;0,529412575;0,390321203;0;0;0;;;;;;;;;;
146;72902;0,016611341;0,008751475;0,011755507;0,042303366;0,52622699;0,394351321;0;0;0;;;;;;;;;;
147;73221;0,016320455;0,008590432;0,011895494;0,042610726;0,528468609;0,392114284;0;0;0;;;;;;;;;;
148;73563;0,016135829;0,008958308;0,011921754;0,042657314;0,532128924;0,388197871;0;0;0;;;;;;;;;;
149;73916;0,016559338;0,00873965;0,011594242;0,041980086;0,529749986;0,391376698;0;0;0;;;;;;;;;;
150;74247;0,016350829;0,008794968;0,011838862;0,042008431;0,532183119;0,388823791;0;0;0;;;;;;;;;;
151;74559;0,016443354;0,008784989;0,011977092;0,043643289;0,534744296;0,38440698;0;0;0;;;;;;;;;;
152;74860;0,016363879;0,009056906;0,012009084;0,044643334;0,53279455;0,385132247;0;0;0;;;;;;;;;;
153;75157;0,016538712;0,00886145;0,012241042;0,046795375;0,533602991;0,38196043;0;0;0;;;;;;;;;;
154;75421;0,016348232;0,008697843;0,012436854;0,048156349;0,531642381;0,382718341;0;0;0;;;;;;;;;;
155;75800;0,017348285;0,008693931;0,012216359;0,04762533;0,526899736;0,387216359;0;0;0;;;;;;;;;;
156;75979;0,016149199;0,00876558;0,012608747;0,051619526;0,533226286;0,377630661;0;0;0;;;;;;;;;;
157;76224;0,01579555;0,008855479;0,012804366;0,053683879;0,535474391;0,373386335;0;0;0;;;;;;;;;;
158;76539;0,016383804;0,009041142;0,012660212;0,052195613;0,528815375;0,380903853;0;0;0;;;;;;;;;;
159;76799;0,016393443;0,009062618;0,012773604;0,054518939;0,528965221;0,378286176;0;0;0;;;;;;;;;;
160;77011;0,015932789;0,009102596;0,013011128;0,055979016;0,529508771;0,3764657;0;0;0;;;;;;;;;;
161;77258;0,016076005;0,008892283;0,013254291;0,057612157;0,530236351;0,373928914;0;0;0;;;;;;;;;;
162;77505;0,016179601;0,009044578;0,013250758;0,060021934;0,536868589;0,36463454;0;0;0;;;;;;;;;;
163;77804;0,016798622;0,008958408;0,013559714;0,058531695;0,54213151;0,36002005;0;0;0;;;;;;;;;;
164;78067;0,017011029;0,009056323;0,013603699;0,05879565;0,535066033;0,366467265;0;0;0;;;;;;;;;;
165;78317;0,017314249;0,008861422;0,013624117;0,059246396;0,54362399;0,357329826;0;0;0;;;;;;;;;;
166;78409;0,016044077;0,009029576;0,013659146;0,065196597;0,552309046;0,343761558;0;0;0;;;;;;;;;;
167;78662;0,016411991;0,00912766;0,013729628;0,065228446;0,553087895;0,342414381;0;0;0;;;;;;;;;;
168;78876;0,016481566;0,009166286;0,014072722;0,06771388;0,559435063;0,333130483;0;0;0;;;;;;;;;;
169;79119;0,01668373;0,009239247;0,013991582;0,068567601;0,56406173;0,32745611;0;0;0;;;;;;;;;;
170;79325;0,016917743;0,009202647;0,014371257;0,071225969;0,580939174;0,307343208;0;0;0;;;;;;;;;;
171;79548;0,017134309;0,00931513;0,014230402;0,071227435;0,583961885;0,304130839;0;0;0;;;;;;;;;;
172;79769;0,017287417;0,009189033;0,014604671;0,071832416;0,581717208;0,305369254;0;0;0;;;;;;;;;;
173;80067;0,018409582;0,00924226;0,014288034;0,072177052;0,577166623;0,30871645;0;0;0;;;;;;;;;;
174;80243;0,018194733;0,009471231;0,014244233;0,07478534;0,576199793;0,30710467;0;0;0;;;;;;;;;;
175;80446;0,018409865;0,009472193;0,01423315;0,075230589;0,583820202;0,298834;0;0;0;;;;;;;;;;
176;80543;0,017493761;0,009572526;0,014563649;0,077213414;0,597457259;0,28369939;0;0;0;;;;;;;;;;
177;80696;0,017324279;0,009566769;0,014684743;0,078318628;0,598740954;0,281364628;0;0;0;;;;;;;;;;
178;80916;0,017722082;0,009392456;0,015003213;0,078118048;0,600511642;0,279252558;0;0;0;;;;;;;;;;
179;81089;0,017893919;0,009347754;0,015082194;0,079912195;0,609836106;0,267927832;0;0;0;;;;;;;;;;
180;81228;0,017567834;0,009331758;0,015708869;0,082446939;0,622445462;0,252499138;0;0;0;;;;;;;;;;
181;81383;0,017485224;0,009412285;0,015875551;0,084464815;0,628472777;0,244289348;0;0;0;;;;;;;;;;
182;81563;0,01754472;0,009416034;0,016147027;0,086043917;0,631560879;0,239287422;0;0;0;;;;;;;;;;
183;81750;0,017761468;0,00951682;0,016159021;0,086446483;0,633810398;0,23630581;0;0;0;;;;;;;;;;
184;81955;0,018046489;0,009724849;0,016204014;0,085400525;0,632286011;0,238338112;0;0;0;;;;;;;;;;
185;82079;0,017739008;0,009795441;0,016618136;0,089450408;0,637361566;0,229035441;0;0;0;;;;;;;;;;
186;82169;0,017147586;0,009723862;0,016904185;0,0947681;0,640971656;0,220484611;0;0;0;;;;;;;;;;
187;82358;0,017436072;0,009871536;0,016756114;0,094040652;0,643167634;0,218727992;0;0;0;;;;;;;;;;
188;82520;0,017619971;0,009840039;0,016832283;0,097358216;0,642632089;0,215717402;0;0;0;;;;;;;;;;
189;82670;0,01772106;0,009749607;0,017285593;0,100810451;0,642288617;0,212144672;0;0;0;;;;;;;;;;
190;82815;0,017581356;0,009768762;0,017557206;0,103338767;0,642975306;0,208778603;0;0;0;;;;;;;;;;
191;82964;0,017887276;0,009811484;0,017344872;0,104201822;0,638951835;0,21180271;0;0;0;;;;;;;;;;
192;83124;0,017937058;0,009732448;0,017937058;0,103652375;0,638660315;0,212080747;0;0;0;;;;;;;;;;
193;83251;0,017981766;0,009693577;0,01813792;0,106689409;0,643752027;0,2037453;0;0;0;;;;;;;;;;
194;83422;0,018436384;0,009709669;0,017932919;0,106590588;0,64183309;0,205497351;0;0;0;;;;;;;;;;
195;83610;0,018789618;0,009807439;0,018203564;0,106626002;0,640461667;0,206111709;0;0;0;;;;;;;;;;
196;83694;0,018304777;0,00997682;0,018436208;0,111393887;0,648576959;0,193311348;0;0;0;;;;;;;;;;
197;83835;0,018273991;0,009912328;0,0188704;0,110610127;0,648189897;0,194143258;0;0;0;;;;;;;;;;
198;83982;0,018456336;0,010025958;0,018944536;0,110749923;0,648448477;0,193374771;0;0;0;;;;;;;;;;
199;84106;0,018417235;0,010141964;0,018999834;0,113630419;0,655565596;0,183244953;0;0;0;;;;;;;;;;
200;84200;0,018147268;0,010142518;0,019608076;0,116223278;0,661603325;0,174275534;0;0;0;;;;;;;;;;
201;84385;0,018782959;0,010262487;0,019316229;0,11470048;0,65907448;0,177863364;0;0;0;;;;;;;;;;
202;84509;0,018731733;0,010318428;0,01941805;0,116247974;0,662521152;0,172762664;0;0;0;;;;;;;;;;
203;84637;0,018975153;0,010161041;0,019684063;0,116840153;0,663740444;0,170599147;0;0;0;;;;;;;;;;
204;84758;0,018912669;0,010429694;0,019750348;0,120661177;0,666155407;0,164090705;0;0;0;;;;;;;;;;
205;84874;0,019028207;0,010144449;0,019629097;0,121627353;0,666635248;0,162935646;0;0;0;;;;;;;;;;
206;84934;0,01854381;0,010455177;0,020121506;0,124720371;0,678091224;0,148067912;0;0;0;;;;;;;;;;
207;85052;0,018494568;0,010346611;0,02046983;0,129003433;0,683029206;0,138656351;0;0;0;;;;;;;;;;
208;85145;0,018533091;0,010311821;0,020705855;0,134194609;0,692266134;0,12398849;0;0;0;;;;;;;;;;
209;85276;0,018762606;0,010565693;0,020908579;0,137025658;0,686347859;0,126389606;0;0;0;;;;;;;;;;
210;85382;0,018692464;0,01069312;0,021468225;0,138460097;0,687943595;0,122742498;0;0;0;;;;;;;;;;
211;85532;0,019115653;0,010557452;0,021512416;0,137819763;0,685801805;0,12519291;0;0;0;;;;;;;;;;
212;85618;0,018909575;0,010827163;0,021829522;0,142948913;0,681550609;0,123934219;0;0;0;;;;;;;;;;
213;85739;0,018906215;0,010905189;0,02227691;0,145068172;0,678431052;0,124412461;0;0;0;;;;;;;;;;
214;85856;0,019090104;0,010913623;0,022747391;0,147421264;0,68034849;0,119479128;0;0;0;;;;;;;;;;
215;85997;0,019547194;0,010756189;0,023082201;0,145481819;0,684395967;0,11673663;0;0;0;;;;;;;;;;
216;86116;0,019555019;0,011031632;0,023119978;0,146465233;0,68696874;0,112859399;0;0;0;;;;;;;;;;
217;86139;0,018795203;0,011005468;0,024030927;0,152242306;0,689246451;0,104679646;0;0;0;;;;;;;;;;
218;86263;0,019162329;0,011024425;0,02426301;0,1555012;0,683954882;0,106094154;0;0;0;;;;;;;;;;
219;86376;0,019114106;0,011229971;0,024277577;0,1555872;0,680675188;0,109115958;0;0;0;;;;;;;;;;
220;86461;0,019014353;0,011230497;0,02495923;0,159193162;0,687350366;0,098252391;0;0;0;;;;;;;;;;
221;86567;0,019199002;0,011366918;0,025044185;0,163237723;0,680836808;0,100315363;0;0;0;;;;;;;;;;
222;86672;0,01924497;0,011456987;0,025152298;0,164493723;0,68129269;0,098359332;0;0;0;;;;;;;;;;
223;86757;0,019295273;0,011503395;0,025554134;0,166730062;0,684786242;0,092130894;0;0;0;;;;;;;;;;
224;86909;0,01987136;0,011195618;0,025682035;0,161456236;0,689065574;0,092729176;0;0;0;;;;;;;;;;
225;86983;0,019739489;0,011335548;0,026212018;0,168653645;0,698642263;0,075417036;0;0;0;;;;;;;;;;
226;87104;0,020022043;0,01149201;0,026003398;0,16948705;0,704605988;0,068389511;0;0;0;;;;;;;;;;
227;87160;0,019710877;0,011576411;0,026525929;0,17183341;0,703946765;0,066406609;0;0;0;;;;;;;;;;
228;87310;0,020284045;0,011453442;0,026617799;0,169327683;0,709414729;0,062902302;0;0;0;;;;;;;;;;
229;87386;0,02022063;0,011535028;0,026377223;0,172865219;0,714473714;0,054528185;0;0;0;;;;;;;;;;
230;87457;0,02019278;0,011559967;0,026893216;0,178945082;0,718387322;0,044021633;0;0;0;;;;;;;;;;
231;87558;0,020317961;0,011877841;0,027410402;0,18610521;0,710123575;0,044165011;0;0;0;;;;;;;;;;
232;87688;0,020778214;0,011791807;0,02811103;0,194063042;0,714750023;0,030505884;0;0;0;;;;;;;;;;
233;87766;0,020805323;0,011986418;0,029088713;0,204509719;0,70648087;0,027128957;0;0;0;;;;;;;;;;
234;87899;0,021172027;0,012093425;0,029226726;0,20476911;0,70105462;0,031684092;0;0;0;;;;;;;;;;
