,0,1,2,3,4,5,6,7,8,9
0,1234,0.14181523500810372,0.07050243111831442,0.1426256077795786,0.3379254457050243,0.3071312803889789,0.0,0.0,0.0,0.0
1,2023,0.12506178942165103,0.046465645081562035,0.07167572911517549,0.1828966880869995,0.4374691052891745,0.13643104300543746,0.0,0.0,0.0
2,2659,0.1053027453930049,0.040240691989469723,0.04701015419330575,0.12937194433997742,0.34749905979691614,0.33057540428732607,0.0,0.0,0.0
3,3272,0.1100244498777506,0.03484107579462103,0.03759168704156479,0.07854523227383862,0.281479217603912,0.45751833740831294,0.0,0.0,0.0
4,3878,0.11010830324909747,0.02707581227436823,0.030685920577617327,0.06214543579164518,0.22331098504383703,0.5466735430634347,0.0,0.0,0.0
5,4438,0.09869310500225327,0.029743127534925643,0.024560612888688597,0.05700766110860748,0.19738621000450654,0.5926092834610185,0.0,0.0,0.0
6,5010,0.08243512974051896,0.026147704590818364,0.028942115768463075,0.04610778443113772,0.17944111776447105,0.6369261477045908,0.0,0.0,0.0
7,5614,0.08354114713216958,0.025828286426790168,0.02458140363377271,0.041503384396152476,0.16993231207695048,0.6546134663341646,0.0,0.0,0.0
8,6065,0.07320692497938994,0.0247320692497939,0.025886232481450947,0.03775762572135202,0.18235779060181367,0.6560593569661995,0.0,0.0,0.0
9,6602,0.06997879430475613,0.025446834292638595,0.021963041502574977,0.03862465919418358,0.18615571039079068,0.6578309603150561,0.0,0.0,0.0
10,7154,0.06667598546267822,0.023343584008946046,0.02222532848755941,0.03578417668437238,0.19681297176404808,0.6551579535923958,0.0,0.0,0.0
11,7692,0.0656526261050442,0.02171086843473739,0.0218408736349454,0.035491419656786274,0.19435777431097243,0.6609464378575143,0.0,0.0,0.0
12,8229,0.0620974602017256,0.02284603232470531,0.020537124802527645,0.03390448414145097,0.19807996111313647,0.662534937416454,0.0,0.0,0.0
13,8755,0.059166190748143915,0.02238720731010851,0.020902341519131926,0.034266133637921185,0.21267846944603083,0.6505996573386637,0.0,0.0,0.0
14,9290,0.0588805166846071,0.020129171151776103,0.02109795479009688,0.03336921420882669,0.23207750269106567,0.6344456404736275,0.0,0.0,0.0
15,9806,0.055476239037324085,0.020191719355496636,0.01978380583316337,0.033550887211911073,0.24362635121354273,0.627370997348562,0.0,0.0,0.0
16,10354,0.05630674135599768,0.018736720108170755,0.019219625265597836,0.03254780761058528,0.24647479235078232,0.6212091945141974,0.005505118794668727,0.0,0.0
17,10859,0.05138594714062068,0.019154618288976886,0.01933879731098628,0.032323418362648494,0.27654480154710376,0.5889124228750345,0.01233999447462934,0.0,0.0
18,11387,0.0492667076490735,0.01940809695266532,0.01879336085009221,0.03205409677702643,0.28892596820936156,0.5677527004478792,0.023799069113901818,0.0,0.0
19,11941,0.0487396365463529,0.018591407754794405,0.019177623314630264,0.03224185579097228,0.2943639561175781,0.5528012729252156,0.03408424755045641,0.0,0.0
20,12539,0.04992423638248664,0.01953903820081346,0.017784512321556742,0.0318207193556105,0.296275620065396,0.5219714490788739,0.06268442459526279,0.0,0.0
21,13072,0.047276621787025706,0.01797735618115055,0.018665850673194616,0.0322062423500612,0.3084455324357405,0.49334455324357407,0.08208384332925336,0.0,0.0
22,13632,0.04606807511737089,0.01863262910798122,0.018559272300469484,0.031396713615023476,0.31536091549295775,0.4642018779342723,0.10578051643192488,0.0,0.0
23,14180,0.04478138222849083,0.01692524682651622,0.01847672778561354,0.03286318758815233,0.3393511988716502,0.4260225669957687,0.12157968970380818,0.0,0.0
24,14726,0.04407170990085563,0.016840961564579655,0.018674453347820183,0.0333423876137444,0.3430666847752275,0.42177101724840416,0.12223278554936846,0.0,0.0
25,15274,0.0450438653921697,0.016891449522063638,0.0176116276024617,0.03240801361791279,0.3344245122430274,0.43557679717166425,0.11804373445070054,0.0,0.0
26,15738,0.04174609226077011,0.016711144999364595,0.017600711653323168,0.03304104714703266,0.3424196212987673,0.45717371965942305,0.09130766298131911,0.0,0.0
27,16164,0.039903489235337784,0.01763177431328879,0.017941103687206136,0.03210838901262064,0.35269735214055925,0.4672110863647612,0.07250680524622619,0.0,0.0
28,16618,0.04152124202671802,0.017029726802262606,0.017511132506920206,0.03231435792514141,0.35449512576724035,0.4656396678300638,0.07148874714165362,0.0,0.0
29,17045,0.040246406570841886,0.016192431798181285,0.017835142270460545,0.03332355529480786,0.36380170137870343,0.44623056614843065,0.08237019653857436,0.0,0.0
30,17516,0.04053436857730076,0.016841744690568622,0.016727563370632564,0.03374058004110528,0.3591573418588719,0.43994062571363324,0.09305777574788765,0.0,0.0
31,17944,0.03778421756576014,0.017108782880071335,0.017387427552385197,0.03466339723584485,0.35917298261257247,0.4343513152028533,0.0995318769505127,0.0,0.0
32,18433,0.03797537025986003,0.01562415233548527,0.018119676666847502,0.03531709434166983,0.3455758693647263,0.43915803179081,0.10822980524060109,0.0,0.0
33,18958,0.03971937968140099,0.015771705876147273,0.017723388543095263,0.03412807258149594,0.33104757885852937,0.44023631184724127,0.12137356261208988,0.0,0.0
34,19483,0.03957296104296053,0.015552019709490324,0.017707745213776112,0.03444028127085151,0.3159164399733101,0.4537288918544372,0.12308166093517425,0.0,0.0
35,19971,0.03780481698462771,0.015272144609684042,0.017425266636623103,0.035201041510189775,0.30829703069450703,0.46111862200190273,0.12488107756246558,0.0,0.0
36,20464,0.03596559812353401,0.01549061767005473,0.01656567630961689,0.03596559812353401,0.3012607505863956,0.47825449569976547,0.1164972634870993,0.0,0.0
37,20977,0.03532440291748105,0.015874529246317395,0.016398913095294846,0.0349907041044954,0.2874100204986414,0.4936835581827716,0.11631787195499833,0.0,0.0
38,21467,0.0347975963106163,0.015745097125821027,0.01597801276377696,0.03591559137280477,0.2788931848884334,0.5156752224344342,0.10299529510411329,0.0,0.0
39,21969,0.03445764486321635,0.014748054076198279,0.016796394920114706,0.036733579134234605,0.2683781692384724,0.5250125176384906,0.10387364012927307,0.0,0.0
40,22493,0.03467745520828702,0.01409327346285511,0.016805228293246786,0.03698928555550616,0.2578135419908416,0.5367892233139199,0.10283199217534345,0.0,0.0
41,23041,0.0362397465387787,0.014322295039277809,0.016752745106549196,0.03589253938631136,0.24538865500629312,0.544377414174732,0.10702660474805781,0.0,0.0
42,23521,0.03447982653798733,0.014837804515114154,0.01624080608817652,0.038391224862888484,0.23740487224182646,0.5642617235661749,0.09438374218783215,0.0,0.0
43,23997,0.03333750052089845,0.014335125223986332,0.016377047130891362,0.0381297662207776,0.23165395674459308,0.5906154936033671,0.0755511105554861,0.0,0.0
44,24528,0.03363502935420744,0.014432485322896281,0.015818656229615133,0.03738584474885845,0.22382583170254403,0.6090590345727332,0.06584311806914547,0.0,0.0
45,25032,0.0317193991690636,0.014940875679130713,0.016658676893576224,0.03571428571428571,0.2190396292745286,0.6209651645893257,0.06096196868008948,0.0,0.0
46,25568,0.03097622027534418,0.015096996245306634,0.015722778473091364,0.035474030037546934,0.20951971214017523,0.6339565081351689,0.05925375469336671,0.0,0.0
47,26088,0.03097209444955535,0.014489420423183073,0.015524379024839007,0.03511192885617909,0.2060334253296535,0.6526755596442809,0.045193192272309106,0.0,0.0
48,26648,0.030658961272891024,0.014297508255779046,0.016023716601621135,0.03298558991293906,0.20147853497448215,0.6659786850795557,0.038577003902731916,0.0,0.0
49,27164,0.029855691356206745,0.01387866293623914,0.016050655279045797,0.03338978059195995,0.1983139449271094,0.6740538948608452,0.03445737004859373,0.0,0.0
50,27704,0.03021224371931851,0.013463759745885071,0.01566560785446145,0.033749639041293675,0.19228270285879295,0.6831865434594282,0.0314395033208201,0.0,0.0
51,28223,0.02926690996704815,0.013995677284484287,0.01569641781525706,0.033731353860326684,0.1892428161428622,0.6901109024554442,0.027955922474577472,0.0,0.0
52,28760,0.02993741307371349,0.013004172461752435,0.01592489568845619,0.033657858136300414,0.18588317107093186,0.7022600834492351,0.01933240611961057,0.0,0.0
53,29286,0.03028750939015229,0.012838899132691388,0.01539984975756334,0.034828928498258555,0.18298845864918392,0.6984224544150789,0.025233900157071637,0.0,0.0
54,29786,0.029644799570267912,0.013361982139260055,0.014805613375411267,0.03461357684818371,0.18213254549117036,0.7083864902974552,0.017054992278251527,0.0,0.0
55,30336,0.030228111814345992,0.013350474683544304,0.014603111814345992,0.03401898734177215,0.1808082805907173,0.7072455168776371,0.01974551687763713,0.0,0.0
56,30802,0.027530679825985324,0.013603012791377184,0.014771768067008636,0.034121160963573795,0.18183884163366015,0.7084604895785988,0.019674047139796116,0.0,0.0
57,31260,0.026839411388355727,0.012252079334612923,0.01506717850287908,0.03467690339091491,0.18339731285988484,0.7111004478566859,0.016666666666666666,0.0,0.0
58,31778,0.027408899238466865,0.012996412612499213,0.014947447919944616,0.03363962489772799,0.18110013216690793,0.710900623072566,0.01900686009188747,0.0,0.0
59,32247,0.026793190064192018,0.012807392935776972,0.014916116227866158,0.03318138121375632,0.1833969051384625,0.7107948026172978,0.01811021180264831,0.0,0.0
60,32788,0.02763206050994266,0.012992558253019397,0.014639502256923264,0.03220690496523118,0.17957789435159205,0.7157801634744418,0.01717091618884958,0.0,0.0
61,33259,0.02672960702366277,0.012237289154815237,0.014372049670765807,0.03214167593734027,0.18301813043086082,0.7186926846868517,0.01280856309570342,0.0,0.0
62,33778,0.02661495648054947,0.012463733791225057,0.014417668304813783,0.030759666054828588,0.18358102907217716,0.717360412102552,0.014802534193853988,0.0,0.0
63,34241,0.02578779825355568,0.012207587395227943,0.014164305949008499,0.031073858824216583,0.18910078560789698,0.7164218334744896,0.011243830495604684,0.0,0.0
64,34799,0.02646627776660249,0.012529095663668496,0.013793499813213024,0.030202017299347683,0.18606856518865483,0.7207103652403805,0.010230179028132993,0.0,0.0
65,35285,0.026498512115629872,0.0119030749610316,0.01448207453592178,0.02927589627320391,0.18815360634830663,0.72503896840017,0.004647867365736149,0.0,0.0
66,35716,0.024554821368574307,0.012291410012319409,0.013747340127673872,0.029902564676895508,0.19613058573188488,0.723261283458394,0.00011199462425803562,0.0,0.0
67,36247,0.024939995034071787,0.0121113471459707,0.013601125610395342,0.029105857036444395,0.1950782133693823,0.7243082186111954,0.0008552431925400723,0.0,0.0
68,36790,0.024843707529219897,0.01231312856754553,0.01353628703452025,0.02840445773307964,0.19320467518347376,0.7264745854851862,0.0012231584669747215,0.0,0.0
69,37308,0.025678138737000106,0.011525678138737,0.01310710839498231,0.02814409778063686,0.19628497909295595,0.7247775276080197,0.00048247024766806047,0.0,0.0
70,37812,0.025203639056384217,0.012139003490955253,0.013487781656616947,0.026922670051835396,0.19702739870940442,0.7251930604041045,2.6446630699248914e-05,0.0,0.0
71,38288,0.024655244463017135,0.011883618888424572,0.012902214793146677,0.02705808608441287,0.20565190137902215,0.7178489343919766,0.0,0.0,0.0
72,38771,0.02406437801449537,0.011709783085295711,0.013412086353202136,0.026953135075185063,0.2114982848004952,0.7121302004075211,0.00023213226380542156,0.0,0.0
73,39278,0.02413564845460563,0.011533173786852691,0.013137125108203066,0.0265797647538062,0.21467488161311676,0.7096338917460155,0.0003055145374000713,0.0,0.0
74,39801,0.02464762191904726,0.011331373583578302,0.013190623351172081,0.026104871736891033,0.21559759805030024,0.7082736614657923,0.0008542498932187633,0.0,0.0
75,40295,0.024494354138230548,0.011291723538900608,0.012880009926789924,0.025983372626876784,0.2177937709393225,0.7069859784092319,0.0005707904206477231,0.0,0.0
76,40757,0.023701450057658807,0.011016512500920088,0.013151115145864515,0.025541624751576418,0.22138528350958117,0.7051549427092278,4.9071325171136245e-05,0.0,0.0
77,41253,0.023513441446682666,0.011199185513780815,0.01221729328776089,0.025379972365646136,0.22405643225947203,0.7036336751266574,0.0,0.0,0.0
