;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;1,466666666666665;0,01;0,0;0,01;0,03
2;14,966666666666669;0,02;0,005;0,025;0,055
3;32,266666666666666;0,03;0,006;0,036000000000000004;0,07
4;52,266666666666666;0,04;0,006999999999999999;0,047;0,08
5;74,1;0,05;0,008;0,057999999999999996;0,09
6;92,03333333333333;0,06;0,01;0,07;0,098
7;110,93333333333332;0,07;0,011000000000000001;0,081;0,10300000000000001
8;130,76666666666665;0,08;0,012;0,092;0,10800000000000001
9;154,26666666666665;0,09;0,012;0,102;0,113
10;181,53333333333336;0,1;0,013999999999999999;0,114;0,11800000000000001
11;204,26666666666665;0,11;0,015;0,125;0,122
12;232,26666666666665;0,12;0,016;0,136;0,126
13;266,26666666666665;0,13;0,017;0,147;0,13
14;294,76666666666665;0,14;0,018000000000000002;0,158;0,136
15;334,46666666666664;0,15;0,019;0,16899999999999998;0,14400000000000002
16;376,76666666666665;0,16;0,02;0,18;0,152
17;430,76666666666665;0,17;0,021;0,191;0,161
18;490,76666666666665;0,18;0,022000000000000002;0,20199999999999999;0,17
19;558,7666666666667;0,19;0,023;0,213;0,19
20;626,7666666666667;0,2;0,024;0,22399999999999998;0,2
21;694,7666666666667;0,21;0,025;0,235;0,21
22;752,2666666666667;0,22;0,026000000000000002;0,24600000000000002;0,21600000000000003
23;812,2666666666667;0,23;0,027000000000000003;0,257;0,228
24;871,7666666666667;0,24;0,027999999999999997;0,268;0,23199999999999998
25;939,6;0,25;0,028999999999999998;0,27899999999999997;0,24
26;990,7666666666667;0,26;0,03;0,29;0,248
27;1014,7;0,264;0,031;0,295;0,249
28;1057,2;0,27;0,032;0,302;0,258
29;1121,7;0,28;0,033;0,313;0,264
30;1185,2;0,29;0,034;0,324;0,26899999999999996
31;1252,2;0,3;0,035;0,335;0,273
32;1320,2;0,31;0,036000000000000004;0,34600000000000003;0,28
33;1447,7;0,32;0,037000000000000005;0,35700000000000004;0,28800000000000003
34;1597,2;0,33;0,037000000000000005;0,36700000000000005;0,28800000000000003
35;1771,1666666666667;0,34;0,037000000000000005;0,377;0,28800000000000003
