tf;av;max;tc;cp
179,2;47,1;49,5;168;53,6
180,267;47;49,5;169;53,6
181,333;47;49,4;170;53,6
182,4;46,7;49,3;171;53,6
183,467;46,5;49,3;172;53,6
184,533;46,5;49,2;173;53,6
185,6;46,8;49,2;174;53,6
186,667;46,9;49,1;175;53,6
187,733;47;49,1;176;53,6
188,8;47;49,1;177;53,6
189,867;47,1;49;178;53,6
190,933;47;49;179;53,6
192;47;48,9;180;53,6
193,067;46,7;48,9;181;53,6
194,133;46,7;48,8;182;53,6
195,2;46,6;48,8;183;53,6
196,267;46,6;48,8;184;53,6
197,333;46,8;48,8;185;53,6
198,4;46,4;48,7;186;53,6
199,467;46,6;48,6;187;53,6
200,533;46,5;48,5;188;53,6
201,6;46,6;48,6;189;53,6
202,667;46,3;48,5;190;53,6
203,733;50,8;73,3;191;53,6
204,8;46,5;48,5;192;53,6
205,867;46,6;48,6;193;53,6
206,933;46,6;48,5;194;53,6
208;46,6;48,5;195;53,6
209,067;46,5;48,4;196;53,6
210,133;46,5;48,4;197;53,6
211,2;46,6;48,3;198;53,6
212,267;46,6;48,3;199;53,6
213,333;46,5;48,3;200;53,6
214,4;46,4;48,3;201;53,6
215,467;46,4;48,2;202;53,6
216,533;46,5;48,1;203;53,6
217,6;46,4;48,1;204;53,6
218,667;46,4;48,2;205;53,6
219,733;46,3;48,1;206;53,6
220,8;46,2;48,1;207;53,6
221,867;46,1;48;208;53,6
222,933;46,1;48;209;53,6
224;45,9;47,9;210;53,6
225,067;45,8;47,9;211;53,6
226,133;45,8;47,9;212;53,6
227,2;45,7;47,9;213;53,6
228,267;45,7;47,9;214;53,6
229,333;45,7;47,8;215;53,6
230,4;45,8;47,9;216;53,6
231,467;45,9;47,9;217;53,6
232,533;46;47,8;218;53,6
233,6;46,1;47,8;219;53,6
234,667;46;47,8;220;53,6
235,733;46;47,8;221;53,6
236,8;45,9;47,8;222;53,6
237,867;45,8;47,8;223;53,6
238,933;45,7;47,8;224;53,6
240;45,9;47,8;225;53,6
241,067;46;47,7;226;53,6
242,133;46,1;47,7;227;53,6
243,2;46,1;47,7;228;53,6
244,267;46,1;47,7;229;53,6
245,333;46,1;47,6;230;53,6
246,4;46,1;47,6;231;53,6
247,467;46,2;47,6;232;53,6
248,533;46,1;47,6;233;53,6
249,6;46;47,6;234;53,6
250,667;46;47,6;235;53,6
251,733;45,9;47,5;236;53,6
252,8;45,9;47,5;237;53,6
253,867;45,8;47,5;238;53,6
254,933;45,8;47,4;239;53,6
256;45,8;47,4;240;53,6
257,067;45,8;47,4;241;53,6
258,133;45,7;47,3;242;53,6
259,2;45,8;47,4;243;53,6
260,267;45,8;47,3;244;53,6
261,333;45,8;47,3;245;53,5
262,4;45,8;47,3;246;53,5
263,467;45,6;47,3;247;53,5
264,533;45,5;47,2;248;53,5
265,6;45,6;47,2;249;53,5
266,667;45,6;47,1;250;53,5
267,733;45,6;47,2;251;53,5
268,8;45,5;47,1;252;53,5
269,867;45,4;47,1;253;53,5
270,933;45,4;47,1;254;53,5
272;45,5;47,1;255;53,5
273,067;45,5;47,1;256;53,5
274,133;45,4;47,1;257;53,5
275,2;45,2;47;258;53,5
276,267;45,1;47;259;53,5
277,333;45;47;260;53,5
278,4;45,3;47;261;53,5
279,467;45,4;46,9;262;53,5
280,533;45,4;46,9;263;53,5
281,6;45,4;46,9;264;53,5
282,667;45,3;46,8;265;53,5
283,733;45,1;46,8;266;53,5
284,8;45,1;46,8;267;53,4
285,867;44,9;46,8;268;53,4
286,933;44,8;46,8;269;53,4
288;44,6;46,7;270;53,4
289,067;44,8;46,7;271;53,4
290,133;44,9;46,7;272;53,4
291,2;44,9;46,7;273;53,4
292,267;44,7;46,7;274;53,4
293,333;44,7;46,7;275;53,4
294,4;44,8;46,6;276;53,4
295,467;44,9;46,7;277;53,4
296,533;44,9;46,7;278;53,4
297,6;44,8;46,5;279;53,4
298,667;44,7;46,5;280;53,4
299,733;44,8;46,6;281;53,4
300,8;44,9;46,5;282;53,4
301,867;44,7;46,5;283;53,4
302,933;44,8;46,5;284;53,4
304;44,7;46,4;285;53,4
305,067;44,8;46,5;286;53,3
306,133;44,8;46,5;287;53,3
307,2;44,7;46,4;288;53,3
308,267;44,7;46,5;289;53,3
309,333;44,7;46,4;290;53,3
310,4;44,6;46,4;291;53,3
311,467;44,7;46,4;292;53,3
312,533;44,7;46,4;293;53,3
313,6;44,8;46,4;294;53,3
314,667;44,7;46,3;295;53,3
315,733;44,7;46,3;296;53,3
316,8;44,7;46,4;297;53,2
317,867;44,6;46,3;298;53,2
318,933;44,6;46,3;299;53,2
320;44,5;46,4;300;53,2
321,067;44,5;46,3;301;53,2
322,133;44,5;46,2;302;53,2
323,2;44,5;46,3;303;53,2
324,267;44,5;46,3;304;53,2
325,333;44,4;46,3;305;53,2
326,4;44,4;46,2;306;53,1
327,467;44,4;46,2;307;53,1
328,533;44,4;46,2;308;53,1
329,6;44,4;46,2;309;53,1
330,667;44,5;46,1;310;53,1
331,733;44,4;46,1;311;53,1
332,8;44,4;46,1;312;53,1
333,867;44,4;46,1;313;53,1
334,933;44,5;46,1;314;53,1
336;44,4;46,1;315;53,1
337,067;44,5;46,1;316;53
338,133;44,5;46,2;317;53
339,2;44,4;46,1;318;53
340,267;44,4;46,2;319;53
341,333;44,4;46,2;320;53
342,4;44,3;46,2;321;53
343,467;44,2;46,2;322;53
344,533;44,1;46,1;323;53
345,6;44,2;46,1;324;53
346,667;44,1;46;325;53
347,733;51,2;73,5;326;53
348,8;44,1;46;327;53
349,867;44,3;46;328;52,9
350,933;44,4;46;329;52,9
352;44,3;45,9;330;52,9
353,067;44,3;45,9;331;52,9
354,133;44,3;45,9;332;52,9
355,2;44,3;45,9;333;52,9
356,267;44,4;45,9;334;52,9
357,333;44,4;45,9;335;52,9
358,4;44,3;45,8;336;52,8
359,467;44,2;45,8;337;52,8
360,533;44,3;45,8;338;52,8
361,6;44,2;45,7;339;52,8
362,667;44;45,7;340;52,8
363,733;44,3;45,7;341;52,8
364,8;44;45,7;342;52,8
365,867;44,1;45,8;343;52,8
366,933;44,2;45,8;344;52,7
368;44,1;45,7;345;52,7
369,067;44;45,7;346;52,7
370,133;44;45,7;347;52,7
371,2;44;45,7;348;52,7
372,267;44;45,7;349;52,7
373,333;43,9;45,7;350;52,7
374,4;43,9;45,7;351;52,6
375,467;44;45,7;352;52,6
376,533;44;45,7;353;52,6
377,6;44,1;45,7;354;52,6
378,667;43,9;45,8;355;52,6
379,733;43,8;45,7;356;52,6
380,8;43,9;45,8;357;52,6
381,867;43,9;45,7;358;52,6
382,933;43,8;45,8;359;52,5
384;43,7;45,8;360;52,5
385,067;43,8;45,7;361;52,5
386,133;43,8;45,7;362;52,5
387,2;44;45,6;363;52,5
388,267;44;45,6;364;52,5
389,333;44;45,6;365;52,5
390,4;44;45,6;366;52,5
391,467;43,8;45,6;367;52,4
392,533;43,8;45,6;368;52,4
393,6;43,9;45,6;369;52,4
394,667;43,9;45,6;370;52,4
395,733;43,9;45,6;371;52,4
396,8;43,9;45,5;372;52,4
397,867;43,8;45,5;373;52,4
398,933;43,7;45,5;374;52,3
400;43,8;45,6;375;52,3
401,067;43,8;45,5;376;52,3
402,133;43,8;45,5;377;52,3
403,2;43,7;45,5;378;52,3
404,267;43,7;45,5;379;52,3
405,333;43,7;45,5;380;52,3
406,4;43,6;45,5;381;52,3
407,467;43,5;45,5;382;52,2
408,533;43,6;45,5;383;52,2
409,6;43,5;45,5;384;52,2
410,667;43,6;45,5;385;52,2
411,733;43,5;45,5;386;52,2
412,8;43,7;45,5;387;52,2
413,867;43,7;45,5;388;52,1
414,933;43,7;45,5;389;52,1
416;43,6;45,5;390;52,1
417,067;43,6;45,5;391;52,1
418,133;43,6;45,4;392;52,1
419,2;43,6;45,4;393;52,1
420,267;43,6;45,4;394;52,1
421,333;43,6;45,4;395;52,1
422,4;43,7;45,4;396;52
423,467;43,7;45,4;397;52
424,533;43,6;45,4;398;52
425,6;43,7;45,4;399;52
426,667;43,7;45,4;400;52
427,733;43,8;45,4;401;52
428,8;43,8;45,4;402;51,9
429,867;43,7;45,4;403;51,9
430,933;43,6;45,4;404;51,9
432;43,6;45,4;405;51,9
433,067;43,5;45,4;406;51,9
434,133;43,5;45,3;407;51,9
435,2;43,5;45,3;408;51,9
436,267;43,6;45,4;409;51,9
437,333;43,5;45,3;410;51,9
438,4;43,4;45,3;411;51,8
439,467;43,3;45,3;412;51,8
440,533;43,2;45,3;413;51,8
441,6;43,3;45,3;414;51,8
442,667;43,4;45,2;415;51,8
443,733;43,4;45,2;416;51,8
444,8;43,4;45,2;417;51,8
445,867;43,4;45,2;418;51,7
446,933;43,4;45,2;419;51,7
448;43,3;45,2;420;51,7
449,067;43,3;45,2;421;51,7
450,133;43,3;45,2;422;51,7
451,2;43,2;45,2;423;51,7
452,267;43,1;45,2;424;51,6
453,333;43,2;45,1;425;51,6
454,4;43,2;45,2;426;51,6
455,467;43,3;45,2;427;51,6
456,533;43,2;45,1;428;51,6
457,6;43,2;45,1;429;51,6
458,667;43,1;45,1;430;51,6
459,733;43,1;45,1;431;51,6
460,8;43,2;45,2;432;51,5
461,867;43,1;45,1;433;51,5
462,933;43,1;45,1;434;51,5
464;43,2;45,1;435;51,5
465,067;43,1;45,1;436;51,5
466,133;43;45,1;437;51,5
467,2;43;45,1;438;51,4
468,267;43;45,1;439;51,4
469,333;43;45;440;51,4
470,4;43;45;441;51,4
471,467;43,1;45,1;442;51,4
472,533;43,1;45;443;51,4
473,6;43,1;45;444;51,3
474,667;43,2;45;445;51,3
475,733;43,3;45;446;51,3
476,8;43,3;45;447;51,3
477,867;43,2;45;448;51,3
478,933;43,2;45;449;51,3
480;43,1;44,9;450;51,3
481,067;43,2;44,9;451;51,3
482,133;43,1;44,9;452;51,2
483,2;43,1;44,9;453;51,2
484,267;43,1;44,9;454;51,2
485,333;43;44,9;455;51,2
486,4;43,1;44,9;456;51,2
487,467;43,1;44,8;457;51,2
488,533;42,9;44,8;458;51,1
489,6;43;44,9;459;51,1
490,667;42,9;44,9;460;51,1
491,733;42,9;44,9;461;51,1
492,8;42,9;44,8;462;51,1
493,867;42,9;44,8;463;51,1
494,933;43;44,8;464;51,1
496;43;44,8;465;51,1
497,067;43;44,8;466;51
498,133;43;44,8;467;51
499,2;43;44,8;468;51
500,267;43;44,8;469;51
501,333;43;44,8;470;51
502,4;42,9;44,8;471;51
503,467;43;44,7;472;50,9
504,533;43;44,7;473;50,9
513,333;42,8;44,8;474;50,9
514,4;42,8;44,7;475;50,9
515,467;42,9;44,8;476;50,9
516,533;42,9;44,8;477;50,9
517,6;42,9;44,7;478;50,9
518,667;42,9;44,7;479;50,8
519,733;42,9;44,7;480;50,8
520,8;42,9;44,8;481;50,8
521,867;42,9;44,7;482;50,8
522,933;42,9;44,6;483;50,8
524;42,9;44,7;484;50,8
525,067;42,9;44,7;485;50,8
526,133;43;44,7;486;50,7
527,2;43;44,7;487;50,7
528,267;43;44,6;488;50,7
529,333;43;44,6;489;50,7
530,4;43;44,6;490;50,7
531,467;43;44,6;491;50,7
532,533;43;44,7;492;50,7
533,6;43;44,6;493;50,7
534,667;43;44,6;494;50,6
535,733;43;44,6;495;50,6
536,8;43;44,6;496;50,6
537,867;42,9;44,6;497;50,6
538,933;42,8;44,6;498;50,6
540;42,7;44,5;499;50,6
541,067;42,7;44,5;500;50,5
542,133;42,7;44,5;501;50,5
543,2;42,7;44,5;502;50,5
544,267;42,6;44,6;503;50,5
545,333;42,6;44,5;504;50,5
546,4;42,6;44,5;505;50,5
547,467;42,5;44,5;506;50,4
548,533;42,5;44,5;507;50,4
549,6;42,5;44,5;508;50,4
550,667;42,5;44,5;509;50,4
551,733;42,5;44,5;510;50,4
552,8;42,5;44,5;511;50,4
553,867;42,5;44,5;512;50,4
554,933;42,5;44,5;513;50,4
556;42,5;44,4;514;50,4
557,067;42,6;44,5;515;50,3
558,133;42,5;44,4;516;50,3
559,2;42,5;44,4;517;50,3
560,267;42,5;44,4;518;50,3
561,333;42,5;44,4;519;50,3
562,4;42,5;44,4;520;50,3
563,467;42,5;44,4;521;50,2
564,533;42,4;44,4;522;50,2
565,6;42,4;44,4;523;50,2
566,667;42,5;44,4;524;50,2
567,733;42,5;44,4;525;50,2
568,8;42,5;44,4;526;50,2
569,867;42,5;44,4;527;50,2
570,933;42,6;44,4;528;50,1
572;42,6;44,4;529;50,1
573,067;42,5;44,3;530;50,1
574,133;42,4;44,3;531;50,1
575,2;42,4;44,3;532;50,1
576,267;42,5;44,3;533;50,1
577,333;42,5;44,3;534;50,1
578,4;42,4;44,3;535;50,1
579,467;42,5;44,3;536;50
580,533;42,5;44,3;537;50
581,6;42,5;44,3;538;50
582,667;42,5;44,3;539;50
583,733;42,5;44,3;540;50
584,8;42,5;44,2;541;50
585,867;42,6;44,3;542;50
586,933;42,6;44,2;543;49,9
588;42,6;44,2;544;49,9
589,067;42,6;44,2;545;49,9
590,133;42,5;44,2;546;49,9
591,2;42,5;44,2;547;49,9
592,267;42,5;44,2;548;49,9
593,333;42,5;44,1;549;49,9
594,4;42,3;44,1;550;49,9
595,467;42,3;44,1;551;49,8
596,533;42,3;44,1;552;49,8
597,6;42,3;44,1;553;49,8
598,667;42,2;44,1;554;49,8
599,733;42,2;44,1;555;49,8
600,8;42,2;44,1;556;49,8
601,867;42,2;44,1;557;49,8
602,933;42,2;44,1;558;49,7
604;42,2;44,1;559;49,7
605,067;42,2;44,1;560;49,7
606,133;42,2;44,1;561;49,7
607,2;42,2;44,1;562;49,7
608,267;42,2;44,1;563;49,7
609,333;42,3;44,1;564;49,7
610,4;42,3;44;565;49,7
611,467;42,2;44,1;566;49,6
612,533;42,2;44;567;49,6
613,6;42,2;44;568;49,6
614,667;42,1;44;569;49,6
615,733;42,1;44;570;49,6
616,8;42,1;44;571;49,6
617,867;42,1;44;572;49,5
618,933;42,2;44;573;49,5
620;42,2;44;574;49,5
621,067;42,2;44;575;49,5
622,133;42,2;44;576;49,5
623,2;42,1;44;577;49,5
624,267;42,1;44;578;49,5
625,333;42,1;44;579;49,5
626,4;42,1;44;580;49,5
627,467;42,1;43,9;581;49,4
628,533;42;43,9;582;49,4
629,6;42;44;583;49,4
630,667;42;43,9;584;49,4
631,733;42;43,9;585;49,4
632,8;42;43,9;586;49,4
633,867;42;43,9;587;49,4
634,933;42;43,9;588;49,4
636;42;43,9;589;49,3
637,067;41,9;43,8;590;49,3
638,133;41,9;43,9;591;49,3
639,2;42;43,8;592;49,3
640,267;41,9;43,8;593;49,3
641,333;41,8;43,8;594;49,3
642,4;41,8;43,8;595;49,3
643,467;41,8;43,8;596;49,3
644,533;41,8;43,8;597;49,2
645,6;41,8;43,8;598;49,2
646,666;41,8;43,8;599;49,2
647,733;41,8;43,8;600;49,2
648,8;41,8;43,8;601;49,2
649,866;41,7;43,7;602;49,2
650,933;41,8;43,7;603;49,2
652;41,7;43,7;604;49,1
653,066;41,7;43,7;605;49,1
654,133;41,7;43,7;606;49,1
655,2;41,7;43,7;607;49,1
656,266;41,7;43,7;608;49,1
657,333;41,7;43,7;609;49,1
658,4;41,7;43,7;610;49,1
659,466;41,7;43,7;611;49,1
660,533;41,7;43,6;612;49,1
661,6;41,7;43,6;613;49
662,666;41,6;43,6;614;49
663,733;41,6;43,6;615;49
664,8;41,6;43,6;616;49
665,866;41,6;43,6;617;49
666,933;41,6;43,6;618;49
668;41,6;43,6;619;49
669,066;41,6;43,6;620;49
670,133;41,6;43,6;621;48,9
671,2;41,6;43,6;622;48,9
672,266;41,6;43,6;623;48,9
673,333;41,6;43,6;624;48,9
674,4;41,6;43,5;625;48,9
675,466;41,6;43,5;626;48,9
676,533;52,1;74,1;627;48,9
677,6;41,7;43,6;628;48,8
678,666;41,8;43,6;629;48,8
679,733;41,8;43,6;630;48,8
680,8;41,7;43,6;631;48,8
681,866;41,7;43,6;632;48,8
682,933;41,7;43,6;633;48,8
684;41,7;43,6;634;48,8
685,066;41,8;43,6;635;48,8
686,133;41,7;43,5;636;48,7
687,2;41,8;43,5;637;48,7
688,266;41,8;43,5;638;48,7
689,333;41,8;43,5;639;48,7
690,4;41,8;43,5;640;48,7
691,466;41,7;43,5;641;48,7
692,533;41,7;43,5;642;48,7
693,6;41,7;43,5;643;48,7
694,666;41,7;43,5;644;48,6
695,733;41,7;43,5;645;48,6
696,8;41,7;43,5;646;48,6
697,866;41,7;43,5;647;48,6
698,933;41,7;43,5;648;48,6
700;41,7;43,5;649;48,6
701,066;41,6;43,4;650;48,6
702,133;41,7;43,4;651;48,6
703,2;41,6;43,4;652;48,6
704,266;41,6;43,4;653;48,5
705,333;41,6;43,4;654;48,5
706,4;41,6;43,4;655;48,5
707,466;41,6;43,5;656;48,5
708,533;41,5;43,4;657;48,5
709,6;41,5;43,4;658;48,5
710,666;41,5;43,4;659;48,5
711,733;41,5;43,3;660;48,5
712,8;41,5;43,3;661;48,4
713,866;41,5;43,4;662;48,4
714,933;41,4;43,4;663;48,4
716;41,4;43,4;664;48,4
717,066;41,4;43,3;665;48,4
718,133;41,4;43,4;666;48,4
719,2;41,4;43,4;667;48,4
720,266;41,4;43,4;668;48,4
721,333;41,4;43,3;669;48,4
722,4;41,4;43,3;670;48,3
723,466;41,3;43,3;671;48,3
724,533;41,3;43,4;672;48,3
725,6;41,3;43,3;673;48,3
726,666;41,3;43,3;674;48,3
727,733;41,3;43,3;675;48,3
728,8;41,4;43,3;676;48,3
729,866;41,4;43,3;677;48,3
730,933;41,4;43,3;678;48,2
732;41,4;43,3;679;48,2
733,066;41,3;43,3;680;48,2
734,133;41,3;43,3;681;48,2
735,2;41,3;43,2;682;48,2
736,266;41,2;43,2;683;48,2
737,333;41,3;43,2;684;48,2
738,4;41,3;43,3;685;48,2
739,466;41,3;43,3;686;48,1
740,533;41,3;43,2;687;48,1
741,6;41,3;43,2;688;48,1
742,666;41,3;43,2;689;48,1
743,733;41,3;43,2;690;48,1
744,8;41,3;43,2;691;48,1
745,866;41,3;43,2;692;48,1
746,933;41,3;43,2;693;48,1
748;41,3;43,2;694;48
749,066;41,2;43,2;695;48
750,133;41,2;43,2;696;48
751,2;41,3;43,1;697;48
752,266;41,3;43,1;698;48
753,333;41,2;43,1;699;48
754,4;41,2;43,1;700;48
755,466;41,2;43,1;701;48
756,533;41,2;43,1;702;48
757,6;41,2;43,1;703;47,9
758,666;41,2;43,1;704;47,9
759,733;41,2;43,1;705;47,9
760,8;41,2;43,1;706;47,9
761,866;41,1;43,1;707;47,9
762,933;41,1;43,1;708;47,9
764;41,1;43;709;47,9
765,066;41,1;43;710;47,9
766,133;41,1;43,1;711;47,8
767,2;41,1;43,1;712;47,8
768,266;41,1;43;713;47,8
769,333;41,2;43;714;47,8
770,4;41,2;43;715;47,8
771,466;41,2;43;716;47,8
772,533;41,2;43;717;47,8
773,6;41,1;43;718;47,8
774,666;41,1;43;719;47,8
775,733;41,1;43;720;47,7
776,8;41,1;43;721;47,7
777,866;41,1;43;722;47,7
778,933;41,1;42,9;723;47,7
780;41,2;43;724;47,7
781,066;41,2;43;725;47,7
782,133;41,2;43;726;47,7
783,2;41,2;43;727;47,7
784,266;41,3;43;728;47,7
785,333;41,2;43;729;47,7
786,4;41,3;43;730;47,6
787,466;41,3;42,9;731;47,6
788,533;41,3;42,9;732;47,6
789,6;41,2;42,9;733;47,6
790,666;41,2;42,9;734;47,6
791,733;41,1;42,9;735;47,6
792,8;41,2;42,9;736;47,6
793,866;41,1;42,9;737;47,6
794,933;41,1;43;738;47,6
796;41,1;42,9;739;47,5
797,066;41,1;42,9;740;47,5
798,133;41,1;42,9;741;47,5
799,2;41,1;42,9;742;47,5
800,266;41;42,9;743;47,5
801,333;41;42,9;744;47,5
802,4;41;42,9;745;47,5
803,466;41;42,8;746;47,5
804,533;41;42,9;747;47,5
805,6;40,9;42,9;748;47,5
806,666;40,9;42,9;749;47,4
807,733;41;42,9;750;47,4
808,8;40,9;42,8;751;47,4
809,866;41;42,8;752;47,4
810,933;41;42,8;753;47,4
812;40,9;42,8;754;47,4
813,066;41;42,8;755;47,4
814,133;41;42,8;756;47,4
815,2;41;42,8;757;47,4
816,266;41;42,8;758;47,4
817,333;41;42,8;759;47,3
818,4;41;42,8;760;47,3
819,466;41;42,8;761;47,3
820,533;41;42,8;762;47,3
821,6;40,9;42,7;763;47,3
822,666;40,9;42,7;764;47,3
823,733;40,9;42,7;765;47,3
824,8;40,9;42,7;766;47,3
825,866;40,9;42,7;767;47,3
826,933;40,9;42,7;768;47,3
828;40,9;42,7;769;47,2
829,066;40,9;42,7;770;47,2
830,133;40,9;42,7;771;47,2
831,2;40,9;42,7;772;47,2
832,266;40,9;42,7;773;47,2
833,333;40,9;42,7;774;47,2
834,4;40,9;42,7;775;47,2
835,466;40,9;42,7;776;47,2
836,533;40,9;42,7;777;47,2
837,6;40,9;42,6;778;47,1
838,666;40,9;42,6;779;47,1
839,733;40,9;42,7;780;47,1
840,8;40,9;42,7;781;47,1
841,866;40,9;42,7;782;47,1
842,933;40,8;42,7;783;47,1
844;40,9;42,7;784;47,1
845,066;40,8;42,7;785;47,1
846,133;40,7;42,6;786;47,1
847,2;40,7;42,6;787;47
848,266;40,7;42,6;788;47
849,333;40,7;42,6;789;47
850,4;40,7;42,5;790;47
851,466;40,7;42,5;791;47
852,533;40,6;42,5;792;47
853,6;40,7;42,5;793;47
854,666;40,6;42,5;794;47
855,733;40,7;42,5;795;46,9
856,8;40,7;42,5;796;46,9
857,866;40,7;42,5;797;46,9
858,933;40,7;42,5;798;46,9
860;40,8;42,5;799;46,9
861,066;40,7;42,5;800;46,9
862,133;40,7;42,4;801;46,9
863,2;40,7;42,5;802;46,9
864,266;40,7;42,5;803;46,9
865,333;40,8;42,4;804;46,9
866,4;52,6;74,4;805;46,9
867,466;40,8;42,5;806;46,8
868,533;40,8;42,5;807;46,8
869,6;40,8;42,5;808;46,8
