;perfil: distancia;perfil: espesor
0;-0,05;0,011000000000000001
1;0,0;0,008
2;0,05;0,015
3;0,1;0,018000000000000002
4;0,15;0,0195
5;0,2;0,019
6;0,25;0,02
7;0,3;0,018500000000000003
8;0,35;0,015
9;0,355;0,01
10;0,36;0,0
