;perfil: distancia;perfil: espesor
0;-0,05;0,008
1;0,0;0,008
2;0,05;0,0085
3;0,1;0,01
4;0,15;0,012
5;0,2;0,013000000000000001
6;0,25;0,017
7;0,3;0,018000000000000002
8;0,35;0,0175
9;0,4;0,015
10;0,413;0,0
