densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;23.6;si, punto eyeccion;1,00E-05;10;10cc67C;nan;11;?;66.6;28/06/2016 0:00;28;64;15;1800
