densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;hay fotos;0.00143;22;si, 4 puntos;1e-06;10.2;1cc52C;manjar muy viscoso paquete guardado;33;1;52;04-10-2016 0:00;24;54.4;24;3500
