;perfil: distancia;perfil: espesor
0;-0,068;0,0
1;-0,064;0,008
2;-0,03;0,009000000000000001
3;0,0;0,008
4;0,05;0,013999999999999999
5;0,1;0,017
6;0,15;0,017
7;0,2;0,016
8;0,25;0,018000000000000002
9;0,3;0,017
10;0,33;0,011000000000000001
11;0,34;0,01
12;0,348;0,0
