;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;3,25;0,01;0,01;0,02;0,05
2;4,333333333333332;0,02;0,015;0,035;0,055
3;6,583333333333332;0,03;0,02;0,05;0,07
4;8,833333333333336;0,04;0,025;0,065;0,085
5;11,666666666666664;0,05;0,03;0,08;0,098
6;14,5;0,06;0,032;0,092;0,106
7;17,75;0,07;0,034;0,10400000000000001;0,115
8;20,549999999999997;0,08;0,036000000000000004;0,11599999999999999;0,122
9;24,166666666666664;0,09;0,038;0,128;0,13
10;27,916666666666664;0,1;0,04;0,14;0,14
11;33,083333333333336;0,11;0,043;0,153;0,14800000000000002
12;38,333333333333336;0,12;0,047;0,16699999999999998;0,16
13;43,91666666666667;0,13;0,05;0,18;0,17
14;49,91666666666667;0,14;0,054000000000000006;0,19399999999999998;0,18
15;57,08333333333333;0,15;0,057999999999999996;0,20800000000000002;0,19
16;64,0;0,16;0,06;0,22;0,2
17;71,51666666666667;0,17;0,062;0,23199999999999998;0,21
18;78,41666666666667;0,18;0,063;0,243;0,22
19;86,41666666666667;0,19;0,064;0,254;0,23
20;93,83333333333333;0,2;0,065;0,265;0,23800000000000002
21;100,5;0,21;0,067;0,27699999999999997;0,242
22;108,41666666666666;0,22;0,069;0,289;0,25
23;116,91666666666666;0,23;0,07;0,3;0,255
24;124,83333333333334;0,24;0,07;0,31;0,26
25;133,41666666666666;0,25;0,07;0,32;0,265
26;140,75;0,26;0,07;0,33;0,27
27;156,75;0,27;0,07;0,34;0,275
28;176,75;0,28;0,07;0,35;0,28
29;206,75;0,29;0,07;0,36;0,284
30;271,75;0,3;0,07;0,37;0,28800000000000003
31;408,4166666666667;0,31;0,07;0,38;0,29
32;718,4166666666666;0,32;0,07;0,39;0,292
33;1174,25;0,327;0,07;0,397;0,292
34;1348,75;0,32899999999999996;0,07;0,39899999999999997;0,292
35;1588,75;0,33;0,07;0,4;0,292
36;1838,75;0,331;0,07;0,401;0,292
37;2092,75;0,331;0,07;0,401;0,292
38;2354,75;0,332;0,07;0,402;0,292
39;2666,75;0,332;0,07;0,402;0,292
40;3173,75;0,335;0,07;0,405;0,292
41;3983,75;0,34;0,07;0,41;0,295
42;5114,75;0,345;0,07;0,415;0,295
43;6547,75;0,348;0,07;0,418;0,295
44;8286,75;0,35;0,07;0,42;0,295
45;10329,75;0,35;0,07;0,42;0,295
46;12685,75;0,35;0,07;0,42;0,295
47;15344,75;0,35;0,07;0,42;0,295
48;18072,75;0,35;0,07;0,42;0,295
