;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;0,1999999999999993;0,01;0,002;0,012;0,01
2;1,0666666666666664;0,02;0,005;0,025;0,05
3;1,7333333333333307;0,03;0,008;0,038;0,062
4;2,5;0,04;0,01;0,05;0,078
5;3,333333333333332;0,05;0,011000000000000001;0,061;0,09
6;4,399999999999999;0,06;0,013000000000000001;0,073;0,098
7;5,533333333333331;0,07;0,013999999999999999;0,084;0,10300000000000001
8;6,766666666666666;0,08;0,015;0,095;0,11199999999999999
9;7,833333333333332;0,09;0,016;0,106;0,12
10;9,333333333333332;0,1;0,017;0,11699999999999999;0,13
11;10,933333333333334;0,11;0,018000000000000002;0,128;0,14
12;12,833333333333332;0,12;0,02;0,14;0,15
13;15,333333333333332;0,13;0,021;0,151;0,156
14;17,866666666666664;0,14;0,023;0,163;0,162
15;21,333333333333332;0,15;0,024;0,174;0,17
16;26,533333333333335;0,16;0,026000000000000002;0,18600000000000003;0,17800000000000002
17;31,266666666666662;0,17;0,027000000000000003;0,19699999999999998;0,19
18;34,099999999999994;0,18;0,027999999999999997;0,20800000000000002;0,2
19;38,66666666666667;0,19;0,03;0,22;0,20600000000000002
20;42,16666666666666;0,2;0,031;0,231;0,21600000000000003
21;45,16666666666666;0,21;0,033;0,243;0,225
22;48,266666666666666;0,22;0,035;0,255;0,235
23;51,0;0,23;0,036000000000000004;0,266;0,24
24;53,66666666666666;0,24;0,038;0,278;0,245
25;56,66666666666666;0,25;0,04;0,29;0,25
26;58,733333333333334;0,26;0,042;0,302;0,255
27;61,66666666666666;0,27;0,044000000000000004;0,314;0,261
28;64,39999999999999;0,28;0,046;0,326;0,268
29;67,33333333333333;0,29;0,048;0,33799999999999997;0,273
30;70,5;0,3;0,05;0,35;0,28
31;74,16666666666666;0,31;0,05;0,36;0,28600000000000003
32;79,16666666666666;0,32;0,05;0,37;0,29
33;86,93333333333332;0,33;0,05;0,38;0,29
34;96,33333333333333;0,34;0,05;0,39;0,294
35;115,26666666666667;0,35;0,05;0,4;0,295
36;144,0;0,36;0,05;0,41;0,298
37;210,33333333333334;0,37;0,05;0,42;0,3
38;626,8333333333334;0,38;0,05;0,43;0,3
