;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;2,93333333333333;0,01;0,0;0,01;0,04
2;6,399999999999999;0,02;0,005;0,025;0,06
3;9,099999999999994;0,03;0,008;0,038;0,067
4;13,266666666666666;0,04;0,01;0,05;0,07200000000000001
5;18,599999999999994;0,05;0,012;0,062;0,085
6;24,766666666666666;0,06;0,013000000000000001;0,073;0,095
7;30,93333333333333;0,07;0,015;0,085;0,10300000000000001
8;38,1;0,08;0,016;0,096;0,11199999999999999
9;46,033333333333324;0,09;0,017;0,107;0,121
10;55,6;0,1;0,019;0,11900000000000001;0,131
11;65,26666666666665;0,11;0,02;0,13;0,141
12;73,93333333333334;0,12;0,022000000000000002;0,142;0,15
13;86,33333333333334;0,13;0,023;0,153;0,159
14;99,53333333333333;0,14;0,024;0,16399999999999998;0,16899999999999998
15;115,20000000000002;0,15;0,026000000000000002;0,17600000000000002;0,17800000000000002
16;131,43333333333334;0,16;0,027999999999999997;0,188;0,188
17;147,26666666666668;0,17;0,03;0,2;0,19899999999999998
18;164,43333333333334;0,18;0,031;0,21100000000000002;0,207
19;180,43333333333334;0,19;0,033;0,223;0,213
20;197,43333333333334;0,2;0,035;0,235;0,22
21;215,43333333333334;0,21;0,037000000000000005;0,247;0,226
22;232,43333333333334;0,22;0,038;0,258;0,233
23;250,53333333333336;0,23;0,04;0,27;0,237
24;268,43333333333334;0,24;0,042;0,282;0,243
25;291,26666666666665;0,25;0,044000000000000004;0,294;0,25
26;317,2;0,26;0,046;0,306;0,257
27;367,93333333333334;0,27;0,047;0,317;0,26
28;444,43333333333334;0,28;0,048;0,32799999999999996;0,261
29;563,4333333333333;0,29;0,049;0,33899999999999997;0,265
30;665,4333333333333;0,3;0,05;0,35;0,26899999999999996
31;775,9333333333333;0,31;0,05;0,36;0,27
32;914,9333333333333;0,32;0,05;0,37;0,273
33;999,4;0,325;0,05;0,375;0,27399999999999997
34;1115,0666666666668;0,33;0,05;0,38;0,275
35;1369,0666666666668;0,34;0,05;0,39;0,278
36;1699,9;0,35;0,05;0,4;0,28
37;1755,9;0,35;0,05;0,4;0,28
