densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;24.8;si, punto eyeccion;5e-06;10;5cc63C;nan;13;?;63.1;2016-06-30 00:00:00
