densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;26.4;si, punto eyeccion;2.5e-05;10;25cc62C;nan;16;?;62.1;2016-07-18 00:00:00
