densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;24.3;si, punto eyeccion;1.7e-05;10;5a25cc56C;nan;19;1;55.8;20/07/2016 0:00;27;53;20;2000
