FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;5215;0,946308725;0,011505273;0,004410355;0,016299137;0,02147651;0;0;0;0
1;6998;0,909259789;0,00985996;0,004572735;0,012575021;0,018433838;0,04015433;0,005144327;0;0
2;6436;0,84540087;0,012585457;0,005127408;0,011497825;0,015537601;0,038377874;0,061684276;0,009788689;0
3;6872;0,804132712;0,013242142;0,006257276;0,009604191;0,01193248;0,029540163;0,038853318;0,086437718;0
4;8598;0,8079786;0,012328448;0,004303326;0,007327285;0,008490347;0,020469877;0,026401489;0,075947895;0,036752733
5;8157;0,760328552;0,013975726;0,004290793;0,007723428;0,008213804;0,018634302;0,027706265;0,090351845;0,068775285
6;9096;0,750439754;0,01264292;0,004507476;0,007255937;0,006046614;0,015281442;0,026055409;0,097735268;0,08003518
7;9867;0,735380561;0,012668491;0,004864701;0,007094355;0,005270092;0,013276578;0,026350461;0,114624506;0,080470254
8;10625;0,721976471;0,011858824;0,005741176;0,006023529;0,005552941;0,011388235;0,025411765;0,129694118;0,082352941
9;10972;0,699143274;0,012668611;0,004739336;0,007291287;0,004557054;0,011301495;0,025701786;0,148924535;0,085672621
10;10448;0,651225115;0,013303982;0,006795559;0,006029862;0,006125574;0,012442573;0,029766462;0,176780245;0,097530628
11;12088;0,669920582;0,011829914;0,005625414;0,00595632;0,00595632;0,011250827;0,028127068;0,166280609;0,095052945
12;12425;0,651911469;0,01167002;0,005311871;0,006438632;0,005392354;0,012474849;0,030583501;0,175050302;0,101167002
13;11982;0,610081789;0,013937573;0,005007511;0,007845101;0,005424804;0,013687197;0,037723252;0,200300451;0,105992322
14;13230;0,622373394;0,012547241;0,005517763;0,006273621;0,006349206;0,012320484;0,039229025;0,195011338;0,100377929
15;12902;0,591768718;0,013563789;0,005270501;0,006820648;0,006200589;0,014183847;0,044024182;0,2136878;0,104479926
16;14759;0,62328071;0,011653906;0,00501389;0,006775527;0,005352666;0,01273799;0,042889085;0,196761298;0,095534928
17;16132;0,637490702;0,010042152;0,006136871;0,005393008;0,005145053;0,012645673;0,042834119;0,191854699;0,088457724
18;15209;0,595371162;0,012229601;0,004997041;0,006640805;0,005654547;0,014004866;0,048589651;0,229272141;0,083240187
19;16843;0,61627976;0,011161907;0,005759069;0,006293416;0,004927863;0,013061806;0,04631004;0,231015852;0,065190287
20;18727;0,639344262;0,00961179;0,005713675;0,004966092;0,005286485;0,012975917;0,04175789;0,226678058;0,05366583
21;15633;0,547879486;0,012281712;0,006844496;0,006140856;0,007356234;0,015927845;0,055395637;0,297127871;0,051045865
22;17080;0,569555035;0,012295082;0,005093677;0,005971897;0,007084309;0,015105386;0,054918033;0,288290398;0,041686183
23;17498;0,564121614;0,012058521;0,004857698;0,007143674;0,006114985;0,015716082;0,058635273;0,304034747;0,027317408
24;18266;0,567776196;0,011442023;0,005419906;0,006679076;0,00629585;0,015657506;0,060987627;0,304226432;0,021515384
25;18289;0,553720816;0,011919733;0,004756958;0,007217453;0,006670676;0,015911203;0,065777243;0,317294549;0,016731369
26;18715;0,549933209;0,012022442;0,005289874;0,006091371;0,006625701;0,016671119;0,068821801;0,326636388;0,007908095
27;19709;0,560048709;0,011010198;0,004363489;0,007103354;0,005631945;0,016692881;0,072251256;0,322898168;0
28;20741;0,569258956;0,010414156;0,005641001;0,005689215;0,006267779;0,016585507;0,071308037;0,31483535;0
29;21081;0,564062426;0,010151321;0,005360277;0,006688487;0,005360277;0,0166975;0,074142593;0,317537119;0
30;24113;0,608261104;0,009828723;0,004313026;0,00559864;0,00588894;0,014597935;0,068096048;0,283415585;0
31;23623;0,589848876;0,010032595;0,004317826;0,006646065;0,005291453;0,016086018;0,075942937;0,291834229;0
32;20567;0,516895998;0,011523314;0,00554286;0,006709778;0,00739048;0,018573443;0,095930374;0,337433753;0
33;19606;0,48128124;0,011986127;0,005814547;0,008007753;0,006426604;0,020911966;0,111139447;0,354432317;0
34;21274;0,510811319;0,011516405;0,004888596;0,007097866;0,007097866;0,019789414;0,108301213;0,330497321;0
35;20796;0,487305251;0,011781112;0,005193306;0,007741873;0,006587805;0,021494518;0,134881708;0,325014426;0
36;22044;0,505352931;0,010751225;0,005262203;0,006804573;0,007711849;0,020867356;0,150199601;0,293050263;0
37;22612;0,50667787;0,011277198;0,004997347;0,00729701;0,006412524;0,02105077;0,204095171;0,23819211;0
38;23523;0,51570803;0,010840454;0,005569018;0,00616418;0,007141946;0,020618118;0,239637801;0,194320452;0
39;24344;0,521976668;0,01068025;0,005340125;0,006695695;0,005668748;0,021606967;0,271196188;0,15683536;0
40;25529;0,534137647;0,009910298;0,005013906;0,006659094;0,006463238;0,020133965;0,290297309;0,127384543;0
41;30887;0,587269725;0,008871046;0,004500275;0,005374429;0,005244925;0,034253893;0,304011396;0,05047431;0
42;31103;0,582837668;0,008487927;0,00440472;0,005594316;0,005497862;0,045719062;0,307044337;0,040414108;0
43;30701;0,5691997;0,009445946;0,004169245;0,006253868;0,00511384;0,059607179;0,316113482;0,03009674;0
44;29201;0,539570563;0,009280504;0,004931338;0,005924455;0,005992945;0,099893839;0,315674121;0,018732235;0
45;30565;0,55161132;0,009618845;0,003991494;0,006608866;0,005594634;0,116767545;0,292949452;0,012857844;0
46;33627;0,584916882;0,009040354;0,004133583;0,005293365;0,005650222;0,122252951;0,260772593;0,007940048;0
47;32837;0,5685964;0,008161525;0,004537564;0,005664342;0,006334318;0,147364254;0,252367756;0,00697384;0
48;36264;0,602332892;0,008713876;0,003502096;0,005266931;0,00521178;0,149790426;0,217515994;0,007666005;0
49;31821;0,539926464;0,009302033;0,00439961;0,006159454;0,007102228;0,183903711;0,24166431;0,007542189;0
50;34717;0,571621972;0,008670104;0,004291845;0,005328801;0,014258144;0,171990667;0,219661837;0,004176628;0
51;31665;0,523195958;0,009063635;0,004863414;0,006126638;0,022580136;0,198547292;0,235149218;0,000473709;0
52;35353;0,565722852;0,008881849;0,003790343;0,006053235;0,027578989;0,182247617;0,205725115;0;0
53;35005;0,554520783;0,008741608;0,004370804;0,005799172;0,039108699;0,191972575;0,195486359;0;0
54;36722;0,568977725;0,008441806;0,004030282;0,005800338;0,049289254;0,188606285;0,174854311;0;0
55;34948;0,540488726;0,009328145;0,003805654;0,006352295;0,06738583;0,199210255;0,173429095;0;0
56;36163;0,54948428;0,00859995;0,004203191;0,005834693;0,077980256;0,19580787;0,15808976;0;0
57;36522;0,547259186;0,008734461;0,004052352;0,006297574;0,086769618;0,194156946;0,152729861;0;0
58;38058;0,559225393;0,008250565;0,004388039;0,005491618;0,093121026;0,188843344;0,140680015;0;0
59;39035;0,564390931;0,007992827;0,004098886;0,005507878;0,099705393;0,18670424;0,131599846;0;0
60;31689;0,456593771;0,009403894;0,005427751;0,006469122;0,135914671;0,238284578;0,147906214;0;0
61;34477;0,493517417;0,008585434;0,004872814;0,006787133;0,137047887;0,217391304;0,13179801;0;0
62;31273;0,434368305;0,009720845;0,005180187;0,009560963;0,163911361;0,245099607;0,132158731;0;0
63;33743;0,46842308;0,009305634;0,005275168;0,006223513;0,164122929;0,229380909;0,117268767;0;0
64;33223;0,452939229;0,009631882;0,00490624;0,007043313;0,179183096;0,237997773;0,108298468;0;0
65;34712;0,47003918;0,008930629;0,005214335;0,006625951;0,183769302;0,22914266;0,096277944;0;0
66;35488;0,474949279;0,008904418;0,004649459;0,018569657;0,182794184;0,223399459;0,086733544;0;0
67;36555;0,483682123;0,009027493;0,004568458;0,024593079;0,182327999;0,221036794;0,074764054;0;0
68;37787;0,494667478;0,008494985;0,004763543;0,030566068;0,180273639;0,212745124;0,068489163;0;0
69;36813;0,47483226;0,009100046;0,004753755;0,041751555;0,185885421;0,220574254;0,063102708;0;0
70;39698;0,507179203;0,008715804;0,004181571;0,044385108;0,174190136;0,208222077;0,053126102;0;0
71;35123;0,43723486;0,00871224;0,005124847;0,069128491;0,191441506;0,238106084;0,050251972;0;0
72;36118;0,446121048;0,009275154;0,004568359;0,076277756;0,188659394;0,23486904;0,040229249;0;0
73;35584;0,431682779;0,009049011;0,005198966;0,088607239;0,191434353;0,248679182;0,025348471;0;0
74;37896;0,460602702;0,008470551;0,004881782;0,094970445;0,176219126;0,238943424;0,01591197;0;0
75;38188;0,45859956;0,008589086;0,004687336;0,101916833;0,177385566;0,241175238;0,007646381;0;0
76;38557;0,457971315;0,008455015;0,004927769;0,110485774;0,176984724;0,238685582;0,00248982;0;0
