densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;hay fotos;0.00143;24.1;si, 4 puntos;1e-05;10.5;10cc50C;nan;31;2;50.2;2016-09-30 00:00:00
