densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;hay fotos;0.00143;23;no;1e-06;10.5;1cc48C;dinámica debería sacarse del FLIR, no está en excel;28;1;47.5;2016-09-29 00:00:00
