densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;23;no;2.5e-05;15;25cc60C;sin datos flir;5;2;60;2016-06-08 00:00:00
