densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;hay fotos;0.00143;22.5;si, 4 puntos;1,00E-06;10.4;1cc54,7C;manjar muy viscoso paquete guardado;32;1;54.7;03/10/2016 0:00;25;57;17;2800
