tf;av;max;tc;cp
148,466;48,6;49,3;144;50,9
149,466;48,6;49,3;145;50,9
152,1;48,6;49,2;146;50,9
153,1;48,6;49,1;147;50,9
154,1;48,5;49,1;148;50,9
155,1;48,5;49;149;50,9
156,1;48,6;49;150;50,9
157,1;48,5;48,8;151;50,9
158,1;48,5;49;152;50,9
159,1;48,4;49;153;50,9
160,1;48,4;49;154;50,9
161,1;48,4;49,2;155;50,9
162,1;48,4;49,1;156;50,9
163,1;48,3;49,1;157;50,9
164,1;48,3;49,1;158;51
165,1;48,3;49,1;159;51
166,1;48,3;49;160;51
167,1;48,3;48,9;161;51
168,1;48,3;48,9;162;51
169,1;48,3;48,8;163;51
170,1;48,3;48,8;164;51
171,1;48,2;48,7;165;51,1
172,1;48,2;48,7;166;51,1
173,1;48,1;48,8;167;51,1
174,1;48;48,8;168;51,1
175,1;47,9;48,7;169;51,1
176,1;47,9;48,7;170;51,1
177,1;47,9;48,7;171;51,1
178,1;47,9;48,7;172;51,1
179,1;48;48,7;173;51,2
180,1;48,1;48,7;174;51,2
181,1;48,1;48,7;175;51,2
182,1;48,2;48,8;176;51,2
183,1;48,2;48,8;177;51,2
184,1;48,1;48,8;178;51,3
185,1;47,9;48,8;179;51,3
186,1;47,8;48,8;180;51,2
187,1;47,6;48,8;181;51,3
188,1;47,5;48,9;182;51,3
189,1;47,4;48,8;183;51,3
190,1;47,5;49;184;51,3
191,1;47,8;48,9;185;51,4
192,1;48;48,9;186;51,4
193,1;48,2;48,8;187;51,4
194,1;48,4;48,9;188;51,5
195,1;48,3;48,7;189;51,5
196,1;48,3;48,7;190;51,5
197,1;48,5;48,6;191;51,6
198,1;48,6;48,7;192;51,6
199,1;48,7;48,7;193;51,6
200,1;48,7;48,6;194;51,7
201,1;48,7;49,6;195;51,8
202,1;48,8;49,4;196;51,8
203,1;48,9;49,3;197;51,8
204,1;49;49,2;198;51,9
205,1;49;49;199;52
206,1;49;48,9;200;52,1
207,1;49,2;48,8;201;52,1
208,1;49,2;48,7;202;52,2
209,1;49,3;48,7;203;52,3
210,1;49,2;48,5;204;52,3
211,1;49,1;48,5;205;52,4
212,1;49;48,6;206;52,4
213,1;49,1;49,2;207;52,4
214,1;49,1;49,2;208;52,3
215,1;49,2;48,8;209;52,3
216,1;49,4;48,5;210;52,3
217,1;49,4;48,4;211;52,3
218,1;49,5;48,4;212;52,3
219,1;49,6;48,4;213;52,2
220,1;49,7;48,3;214;52,2
221,1;49,7;48,4;215;52,2
222,1;49,6;48,5;216;52,1
223,1;49,4;48,5;217;52,1
224,1;49,3;49;218;52,1
225,1;49,3;48,9;219;52
226,1;49,2;48,9;220;52
227,1;49,1;48,9;221;52
228,1;49,2;49;222;51,9
230,633;49,4;49;223;51,9
231,633;49,5;48,9;224;51,9
232,633;49,5;48,9;225;51,9
233,633;49,4;48,9;226;51,8
234,633;49,4;49;227;51,8
235,633;49,3;49,1;228;51,8
236,633;49,3;49,1;229;51,7
237,633;49,1;49,2;230;51,7
238,633;49,3;49,2;231;51,7
239,633;49,3;49,4;232;51,7
240,633;49,2;49,6;233;51,7
241,633;49,1;49,7;234;51,7
242,633;49,2;50,2;235;51,7
243,633;49,2;50,1;236;51,7
244,633;49,2;50,2;237;51,7
245,633;49,1;50,1;238;51,7
246,633;49,1;50;239;51,7
247,633;49,1;50;240;51,7
248,633;49,1;49,9;241;51,6
249,633;49,1;49,9;242;51,6
250,633;48,9;49,9;243;51,6
251,633;48,7;49,9;244;51,6
252,633;48,5;50;245;51,6
253,633;48,4;50;246;51,6
254,633;48,4;50,1;247;51,6
255,633;48,5;50,1;248;51,5
256,633;48,6;50,2;249;51,5
257,633;48,6;50,1;250;51,5
258,633;48,6;50,1;251;51,4
259,633;48,7;49,9;252;51,4
260,633;48,8;50,5;253;51,4
261,633;48,6;50,3;254;51,3
262,633;48,6;49,8;255;51,3
263,633;48,7;49,9;256;51,2
264,633;48,7;49,8;257;51,2
265,633;48,4;49,7;258;51,1
266,633;48,5;49,7;259;51
267,633;48,6;49,6;260;51
268,633;48,1;49,6;261;50,9
269,633;48,1;49,6;262;50,8
270,633;47,8;49,8;263;50,8
271,633;47,8;49,5;264;50,8
272,633;47,7;49,5;265;50,8
273,633;47,6;49,5;266;50,7
274,633;47,5;49,5;267;50,7
275,633;47,5;49,5;268;50,7
276,633;47,4;49,4;269;50,6
277,633;47,4;49,5;270;50,6
278,633;47,4;49,4;271;50,6
279,633;47,3;49,4;272;50,6
280,633;47,2;49,4;273;50,5
281,633;47,1;49,4;274;50,5
282,633;47;49,3;275;50,5
283,633;46,9;49,3;276;50,5
284,633;46,9;49,3;277;50,4
285,633;46,9;49,2;278;50,4
286,633;46,9;49,2;279;50,4
287,633;46,7;49,2;280;50,4
288,633;46,6;49,2;281;50,4
289,633;46,6;49,3;282;50,4
290,633;46,5;49,3;283;50,4
291,633;46,5;49,7;284;50,4
292,633;46,5;49,8;285;50,3
293,633;46,4;49,4;286;50,3
294,633;46,1;49,7;287;50,3
295,633;46;49,7;288;50,3
296,633;46;49,4;289;50,3
297,633;45,7;49;290;50,3
298,633;45,7;48,9;291;50,3
299,633;45,7;48,8;292;50,3
300,633;45,5;48,7;293;50,3
301,633;45,4;48,6;294;50,3
302,633;45,3;48,4;295;50,3
303,633;45,3;48,1;296;50,3
304,633;45,3;48;297;50,3
305,633;45,2;47,7;298;50,3
306,633;45,2;47,8;299;50,3
307,633;45,2;47,7;300;50,3
308,633;45,2;47,7;301;50,3
309,633;45,2;47,7;302;50,2
310,633;45,1;47,6;303;50,2
311,633;45,2;47,7;304;50,2
312,633;45,1;47,5;305;50,2
313,633;44,8;47,5;306;50,2
314,633;44,7;47,5;307;50,2
315,633;44,9;47,3;308;50,2
316,633;44,8;47,3;309;50,2
319,199;45;47,3;310;50,2
320,199;44,9;47;311;50,2
321,199;45;46,9;312;50,2
322,199;45;46,8;313;50,2
323,199;45;46,8;314;50,2
324,199;45;46,7;315;50,2
325,199;45,2;46,7;316;50,1
326,199;44,9;46,6;317;50,1
327,199;44,8;46,6;318;50,1
328,199;44,9;46,4;319;50,1
329,199;44,9;46,3;320;50,1
330,199;44,9;46,3;321;50,1
331,199;44,8;46,1;322;50,1
332,199;44,8;46,2;323;50,1
333,199;44,9;46,3;324;50,1
334,199;44,9;46,2;325;50,1
335,199;44,5;46,3;326;50,1
336,199;44,5;45,9;327;50,1
337,199;44,6;45,9;328;50,1
338,199;44,3;46;329;50,1
339,199;44,3;45,9;330;50,1
340,199;44,3;45,8;331;50,1
341,199;44,5;45,7;332;50
342,199;44,6;45,5;333;50
343,199;44,4;45,7;334;50
344,199;44,2;45,6;335;50
345,199;44,4;45,5;336;50
346,199;44,3;45,6;337;50
347,199;44,3;45,5;338;50
348,199;43,7;45,4;339;50
349,199;43,9;45,4;340;50
350,199;44,1;45,4;341;50
351,199;44,2;45,4;342;50
352,199;44,2;45,3;343;50
353,199;44,2;45,3;344;50
354,199;44;45,3;345;50
355,199;43,9;45,3;346;50
356,199;44;45,3;347;49,9
357,199;44;45,5;348;49,9
358,199;43,8;45,4;349;49,9
359,199;43,7;45,2;350;49,9
360,199;43,8;45,2;351;49,9
361,199;43,8;45,3;352;49,9
362,199;43,8;45,3;353;49,9
363,199;43,8;45,3;354;49,9
364,199;43,6;45,3;355;49,9
365,199;43,5;45,3;356;49,9
366,199;43,7;45,2;357;49,9
367,199;43,7;45,3;358;49,9
368,199;43,6;45,3;359;49,9
369,199;43,6;45;360;49,9
370,199;43,7;45;361;49,9
371,199;43,7;45;362;49,9
372,199;43,7;45;363;49,8
373,199;43,6;45;364;49,8
374,199;43,6;45;365;49,8
375,199;43,6;45;366;49,8
376,199;43,6;45;367;49,8
377,199;43,7;44,9;368;49,8
378,199;43,7;44,9;369;49,8
379,199;43,8;44,8;370;49,8
380,199;43,8;44,7;371;49,8
381,199;43,6;44,7;372;49,8
382,199;43,6;44,8;373;49,8
383,199;43,6;44,7;374;49,8
384,199;43,5;44,7;375;49,8
385,199;43,5;44,7;376;49,8
386,199;43,5;44,6;377;49,8
387,199;43,5;44,7;378;49,7
388,199;43,4;44,6;379;49,7
389,199;43,3;44,7;380;49,7
390,199;43,4;44,7;381;49,7
391,199;43,5;44,7;382;49,7
392,199;43,3;44,6;383;49,7
393,199;43,4;44,7;384;49,7
394,199;43,4;44,7;385;49,7
395,199;43,4;44,8;386;49,7
396,199;43,3;44,6;387;49,7
397,199;43,3;44,5;388;49,7
398,199;43,3;44,4;389;49,7
399,199;43,3;44,6;390;49,7
400,199;43,3;44,4;391;49,7
401,199;43,3;44,4;392;49,6
402,199;43,4;44,5;393;49,6
403,199;43,2;44,4;394;49,6
404,199;43,4;44,4;395;49,6
405,199;43,1;44,4;396;49,6
406,199;43;44,3;397;49,6
407,199;42,8;44,3;398;49,6
408,199;42,8;44,5;399;49,6
409,199;42,9;44,2;400;49,6
410,199;42,8;44,2;401;49,6
411,199;42,7;44,4;402;49,6
412,199;42,6;44,3;403;49,5
413,199;42,6;44,3;404;49,5
414,199;42,6;44,2;405;49,5
415,199;42,6;44,2;406;49,5
416,199;42,6;44,2;407;49,5
417,199;42,7;44,3;408;49,5
418,199;42,7;44,3;409;49,5
419,199;42,8;44,4;410;49,5
420,199;42,8;44,3;411;49,5
421,199;42,8;44,3;412;49,5
422,199;42,8;44,3;413;49,5
423,199;42,8;44,4;414;49,4
425,633;43;44,3;415;49,4
426,633;43;44,2;416;49,4
427,633;42,9;44,2;417;49,4
428,633;42,7;44,3;418;49,4
429,633;42,7;44,4;419;49,4
430,633;42,8;44,2;420;49,4
431,633;42,9;44,3;421;49,4
432,633;42,8;44,2;422;49,4
433,633;42,9;44,2;423;49,4
434,633;42,9;44,2;424;49,3
435,633;42,8;44,2;425;49,3
436,633;42,7;44,2;426;49,3
437,633;42,8;44,3;427;49,3
438,633;42,8;44,3;428;49,3
439,633;42,8;44,3;429;49,3
440,633;42,7;44,3;430;49,3
441,633;42,8;44,4;431;49,3
442,633;42,7;44,3;432;49,3
443,633;42,7;44,2;433;49,3
444,633;42,8;44,1;434;49,2
445,633;42,6;44;435;49,2
446,633;42,6;44;436;49,2
447,633;42,6;44;437;49,2
448,633;42,5;44,1;438;49,2
449,633;42,5;44,1;439;49,2
450,633;42,4;44,1;440;49,2
451,633;42,5;44,1;441;49,2
452,633;42,6;44,1;442;49,2
453,633;42,7;44,1;443;49,2
454,633;42,7;44;444;49,1
455,633;42,7;44,1;445;49,1
456,633;42,7;44,1;446;49,1
457,633;42,6;44;447;49,1
458,633;42,5;44;448;49,1
459,633;42,4;43,9;449;49,1
460,633;42,3;43,9;450;49,1
461,633;42,4;44;451;49,1
462,633;42,4;44;452;49,1
463,633;42,4;44;453;49
464,633;42,4;44;454;49
465,633;42,5;44;455;49
466,633;42,4;44;456;49
467,633;42,4;44;457;49
468,633;42,4;44;458;49
469,633;42,3;43,9;459;49
470,633;42,2;44;460;49
471,633;42,3;44;461;49
472,633;42,2;43,9;462;48,9
473,633;42,2;44;463;48,9
474,633;42,2;43,9;464;48,9
475,633;42;44;465;48,9
476,633;42;44,1;466;48,9
477,633;42,1;44;467;48,9
478,633;42;43,9;468;48,9
479,633;42,1;43,9;469;48,9
480,633;42;43,9;470;48,8
481,633;42,1;43,9;471;48,8
482,633;42;43,9;472;48,8
483,633;42;43,9;473;48,8
484,633;42,1;43,9;474;48,8
485,633;42,1;43,9;475;48,8
486,633;42;43,9;476;48,8
487,633;42,1;43,9;477;48,8
488,633;42,2;43,9;478;48,8
489,633;42,2;43,9;479;48,7
490,633;42,2;43,8;480;48,7
491,633;42,2;43,9;481;48,7
492,633;42;43,8;482;48,7
493,633;42,1;43,8;483;48,7
494,633;42,1;43,8;484;48,7
495,633;42,2;43,8;485;48,7
496,633;42,2;43,8;486;48,7
497,633;42,3;43,7;487;48,7
498,633;42,1;43,7;488;48,6
499,633;42,2;43,7;489;48,6
500,633;42,2;43,8;490;48,6
501,633;42,1;43,7;491;48,6
502,633;42,1;43,6;492;48,6
503,633;42,2;43,5;493;48,6
504,633;42,1;43,5;494;48,6
505,633;42,1;43,5;495;48,6
506,633;42,1;43,5;496;48,5
507,633;42,1;43,6;497;48,5
508,633;42;43,5;498;48,5
509,633;42,1;43,5;499;48,5
510,633;42;43,5;500;48,5
511,633;41,9;43,5;501;48,5
512,633;41,9;43,5;502;48,5
513,633;42;43,5;503;48,5
514,633;42;43,5;504;48,4
515,633;41,9;43,5;505;48,4
516,633;41,9;43,4;506;48,4
517,633;41,9;43,4;507;48,4
518,633;41,8;43,5;508;48,4
519,633;41,9;43,4;509;48,4
520,633;41,8;43,4;510;48,4
521,633;41,7;43,5;511;48,4
522,633;41,9;43,4;512;48,4
523,633;42;43,4;513;48,3
524,633;41,9;43,3;514;48,3
525,633;41,9;43,3;515;48,3
526,633;41,9;43,4;516;48,3
527,633;41,9;43,4;517;48,3
528,666;41,8;43,1;518;48,3
529,666;41,7;43;519;48,3
530,666;41,9;43,2;520;48,3
531,666;41,8;43,2;521;48,2
532,666;41,9;43,2;522;48,2
533,666;41,9;43,2;523;48,2
534,666;41,9;43,3;524;48,2
535,666;41,8;43,2;525;48,2
536,666;41,9;43,2;526;48,2
537,666;41,9;43,3;527;48,2
538,666;41,9;43,2;528;48,2
539,666;41,9;43,2;529;48,1
540,666;41,8;43,1;530;48,1
541,666;41,8;43,1;531;48,1
542,666;41,9;43,1;532;48,1
543,666;41,9;43,1;533;48,1
544,666;41,9;43,1;534;48,1
545,666;41,9;43,1;535;48,1
546,666;41,7;43,1;536;48,1
547,666;41,8;43,1;537;48
548,666;41,8;43,1;538;48
549,666;41,9;42,9;539;48
550,666;41,7;42,9;540;48
551,666;41,7;43;541;48
552,666;41,7;43;542;48
553,666;41,8;42,9;543;48
554,666;41,7;43;544;48
555,666;41,7;43;545;47,9
558,966;41,7;43;546;47,9
559,966;41,8;43;547;47,9
560,966;41,6;42,9;548;47,9
561,966;41,7;43;549;47,9
562,966;41,7;42,9;550;47,9
563,966;41,7;42,9;551;47,9
564,966;41,7;42,9;552;47,9
565,966;41,7;42,9;553;47,8
566,966;41,6;42,9;554;47,8
567,966;41,7;42,9;555;47,8
568,966;41,6;42,9;556;47,8
569,966;41,6;42,9;557;47,8
570,966;41,7;42,9;558;47,8
571,966;41,7;42,9;559;47,8
572,966;41,7;42,9;560;47,7
573,966;41,7;42,8;561;47,7
574,966;41,6;42,9;562;47,7
575,966;41,7;42,8;563;47,7
576,966;41,6;42,8;564;47,7
577,966;41,5;42,8;565;47,7
578,966;41,7;42,8;566;47,7
579,966;41,6;42,8;567;47,6
580,966;41,7;42,8;568;47,6
581,966;41,5;42,8;569;47,6
582,966;41,6;42,8;570;47,6
583,966;41,5;42,7;571;47,6
584,966;41,6;42,8;572;47,6
585,966;41,5;42,8;573;47,6
586,966;41,5;42,8;574;47,6
587,966;41,4;42,8;575;47,5
588,966;41,3;42,8;576;47,5
589,966;41,3;42,8;577;47,5
590,966;41,3;42,8;578;47,5
591,966;41,3;42,9;579;47,5
592,966;41,4;42,8;580;47,5
593,966;41,4;42,8;581;47,5
594,966;41,4;42,8;582;47,4
;;;583;47,4
;;;584;47,4
;;;585;47,4
;;;586;47,4
;;;587;47,4
;;;588;47,4
;;;589;47,4
;;;590;47,3
;;;591;47,3
;;;592;47,3
;;;593;47,3
;;;594;47,3
;;;595;47,3
;;;596;47,3
;;;597;47,2
;;;598;47,2
;;;599;47,2
;;;600;47,2
;;;601;47,2
;;;602;47,2
;;;603;47,2
;;;604;47,1
;;;605;47,1
;;;606;47,1
;;;607;47,1
;;;608;47,1
;;;609;47,1
;;;610;47,1
;;;611;47,1
;;;612;47
;;;613;47
;;;614;47
;;;615;47
;;;616;47
;;;617;47
;;;618;47
;;;619;47
;;;620;46,9
;;;621;46,9
;;;622;46,9
;;;623;46,9
;;;624;46,9
;;;625;46,9
;;;626;46,9
;;;627;46,8
;;;628;46,8
;;;629;46,8
;;;630;46,8
;;;631;46,8
;;;632;46,8
;;;633;46,8
;;;634;46,8
;;;635;46,7
;;;636;46,7
;;;637;46,7
;;;638;46,7
;;;639;46,7
;;;640;46,7
;;;641;46,7
;;;642;46,6
;;;643;46,6
;;;644;46,6
;;;645;46,6
;;;646;46,6
;;;647;46,6
;;;648;46,6
;;;649;46,6
;;;650;46,5
;;;651;46,5
;;;652;46,5
;;;653;46,5
;;;654;46,5
;;;655;46,5
;;;656;46,4
;;;657;46,4
;;;658;46,4
;;;659;46,4
;;;660;46,4
;;;661;46,4
;;;662;46,4
;;;663;46,3
;;;664;46,3
;;;665;46,3
;;;666;46,3
;;;667;46,3
;;;668;46,3
;;;669;46,3
;;;670;46,3
;;;671;46,2
;;;672;46,2
;;;673;46,2
;;;674;46,2
;;;675;46,2
;;;676;46,2
;;;677;46,2
;;;678;46,1
;;;679;46,1
;;;680;46,1
;;;681;46,1
;;;682;46,1
;;;683;46,1
;;;684;46,1
;;;685;46,1
;;;686;46
;;;687;46
;;;688;46
;;;689;46
;;;690;46
;;;691;46
;;;692;46
;;;693;46
;;;694;45,9
;;;695;45,9
;;;696;45,9
;;;697;45,9
;;;698;45,9
;;;699;45,9
;;;700;45,9
;;;701;45,9
;;;702;45,8
;;;703;45,8
;;;704;45,8
;;;705;45,8
;;;706;45,8
;;;707;45,8
;;;708;45,8
;;;709;45,7
;;;710;45,7
;;;711;45,7
;;;712;45,7
;;;713;45,7
;;;714;45,7
;;;715;45,7
;;;716;45,7
;;;717;45,6
;;;718;45,6
;;;719;45,6
;;;720;45,6
;;;721;45,6
;;;722;45,6
;;;723;45,6
;;;724;45,5
;;;725;45,5
;;;726;45,5
;;;727;45,5
;;;728;45,5
;;;729;45,5
;;;730;45,5
;;;731;45,5
;;;732;45,4
;;;733;45,4
;;;734;45,4
;;;735;45,4
;;;736;45,4
;;;737;45,4
;;;738;45,4
;;;739;45,4
;;;740;45,4
;;;741;45,4
;;;742;45,3
;;;743;45,3
;;;744;45,3
;;;745;45,3
;;;746;45,3
;;;747;45,3
;;;748;45,3
;;;749;45,2
;;;750;45,2
;;;751;45,2
;;;752;45,2
;;;753;45,2
;;;754;45,2
;;;755;45,2
;;;756;45,2
;;;757;45,1
;;;758;45,1
;;;759;45,1
;;;760;45,1
;;;761;45,1
;;;762;45,1
;;;763;45,1
;;;764;45,1
;;;765;45
;;;766;45
;;;767;45
;;;768;45
;;;769;45
;;;770;45
;;;771;45
;;;772;45
;;;773;45
;;;774;44,9
;;;775;44,9
;;;776;44,9
;;;777;44,9
;;;778;44,9
;;;779;44,9
;;;780;44,9
;;;781;44,9
;;;782;44,8
;;;783;44,8
;;;784;44,8
;;;785;44,8
;;;786;44,8
;;;787;44,8
;;;788;44,8
;;;789;44,8
;;;790;44,7
;;;791;44,7
;;;792;44,7
;;;793;44,7
;;;794;44,7
;;;795;44,7
;;;796;44,7
;;;797;44,7
;;;798;44,7
;;;799;44,6
;;;800;44,6
;;;801;44,6
;;;802;44,6
;;;803;44,6
;;;804;44,6
;;;805;44,6
;;;806;44,6
;;;807;44,5
;;;808;44,5
;;;809;44,5
;;;810;44,5
;;;811;44,5
;;;812;44,5
;;;813;44,5
;;;814;44,5
;;;815;44,5
;;;816;44,4
;;;817;44,4
;;;818;44,4
;;;819;44,4
;;;820;44,4
;;;821;44,4
;;;822;44,4
;;;823;44,4
;;;824;44,4
;;;825;44,4
;;;826;44,3
;;;827;44,3
;;;828;44,3
;;;829;44,3
;;;830;44,3
;;;831;44,3
;;;832;44,3
;;;833;44,2
;;;834;44,2
;;;835;44,2
;;;836;44,2
;;;837;44,2
;;;838;44,2
;;;839;44,2
;;;840;44,2
;;;841;44,1
;;;842;44,1
;;;843;44,1
;;;844;44,1
;;;845;44,1
;;;846;44,1
;;;847;44,1
;;;848;44,1
;;;849;44,1
;;;850;44,1
;;;851;44,1
;;;852;44
;;;853;44
;;;854;44
;;;855;44
;;;856;44
;;;857;44
;;;858;44
;;;859;44
;;;860;44
;;;861;43,9
;;;862;43,9
;;;863;43,9
;;;864;43,9
;;;865;43,9
;;;866;43,9
;;;867;43,9
;;;868;43,9
;;;869;43,8
;;;870;43,8
;;;871;43,8
;;;872;43,8
;;;873;43,8
;;;874;43,8
;;;875;43,8
;;;876;43,8
;;;877;43,8
;;;878;43,7
;;;879;43,7
;;;880;43,7
;;;881;43,7
;;;882;43,7
;;;883;43,7
;;;884;43,7
;;;885;43,7
;;;886;43,6
;;;887;43,6
;;;888;43,6
;;;889;43,6
;;;890;43,6
;;;891;43,6
;;;892;43,6
;;;893;43,6
;;;894;43,6
;;;895;43,6
;;;896;43,6
;;;897;43,6
;;;898;43,5
;;;899;43,5
;;;900;43,5
;;;901;43,5
;;;902;43,5
;;;903;43,5
;;;904;43,5
;;;905;43,5
;;;906;43,5
;;;907;43,4
;;;908;43,4
;;;909;43,4
;;;910;43,4
;;;911;43,4
;;;912;43,4
;;;913;43,4
;;;914;43,4
;;;915;43,4
;;;916;43,4
;;;917;43,4
;;;918;43,3
;;;919;43,3
;;;920;43,3
;;;921;43,3
;;;922;43,3
;;;923;43,3
;;;924;43,3
;;;925;43,3
;;;926;43,3
;;;927;43,3
;;;928;43,2
;;;929;43,2
;;;930;43,2
;;;931;43,2
;;;932;43,2
;;;933;43,2
;;;934;43,2
;;;935;43,2
;;;936;43,2
;;;937;43,2
;;;938;43,1
;;;939;43,1
;;;940;43,1
;;;941;43,1
;;;942;43,1
;;;943;43,1
;;;944;43,1
;;;945;43,1
;;;946;43,1
;;;947;43
;;;948;43
;;;949;43
;;;950;43
;;;951;43
;;;952;43
;;;953;43
;;;954;43
;;;955;43
;;;956;43
;;;957;43
;;;958;42,9
;;;959;42,9
;;;960;42,9
;;;961;42,9
;;;962;42,9
;;;963;42,9
;;;964;42,9
;;;965;42,9
;;;966;42,9
;;;967;42,9
;;;968;42,8
;;;969;42,8
;;;970;42,8
;;;971;42,8
;;;972;42,8
;;;973;42,8
;;;974;42,8
;;;975;42,8
;;;976;42,8
;;;977;42,8
;;;978;42,8
;;;979;42,8
;;;980;42,7
;;;981;42,7
;;;982;42,7
;;;983;42,7
;;;984;42,7
;;;985;42,7
;;;986;42,7
;;;987;42,7
;;;988;42,7
;;;989;42,7
;;;990;42,6
;;;991;42,6
;;;992;42,6
;;;993;42,6
;;;994;42,6
;;;995;42,6
;;;996;42,6
;;;997;42,6
;;;998;42,6
;;;999;42,6
;;;1000;42,5
;;;1001;42,5
;;;1002;42,5
;;;1003;42,5
;;;1004;42,5
;;;1005;42,5
;;;1006;42,5
;;;1007;42,5
;;;1008;42,5
;;;1009;42,5
;;;1010;42,5
;;;1011;42,5
;;;1012;42,4
;;;1013;42,4
;;;1014;42,4
;;;1015;42,4
;;;1016;42,4
;;;1017;42,4
;;;1018;42,4
;;;1019;42,4
;;;1020;42,4
;;;1021;42,4
;;;1022;42,4
