densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;HECHO;0.00143;23;no;2.5e-05;15;25cc54C;sin datos flir;3;2;54;2016-06-06 00:00:00
