;perfil: distancia;perfil: espesor
0;-0,05;0,018000000000000002
1;0,0;0,025
2;0,05;0,027000000000000003
3;0,1;0,0275
4;0,15;0,026000000000000002
5;0,2;0,0235
6;0,23;0,018000000000000002
7;0,235;0,0
