densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;hay fotos;0.00143;22.3;no;5,00E-06;10.2;5cc55C;nan;26;1;55.1;28/09/2016 0:00;24,4;56;36;3500
