frame;frente
0;33,875
1;40
2;41,875
3;40,625
4;47,75
5;51,375
6;51,5
7;51,5
8;51,75
9;51,5
10;51,625
11;51,5
12;51,875
13;51,5
14;51,5
15;50,5
16;50,625
17;51,5
18;51,5
19;51,5
20;51,5
21;50,5
22;50,875
23;50,375
24;50,75
25;49,625
26;49,5
27;50
28;49,5
29;49,5
30;50,25
31;49,25
32;49,5
33;49,625
34;50
35;49,5
36;49
37;49,25
38;49
39;48,5
40;49
41;49
42;48,5
43;49
44;48,5
45;48,5
46;48,5
47;47,75
48;48
49;47,875
50;47,5
51;47,125
52;47
53;47
54;46,5
55;46,375
56;46
57;46
58;45,5
59;45,5
60;45,5
61;45
62;45,125
63;45,375
64;44,875
65;45
66;44,875
67;44,5
68;44,625
69;44,625
70;44,5
71;44,5
72;44,5
73;44,125
74;44,5
75;44,5
76;43,875
77;44,25
78;44,25
79;44,125
80;43,5
81;44
82;44
83;44
84;43,5
85;44
86;44
87;44
88;43,5
89;43,625
90;43,875
91;43,875
92;44
93;43,5
94;43,5
95;43,875
96;43,875
97;43,5
98;44
99;44
100;43,5
101;43,5
102;43,5
103;43,5
104;43,5
105;43,25
106;43,5
107;43,5
108;43,5
109;43,625
110;43,5
111;43,5
112;43,5
113;43,25
114;43,25
115;43,125
116;42,75
117;43,5
118;43,5
119;43,5
120;43,75
121;43,375
122;43,5
123;43,5
124;43,5
125;43,5
126;43,625
127;43,5
128;43,5
129;43,375
130;43,5
131;43,375
132;43
133;43
134;43
135;43
136;42,75
137;43
138;43
139;43
140;43
141;43
142;43
143;43
144;42,5
145;43,25
146;43
147;43
148;43,25
149;43
150;43
151;43,125
152;43
153;43
154;43
155;43
156;42,625
157;43
158;42,5
159;43
160;42,5
161;43
162;42,5
163;43
164;42,5
165;43
166;42,5
167;42,875
168;42,75
169;42,5
170;43
171;42,5
172;43
173;42,5
174;42,5
175;43
176;42,5
177;42,5
178;42,75
179;42,75
180;42,5
181;42,5
182;42,625
183;42,5
184;42,5
185;42,25
186;42,5
187;42,5
188;42,5
189;42
190;42
191;42,125
192;42
193;42
194;42
195;42
196;41,875
197;42
198;42
199;42
200;41,375
201;41,75
202;41,625
203;41,75
204;41,5
205;41,5
206;41,625
207;41,75
208;41,375
209;41,5
210;41,5
211;41,875
212;41,875
213;41,5
214;41,5
215;41,5
216;41,75
217;41,75
218;41,5
219;41,5
220;41,5
221;41,5
222;41,75
223;41,5
224;41,5
225;41,5
226;41,5
227;41,5
228;41,125
229;41,5
230;41,5
231;41,5
232;41,5
233;41,5
234;40,75
235;41
236;41,125
237;41,5
238;41,375
239;41,5
240;40,5
241;40,5
242;41
243;41
244;41
245;41
246;40,875
247;40,5
248;40,5
249;40,5
250;40,5
251;40,5
252;41
253;41
254;40,5
255;40,5
256;40,5
257;40,5
258;40,5
259;40,5
260;40,5
261;40,625
262;40,125
263;40,5
264;40,5
265;40,5
266;40,5
267;40,5
268;40,5
269;40,5
270;39,5
271;27,875
272;39,875
273;40
274;40
275;40
276;40
277;40
278;40
279;39,5
280;39,5
281;39,5
282;39,5
283;39,5
284;39,5
285;39,5
286;39,875
287;39,875
288;40
289;39,5
290;39,5
291;39,5
292;39,5
293;39,5
294;39,5
295;39,5
296;39,5
297;39,5
298;39,5
299;39
300;38,5
301;39
302;39
303;39
304;39
305;39
306;39
307;39
308;39,375
309;39,5
310;38,75
311;38,5
312;38,5
313;38,5
314;38,5
315;38,5
316;38,5
317;38,5
318;38,5
319;38,625
320;38,5
321;38,625
322;38,75
323;38,25
324;38,5
325;38,25
326;38,5
327;38,5
328;38,5
329;38,5
330;38,5
331;38,5
332;38,5
333;38,5
334;38,5
335;38,5
336;37,5
337;37,5
338;37,5
339;37,5
340;37,5
341;37,5
342;37,5
343;37,625
344;37,5
345;38
346;38
347;38
348;38
349;38
350;38
351;37,5
352;37,5
353;37,5
354;37,5
355;37,5
356;37,5
357;37,5
358;37,5
359;37,5
360;37,5
361;37,5
362;37,5
363;37,5
364;37,5
365;37,5
366;37,5
367;36,75
368;36,5
369;36,5
370;36,5
371;36,5
372;36,625
373;36,625
374;36,75
375;36,75
376;36,75
377;36,625
378;36,75
379;37
380;36,875
381;36,875
382;37
383;37
384;36,875
385;36,5
386;36,5
387;36,5
388;27,5
389;36,5
390;36,5
391;36,5
392;36,5
393;36,5
394;36,5
395;36,5
396;36,5
397;36,5
398;36,5
399;36,5
400;36,5
401;36,5
402;35,75
403;35,5
404;35,5
405;35,5
406;35,5
407;35,5
408;35,5
409;35,625
410;35,625
411;35,5
412;35,75
413;35,75
414;36
415;35,75
416;36
417;36
418;36
419;36
420;36
421;36
422;36
423;35,875
424;35,5
425;35,5
426;35,5
427;35,5
428;35,5
429;35,5
430;35,5
431;35,375
432;35,5
433;35,5
434;35,5
435;35,5
436;35,5
437;35,5
438;35,5
439;35,5
440;35,5
441;35,5
442;35,5
443;35,5
444;35,5
445;35,5
446;35,25
447;35
448;34,5
449;34,5
450;34,5
451;34,5
452;34,5
453;34,5
454;34,5
455;34,5
456;34,5
457;34,5
458;34,5
459;34,5
460;34,5
461;34,5
462;34,5
463;34,625
464;34,5
465;34,625
466;34,875
467;34,625
468;34,875
469;34,5
470;35
471;34,875
472;34,75
473;34,5
474;34,5
475;34,5
476;34,375
477;34,375
478;34,5
479;34,5
480;34,5
481;34,5
482;34,5
483;34,5
484;34,5
485;34,5
486;34,5
487;34,5
488;34,5
489;34,5
490;34,5
491;34,5
492;34,5
493;34,5
494;34,5
495;34,5
496;34,5
497;34,5
498;34,5
499;34,5
500;34,5
501;34,5
502;34,5
503;34,25
504;33,5
505;33,5
506;33,5
507;33,5
508;33,5
509;33,5
510;33,5
511;33,5
512;32,625
513;33,5
514;33,5
515;33,5
516;33,5
517;33,5
518;33,5
519;33,5
520;33,5
521;33,5
522;33,5
523;33,5
524;33,5
525;33,5
526;33,5
527;33,5
528;33,5
529;33,5
530;33,5
531;33,5
532;33,5
533;33,5
534;33,25
535;33,125
536;32,875
537;32,625
538;32,75
539;32,875
540;32,75
541;32,875
542;32,875
543;33
544;32,75
545;32,75
546;33
547;33
548;33
549;33
550;32,75
551;33
552;33
553;33
554;33
555;33
556;33
557;33
558;33
559;33
560;33
561;33
562;33
563;33
564;33
565;33
566;33
567;33
568;33
569;33
570;32,875
571;32,75
572;32,5
573;32,5
574;32,5
575;32,5
576;32,5
577;32,5
578;32,5
579;32,5
580;32,5
581;32,5
582;32,5
583;32,5
584;32,5
585;32,5
586;32,5
587;32,5
588;32,5
589;32,5
590;32,5
591;32,5
592;32,5
593;32,5
594;32,5
595;32,5
596;32,5
597;32,5
598;32,5
599;32,5
600;32,5
601;32,5
602;32,5
603;32,5
604;32,5
605;32,5
606;32,5
607;32,5
608;32,5
609;32,5
610;32,25
611;32,25
612;31,5
613;31,5
614;31,5
615;31,5
616;31,5
617;31,5
618;31,5
619;31,5
620;31,5
621;31,5
622;31,5
623;31,5
624;31,5
625;31,5
626;31,5
627;31,5
628;31,5
629;31,5
630;31,5
631;31,5
632;31,625
633;31,5
634;31,625
635;31,5
636;31,5
637;31,625
638;31,625
639;31,5
640;31,5
641;31,5
642;31,625
643;31,5
644;31,625
645;31,5
646;31,5
647;26,75
648;31,875
649;31,875
650;31,875
651;31,5
652;31,625
653;31,5
654;31,625
655;31,25
656;31
657;31,125
658;31,125
659;31,125
660;31,125
661;31,125
662;31,25
663;31
664;31
665;31
666;31,125
667;31
668;31
669;31,125
670;31
671;31
672;31
673;31
674;31
675;31
676;31
677;31,125
678;31,125
679;31
680;31
681;31
682;31
683;31,125
684;31
685;31
686;31
687;31
688;31
689;31
690;31
691;31
692;31
693;31
694;31
695;31
696;31
697;31
698;31
699;31
700;31
701;31
702;31
703;31
704;31
705;31
706;31
707;31
708;31
709;30,5
710;30,625
711;30,625
712;30,5
713;30,625
714;30,5
715;30,5
716;30,5
717;30,5
718;30,5
719;30,5
720;30,5
721;30,5
722;30,5
723;30,5
724;30,5
725;30,5
726;30,5
727;30,5
728;30,5
729;30,5
730;30,5
731;30,5
732;30,5
733;30,5
734;30,5
735;30,5
736;30,5
737;30,5
738;30,5
739;30,5
740;30,5
741;30,5
742;30,5
743;30,5
744;30,5
745;30,5
746;30,5
747;30,5
748;30,5
749;30,5
750;30,5
751;30,5
752;30,5
753;30,5
754;30,5
755;30,5
756;30,5
757;30,5
758;30,5
759;30,5
760;30,5
761;30,5
762;30,5
763;30,5
764;30,5
765;30,5
766;30,125
767;30,25
768;30
769;30
770;30,125
771;30
772;30
773;30
774;30
775;30
776;30
777;30
778;30
779;30
780;30
781;30
782;30
783;30
784;30
785;30
786;30
787;30
788;30
789;30
790;30
791;32,125
792;30
793;30
794;30
795;30
796;30
797;30
798;30
799;30
800;30
801;30
802;30
803;30
804;30
805;30
806;30
807;30
808;30
809;30
810;30
811;30
812;30
813;30
814;30
815;30
816;30
817;30
818;30
819;30
820;30
821;29,875
822;30
823;30
824;29,875
825;29,625
826;29,875
827;29,75
828;29,625
829;29,625
830;29,625
831;29,5
832;29,5
833;29,5
834;29,5
835;29,5
836;29,5
837;29,5
838;29,5
839;29,5
840;29,5
841;29,5
842;29,5
843;29,5
844;29,5
845;29,5
846;29,5
847;29,5
848;29,5
849;29,5
850;29,5
851;29,5
852;29,5
853;29,5
854;29,5
855;29,5
856;29,5
857;29,5
858;29,5
859;29,5
860;29,5
861;29,5
862;29,5
863;29,5
864;29,5
865;29,5
866;29,5
867;29,5
868;29,5
869;29,5
870;29,5
871;29,5
872;29,5
873;29,5
874;29,5
875;29,5
876;29,5
877;29,5
878;29,5
879;29,5
880;29,5
881;29,5
