;perfil: distancia;perfil: espesor
0;-0,05;0,012
1;0,0;0,005
2;0,05;0,02
3;0,1;0,0215
4;0,15;0,022000000000000002
5;0,2;0,023
6;0,25;0,026000000000000002
7;0,28;0,015
8;0,285;0,0
