densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;25;no;5e-06;10.1;5cc57C;nan;20;1;56.9;22/07/2016 0:00;29;49;23;1360
