densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;23;no;1e-05;15;10cc60C;sin datos flir;4;1;60;2016-06-07 00:00:00
