FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;1302;0,15437788;0,034562212;0,023041475;0,023041475;0,039938556;0,096006144;0,350998464;0,278033794;0
1;2419;0,119057462;0,023563456;0,015708971;0,019429516;0,023563456;0,051260852;0,544439851;0,202976437;0
2;3416;0,102751756;0,017564403;0,017271663;0,013466042;0,020784543;0,043618267;0,395491803;0,344262295;0,044789227
3;4273;0,096887433;0,02059443;0,014509712;0,010531243;0,02059443;0,045401357;0,296512989;0,345190733;0,149777674
4;4736;0,100295608;0,016891892;0,015836149;0,011402027;0,01879223;0,049408784;0,272804054;0,406461149;0,108108108
5;5019;0,101613867;0,019525802;0,013747759;0,01175533;0,022713688;0,052998605;0,275552899;0,428571429;0,073520622
6;5184;0,096257716;0,021026235;0,012152778;0,013117284;0,024305556;0,066743827;0,294367284;0,430941358;0,041087963
7;5332;0,096586647;0,020442611;0,014066017;0,013315829;0,024193548;0,07951988;0,316391598;0,420667667;0,014816204
8;5433;0,095527333;0,020614762;0,013620468;0,012884226;0,026320633;0,092030186;0,334437696;0,402355973;0,002208724
9;5506;0,092807846;0,020704686;0,012895024;0,014347984;0,027424628;0,100072648;0,351071558;0,380675627;0
10;5607;0,096486535;0,01890494;0,015873016;0,012662743;0,029070804;0,109505975;0,361690744;0,355805243;0
11;6012;0,082335329;0,012807718;0,012974052;0,01497006;0,027112442;0,098636061;0,319693945;0,431470393;0
12;7259;0,071635211;0,014740322;0,011020802;0,011571842;0,020939523;0,056894889;0,285714286;0,398126464;0,129356661
13;8715;0,067584624;0,011589214;0,010671256;0,010327022;0,016179002;0,035800344;0,248537005;0,356741251;0,242570281
14;10270;0,061927945;0,012268744;0,009055501;0,009639727;0,014216164;0,031450828;0,205452775;0,367575463;0,288412853
15;11843;0,059951026;0,011483577;0,007937178;0,008190492;0,01528329;0,026766867;0,178164316;0,416955163;0,275268091
16;13409;0,054217317;0,010664479;0,008278022;0,007830562;0,013274666;0,025654411;0,1647401;0,439331792;0,276008651
17;15031;0,051892755;0,01124343;0,007517797;0,007451267;0,013771539;0,023950502;0,159736544;0,439757834;0,284678331
18;16561;0,049272387;0,009842401;0,006944025;0,00875551;0,012559628;0,023730451;0,154338506;0,471891794;0,262665298
19;18151;0,046939563;0,008539474;0,00765798;0,00782326;0,012285824;0,02231282;0,151066057;0,499311333;0,244063688
20;19731;0,046120318;0,009578835;0,006892707;0,007399524;0,01094724;0,021387664;0,151183417;0,524707313;0,221782981
21;21247;0,044806326;0,009224832;0,007483409;0,006259707;0,011060385;0,019720431;0,158469431;0,548736292;0,194239187
22;22740;0,043183817;0,008970976;0,006552331;0,006156552;0,011081794;0,020756376;0,169217238;0,556288478;0,177792436
23;24242;0,041333223;0,008538899;0,006476363;0,005981355;0,010683937;0,023677914;0,180183153;0,557214751;0,165910403
24;25774;0,040234345;0,009272911;0,005470629;0,006246605;0,010708466;0,024520835;0,185652208;0,603282378;0,114611624
25;27298;0,039013847;0,007876035;0,006044399;0,005751337;0,010623489;0,028756685;0,192175251;0,646750678;0,063008279
26;28822;0,038720422;0,007737145;0,005967664;0,006314621;0,010027063;0,035354937;0,188016099;0,665290403;0,042571647
27;30311;0,038467883;0,006994161;0,005905447;0,005773482;0,010326284;0,0384019;0,186499951;0,694005477;0,013625417
28;31727;0,035900022;0,008005799;0,005610363;0,005610363;0,011000095;0,043275444;0,191477291;0,69861632;0,000504302
29;33165;0,035308307;0,007296849;0,005909845;0,005789236;0,010643751;0,045891753;0,199969848;0,688346148;0,000844264
30;34539;0,03491705;0,007238195;0,0052115;0,006311706;0,010423;0,05159385;0,206549118;0,674657633;0,003097947
31;35962;0,034619877;0,007285468;0,005505812;0,005895112;0,010483288;0,053723375;0,20974918;0,67273789;0
32;37312;0,033903302;0,007182676;0,00573542;0,005413808;0,010586407;0,055665738;0,219393225;0,661154588;0,000964837
33;38647;0,033430797;0,007426191;0,004968044;0,005899552;0,010531218;0,055321241;0,215256035;0,665071028;0,002095894
34;39988;0,033009903;0,007227168;0,005601681;0,005151545;0,010953286;0,05696709;0,22426728;0,653220966;0,00360108
35;41230;0,032161048;0,006742663;0,005166141;0,00533592;0,011181179;0,058137279;0,240795537;0,638394373;0,00208586
36;42511;0,031544777;0,00672767;0,005410364;0,004963421;0,011549952;0,061913387;0,254240079;0,623250453;0,000399896
37;43847;0,032636212;0,006203389;0,005040254;0,005633225;0,01106119;0,069331995;0,256642416;0,613223254;0,000228066
38;45114;0,030877333;0,006494658;0,004898701;0,005497185;0,011748016;0,066054883;0,275989715;0,590082901;0,008356608
39;46377;0,03012269;0,00616685;0,004851543;0,005670914;0,012118076;0,070120965;0,279664489;0,583457317;0,007827156
40;47615;0,029381497;0,006258532;0,005040428;0,005082432;0,012433057;0,073191221;0,292743883;0,565662081;0,010206868
41;48774;0,028785829;0,005945791;0,005207693;0,00496166;0,013142248;0,076044614;0,340365769;0,515213023;0,010333374
42;49826;0,02809778;0,006261791;0,004816762;0,005238229;0,013707703;0,082647614;0,388251114;0,463533095;0,007445912
43;50851;0,028927651;0,006056911;0,005112977;0,005014651;0,012703782;0,08650764;0,42956874;0,421899274;0,004208373
