tf;av;max;tc;cp
76;61,2;61,9;64;64,5
77,066;60,7;61,4;65;64,7
78,133;60,7;61,8;66;65
79,2;61,1;61,6;67;65,7
80,266;61;61,5;68;65,7
81,333;61;61,7;69;65,9
82,4;61,1;61,6;70;64,6
83,466;61,3;61,6;71;64,9
84,533;61,1;61,5;72;65,3
85,6;60,7;61,6;73;65,4
86,666;60,8;61,3;74;65,6
87,733;60,5;61;75;65,8
88,8;60,2;60,6;76;65,3
89,866;60;60,8;77;64,9
90,933;59,9;60,7;78;64,5
92;59,3;60,4;79;66
93,066;59,1;60,4;80;65,6
94,133;59;60,4;81;64,8
95,2;58,9;60,3;82;64,8
96,266;49,2;73,4;83;64,1
97,333;58,8;59,2;84;64,3
98,4;57,9;59;85;63,6
99,466;56,7;59;86;63
100,533;55,5;58,9;87;62,8
101,6;54,5;58,9;88;61,6
102,666;53,9;59;89;59,5
103,733;54;58,7;90;60,5
104,8;54,1;58,5;91;59,9
105,866;54,2;58,5;92;59,2
106,933;54,1;58,5;93;58,7
108;54,4;58,5;94;57,8
109,066;54,7;58,4;95;57,6
110,133;55;58,4;96;58,2
111,2;55,1;58,3;97;59,1
112,266;55,5;58,3;98;60,5
113,333;55,2;58,2;99;60,3
114,4;55,1;58,1;100;59,5
115,466;55,4;58;101;60,2
116,533;49,1;73,5;102;60
117,6;55,5;57,8;103;60,3
118,666;55,3;57,8;104;60,2
119,733;54,7;57,9;105;60,4
120,8;54,8;57,8;106;60,2
121,866;55,4;57,2;107;60,2
122,933;55,4;57,2;108;60,4
124;55,3;57,2;109;60,8
125,066;55,3;57;110;60,6
126,133;55,2;56,9;111;60,3
127,2;55,1;57;112;60,1
128,266;54,9;57;113;60,5
129,333;55,1;57;114;60,6
130,4;54,8;56,8;115;60,4
131,466;54,6;56,7;116;60
132,533;54,7;56,8;117;60,2
133,6;54,5;56,8;118;59,8
134,666;54,1;56,8;119;60,1
135,733;53,8;56,8;120;60,1
136,8;53,7;56,8;121;59,6
137,866;53,4;56,7;122;59,6
138,933;53,2;56,7;123;59,1
140;53;56,7;124;59,6
141,066;52,8;56,6;125;59,9
142,133;53;56,5;126;59,6
143,2;53;56,6;127;59,5
144,266;52,7;56,5;128;59,5
145,333;52,6;56,4;129;58,9
146,4;52,5;56,4;130;58,6
147,466;52,4;56,3;131;58,1
148,533;49,3;73,5;132;57,8
157,6;51,2;56;133;57,4
158,666;51,2;55,9;134;56,6
159,733;51,1;56;135;56,3
160,8;50,7;56;136;56,3
161,866;50,8;55,9;137;56,5
162,933;50,6;55,8;138;57,2
164;50,7;55,8;139;57
165,066;50,7;55,6;140;57,1
166,133;50,5;55,5;141;57,6
167,2;50,3;55,5;142;57,5
168,266;50,3;55,5;143;57,5
169,333;50,4;55,5;144;57,5
170,4;50,4;55,6;145;57,4
171,466;50,5;55,6;146;57
172,533;50,4;55,5;147;57,2
173,6;50,5;55,5;148;57,3
174,666;50,5;55,4;149;57,4
175,733;50,3;55,5;150;57,4
176,8;50,1;55,3;151;57,4
177,866;50;55,3;152;57,5
178,933;49,8;55,3;153;57,5
180;50;55,3;154;57,5
181,066;49,8;55,3;155;57,5
182,133;49,7;55,3;156;57,5
183,2;49,6;55,2;157;57,5
184,266;27,2;27,6;158;57,6
185,333;48,1;53,7;159;57,6
186,4;49,7;55,1;160;57,6
187,466;49,2;55,1;161;57,6
188,533;49,2;54,9;162;57,6
189,6;49,2;55;163;57,6
190,666;49,2;54,9;164;57,6
191,733;49,2;55;165;57,6
192,8;49;55;166;57,6
193,866;49;55;167;57,6
194,933;48,9;54,9;168;57,6
196;48,9;55;169;57,6
197,066;48,9;54,9;170;57,6
198,133;48,9;54,9;171;57,6
199,2;48,9;54,9;172;57,6
200,266;48,8;54,8;173;57,6
201,333;48,8;54,8;174;57,6
202,4;49;54,7;175;57,5
203,466;49,1;54,7;176;57,5
204,533;49;54,7;177;57,4
205,6;49;54,7;178;57,4
206,666;49;54,7;179;57,3
207,733;49,3;54,7;180;57,3
208,8;48,8;54,6;181;57,2
209,866;48,7;54,7;182;57,2
210,933;48,6;54,6;183;57,2
212;48,6;54,7;184;57,1
213,066;48,5;54,6;185;57,1
214,133;48,5;54,5;186;57,1
215,2;48,5;54,6;187;57,1
216,266;48,4;54,6;188;57,1
217,333;48,3;54,5;189;57
218,4;48,3;54,5;190;57
219,466;48,2;54,5;191;57
220,533;48,4;54,5;192;57
221,6;48,4;54,5;193;57
222,666;48,4;54,5;194;57
223,733;48,4;54,4;195;57
224,8;48,4;54,4;196;57
225,866;49,7;73,8;197;57
226,933;48,3;54,4;198;57
228;48,2;54,4;199;56,9
229,066;48,2;54,4;200;56,9
230,133;48,2;54,3;201;56,9
231,2;48;54,3;202;56,9
232,266;48,1;54,3;203;56,9
233,333;48;54,3;204;56,9
234,4;48,1;54,3;205;56,9
235,466;47,9;54,3;206;56,9
236,533;47,8;54,3;207;56,9
237,6;48;54,1;208;56,9
238,666;48;54,2;209;56,9
239,733;48;54;210;56,9
240,8;47,9;54,2;211;56,9
241,866;47,9;54;212;56,9
242,933;48;53,9;213;56,9
244;47,9;54;214;56,9
245,066;48;54;215;56,9
246,133;47,9;54;216;56,9
247,2;47,9;54;217;56,9
248,266;47,9;54;218;56,9
249,333;48;53,9;219;56,9
250,4;47,9;54;220;56,8
251,466;48;54;221;56,8
252,533;48,1;53,9;222;56,8
253,6;48,1;53,9;223;56,8
254,666;48;53,8;224;56,8
255,733;47,8;53,8;225;56,8
256,8;48;53,9;226;56,8
257,866;47,9;53,8;227;56,8
258,933;48;53,8;228;56,8
260;47,9;53,8;229;56,8
261,066;47,7;53,7;230;56,8
262,133;47,8;53,7;231;56,8
263,2;47,7;53,7;232;56,8
264,266;47,7;53,7;233;56,8
265,333;47,8;53,7;234;56,8
266,4;47,8;53,6;235;56,8
267,466;47,7;53,7;236;56,8
268,533;47,6;53,6;237;56,8
269,6;51;74,9;238;56,8
270,666;45,9;51,8;239;56,8
271,733;47,6;53,6;240;56,8
272,8;47,7;53,6;241;56,8
273,866;47,4;53,4;242;56,8
274,933;47,4;53,5;243;56,8
276;47,4;53,5;244;56,8
277,066;47,5;53,4;245;56,8
278,133;47,5;53,5;246;56,8
279,2;47,5;53,4;247;56,8
280,266;47,5;53,4;248;56,8
281,333;47,5;53,5;249;56,8
282,4;47,3;53,5;250;56,8
283,466;47,2;53,4;251;56,8
284,533;47,1;53,3;252;56,7
285,6;47,1;53,3;253;56,7
286,666;47,3;53,3;254;56,7
287,733;47,3;53,2;255;56,7
288,8;47,4;53,2;256;56,7
289,866;47,4;53,2;257;56,7
290,933;47;53,3;258;56,7
292;47;53,2;259;56,7
293,066;47;53,1;260;56,7
294,133;46,9;53,1;261;56,7
295,2;46,9;53,1;262;56,7
296,266;47;53,1;263;56,7
297,333;47;53,1;264;56,7
298,4;47;53,1;265;56,7
299,466;47,1;53,1;266;56,7
300,533;47,2;53,1;267;56,7
301,6;47,2;53;268;56,7
302,666;47,1;53;269;56,7
303,733;47,1;53,1;270;56,7
304,8;47;53;271;56,7
305,866;47;53;272;56,7
306,933;47;53;273;56,6
308;47;52,9;274;56,6
309,066;46,9;52,9;275;56,5
310,133;46,9;52,9;276;56,5
311,2;46,8;52,9;277;56,6
312,266;46,9;52,9;278;56,6
313,333;46,9;52,9;279;56,6
314,4;46,9;52,8;280;56,6
315,466;46,9;52,8;281;56,6
316,533;46,7;52,8;282;56,6
317,6;46,8;52,7;283;56,6
318,666;51,2;75;284;56,6
319,733;43,3;49,7;285;56,6
320,8;47;52,8;286;56,6
321,866;47;52,8;287;56,6
322,933;46,8;52,7;288;56,6
324;46,9;52,7;289;56,6
325,066;46,9;52,7;290;56,6
326,133;46,8;52,8;291;56,6
327,2;46,7;52,7;292;56,6
328,266;46,8;52,7;293;56,6
329,333;46,8;52,7;294;56,6
330,4;46,9;52,7;295;56,6
331,466;46,8;52,7;296;56,5
332,533;46,8;52,6;297;56,5
333,6;46,8;52,6;298;56,5
334,666;46,8;52,5;299;56,5
335,733;46,8;52,5;300;56,5
336,8;46,8;52,5;301;56,5
337,866;46,8;52,5;302;56,5
338,933;46,8;52,5;303;56,5
340;46,8;52,5;304;56,5
341,066;46,8;52,5;305;56,5
342,133;46,8;52,4;306;56,5
343,2;46,8;52,4;307;56,5
344,266;46,7;52,4;308;56,5
345,333;46,8;52,4;309;56,5
346,4;46,7;52,4;310;56,4
347,466;46,7;52,3;311;56,4
348,533;46,6;52,3;312;56,4
349,6;46,8;52,3;313;56,4
350,666;46,8;52,4;314;56,4
351,733;46,6;52,3;315;56,4
352,8;46,7;52,2;316;56,4
353,866;46,6;52,2;317;56,4
354,933;46,6;52,2;318;56,4
356;46,7;52,2;319;56,4
357,066;46,8;52,3;320;56,4
358,133;46,8;52,2;321;56,3
359,2;46,7;52,2;322;56,3
360,266;46,6;52,2;323;56,3
361,333;46,6;52,2;324;56,3
362,4;46,6;52,2;325;56,3
363,466;46,5;52,2;326;56,3
364,533;46,5;52,1;327;56,3
365,6;46,5;52,1;328;56,3
366,666;46,6;52,1;329;56,2
367,733;46,5;52,1;330;56,2
368,8;46,6;52,1;331;56,2
369,866;46,5;52,1;332;56,2
370,933;46,6;52,1;333;56,2
372;46,6;52,1;334;56,2
373,066;46,5;52;335;56,2
374,133;46,5;52;336;56,2
375,2;50,2;74,1;337;56,2
376,266;46,6;52;338;56,2
377,333;46,5;52;339;56,1
378,4;46,4;52;340;56,1
379,466;46,5;51,9;341;56,1
380,533;46,4;51,9;342;56,1
381,6;46,3;51,8;343;56,1
382,666;46,3;51,8;344;56,1
383,733;46,4;51,8;345;56,1
384,8;46,4;51,8;346;56,1
385,866;46,4;51,8;347;56,1
386,933;46,3;51,8;348;56
388;46,4;51,8;349;56
389,066;46,4;51,8;350;56
390,133;46,4;51,7;351;56
391,2;46,4;51,7;352;56
392,266;46,4;51,7;353;56
393,333;46,4;51,7;354;56
394,4;46,4;51,6;355;55,9
395,466;46,3;51,6;356;55,9
396,533;46,3;51,6;357;55,9
397,6;46,4;51,6;358;55,9
398,666;46,2;51,5;359;55,9
399,733;46,3;51,6;360;55,9
400,8;46,3;51,6;361;55,9
401,866;46,3;51,5;362;55,8
402,933;46,3;51,5;363;55,8
404;46,3;51,5;364;55,8
405,066;46,3;51,4;365;55,8
406,133;46,3;51,5;366;55,8
407,2;46,3;51,4;367;55,8
408,266;46,3;51,4;368;55,8
409,333;46,4;51,4;369;55,8
410,4;46,4;51,4;370;55,8
411,466;46,3;51,4;371;55,7
412,533;46,3;51,4;372;55,7
413,6;46,2;51,4;373;55,7
414,666;46,2;51,3;374;55,7
415,733;46,2;51,3;375;55,7
416,8;46,2;51,3;376;55,7
417,866;46,3;51,3;377;55,7
418,933;46,2;51,3;378;55,7
420;46,2;51,3;379;55,6
421,066;46,2;51,3;380;55,6
422,133;46,3;51,2;381;55,6
423,2;46,3;51,3;382;55,6
424,266;46,4;51,3;383;55,6
425,333;46,3;51,2;384;55,6
426,4;46,4;51,2;385;55,6
427,466;46,3;51,2;386;55,5
428,533;46,3;51,1;387;55,5
429,6;46,3;51,2;388;55,5
430,666;46,3;51,1;389;55,5
431,733;46,3;51;390;55,5
432,8;46,3;51;391;55,5
433,866;46,2;51,1;392;55,5
434,933;46,1;51;393;55,5
436;46;51;394;55,4
437,066;46;51,1;395;55,4
438,133;46,1;51;396;55,4
439,2;46,1;51;397;55,4
440,266;50,5;74,3;398;55,4
441,333;46;51;399;55,4
442,4;46,1;51;400;55,3
443,466;46,1;50,9;401;55,3
444,533;46;51;402;55,3
445,6;45,9;50,9;403;55,3
446,666;45,8;50,9;404;55,3
447,733;45,8;50,9;405;55,3
448,8;45,9;50,9;406;55,3
449,866;46;50,9;407;55,2
450,933;46;50,9;408;55,2
452;46,1;50,9;409;55,2
453,066;46;50,9;410;55,2
454,133;46;50,8;411;55,2
455,2;46,1;50,9;412;55,2
456,266;46;50,8;413;55,2
457,333;46;50,8;414;55,2
458,4;46;50,7;415;55,1
459,466;45,9;50,7;416;55,1
460,533;45,9;50,6;417;55,1
461,6;45,9;50,7;418;55,1
462,666;46;50,7;419;55,1
463,733;45,9;50,6;420;55,1
464,8;46;50,7;421;55,1
465,866;46;50,7;422;55
466,933;45,9;50,6;423;55
468;46;50,6;424;55
469,066;45,9;50,5;425;55
470,133;45,9;50,5;426;55
471,2;45,9;50,5;427;55
472,266;45,9;50,5;428;55
473,333;45,8;50,5;429;54,9
474,4;45,8;50,4;430;54,9
475,466;45,9;50,4;431;54,9
476,533;45,8;50,4;432;54,9
477,6;46;50,4;433;54,9
478,666;45,9;50,4;434;54,9
479,733;45,9;50,4;435;54,9
480,8;45,8;50,4;436;54,8
481,866;45,9;50,3;437;54,8
482,933;45,7;50,3;438;54,8
484;45,8;50,3;439;54,8
485,066;45,8;50,3;440;54,8
486,133;45,7;50,3;441;54,8
487,2;45,7;50,3;442;54,8
488,266;45,7;50,2;443;54,7
489,333;45,7;50,2;444;54,7
490,4;45,7;50,3;445;54,7
491,466;45,7;50,2;446;54,7
492,533;45,8;50,2;447;54,7
493,6;45,7;50,2;448;54,7
494,666;45,7;50,2;449;54,7
495,733;45,8;50,2;450;54,6
496,8;45,7;50,2;451;54,6
497,866;45,7;50,2;452;54,6
498,933;45,8;50,2;453;54,6
500;45,8;50,2;454;54,6
501,066;45,7;50,2;455;54,6
502,133;45,6;50,1;456;54,6
503,2;45,6;50,1;457;54,5
504,266;45,6;50,1;458;54,5
505,333;45,5;50,1;459;54,5
506,4;45,6;50,1;460;54,5
507,466;45,5;50;461;54,5
508,533;45,6;50,1;462;54,5
509,6;45,7;50;463;54,5
510,666;45,7;50;464;54,4
511,733;52,3;75,7;465;54,4
512,8;28,1;33,3;466;54,4
513,866;45,6;50;467;54,4
514,933;45,7;50;468;54,4
516;45,5;49,9;469;54,4
517,066;45,5;49,9;470;54,3
518,133;45,6;49,9;471;54,3
519,2;45,6;49,9;472;54,3
520,266;45,6;49,8;473;54,3
521,333;45,5;49,8;474;54,3
522,4;45,5;49,8;475;54,3
523,466;45,5;49,8;476;54,3
524,533;45,5;49,8;477;54,3
525,6;45,5;49,7;478;54,3
526,666;45,5;49,7;479;54,2
527,733;45,6;49,8;480;54,2
528,8;45,5;49,7;481;54,2
529,866;45,5;49,7;482;54,2
530,933;45,5;49,7;483;54,2
532;45,5;49,6;484;54,2
533,066;45,5;49,6;485;54,2
534,133;45,5;49,6;486;54,1
535,2;45,5;49,6;487;54,1
536,266;45,5;49,6;488;54,1
537,333;45,5;49,6;489;54,1
538,4;45,5;49,5;490;54,1
539,466;45,4;49,5;491;54,1
540,533;45,4;49,5;492;54,1
541,6;45,5;49,5;493;54
542,666;45,5;49,5;494;54
543,733;45,4;49,6;495;54
544,8;45,5;49,5;496;54
545,866;45,5;49,5;497;54
546,933;45,5;49,5;498;54
548;45,4;49,5;499;54
549,066;45,4;49,5;500;53,9
550,133;45,4;49,4;501;53,9
551,2;45,4;49,4;502;53,9
552,266;45,4;49,4;503;53,9
553,333;45,4;49,4;504;53,9
554,4;45,4;49,4;505;53,9
555,466;45,4;49,4;506;53,9
556,533;45,4;49,3;507;53,8
557,6;45,3;49,3;508;53,8
558,666;45,3;49,3;509;53,8
559,733;45,3;49,3;510;53,8
560,8;45,3;49,2;511;53,8
561,866;45,3;49,3;512;53,8
562,933;45,3;49,3;513;53,8
564;45,3;49,3;514;53,7
565,066;45,3;49,2;515;53,7
566,133;45,3;49,2;516;53,7
567,2;45,3;49,2;517;53,7
568,266;45,4;49,2;518;53,7
569,333;45,4;49,2;519;53,7
570,4;45,3;49,2;520;53,7
571,466;45,4;49,2;521;53,6
572,533;45,4;49,2;522;53,6
573,6;45,4;49,2;523;53,6
574,666;45,4;49,1;524;53,6
575,733;45,4;49,2;525;53,6
576,8;45,4;49,2;526;53,6
577,866;45,2;49,1;527;53,6
578,933;45,2;49,1;528;53,5
580;45,2;49,1;529;53,5
581,066;45,2;49,1;530;53,5
582,133;45,2;49;531;53,5
583,2;45,2;49;532;53,5
584,266;45,1;49;533;53,5
585,333;45,2;49;534;53,5
586,4;45,2;49;535;53,5
587,466;45,1;48,9;536;53,4
588,533;45,1;48,9;537;53,4
589,6;45,1;48,9;538;53,4
590,666;45,1;48,9;539;53,4
591,733;45,1;48,9;540;53,4
592,8;45,2;48,9;541;53,4
593,866;45,2;48,9;542;53,4
594,933;45,2;48,9;543;53,3
596;45,2;49;544;53,3
597,066;45,1;48,9;545;53,3
598,133;45,1;48,8;546;53,3
599,2;45,1;48,8;547;53,3
600,266;45,1;48,8;548;53,3
601,333;44,1;47,8;549;53,3
602,4;51,1;74,6;550;53,2
603,466;45,2;48,8;551;53,2
604,533;45,2;48,8;552;53,2
605,6;45,1;48,8;553;53,2
606,666;45,1;48,8;554;53,2
607,733;45,2;48,8;555;53,2
608,8;45,2;48,8;556;53,2
609,866;45,2;48,8;557;53,2
610,933;45,3;48,8;558;53,1
612;45,3;48,8;559;53,1
613,066;45,2;48,7;560;53,1
614,133;45,1;48,7;561;53,1
615,2;45,1;48,7;562;53,1
616,266;45,1;48,7;563;53,1
617,333;45;48,6;564;53,1
618,4;45;48,7;565;53
619,466;45,1;48,6;566;53
620,533;45;48,6;567;53
621,6;45;48,6;568;53
622,666;44,9;48,5;569;53
623,733;44,9;48,5;570;53
624,8;44,9;48,5;571;53
625,866;44,9;48,6;572;53
626,933;45;48,6;573;52,9
628;44,9;48,6;574;52,9
629,066;44,9;48,5;575;52,9
630,133;44,9;48,5;576;52,9
631,2;44,9;48,5;577;52,9
632,266;44,9;48,5;578;52,9
633,333;44,8;48,5;579;52,9
634,4;44,8;48,5;580;52,9
635,466;44,8;48,5;581;52,8
636,533;44,8;48,5;582;52,8
637,6;44,8;48,5;583;52,8
638,666;44,8;48,5;584;52,8
639,733;44,9;48,5;585;52,8
640,8;44,9;48,5;586;52,8
641,866;45;48,5;587;52,8
642,933;44,9;48,5;588;52,7
644;44,8;48,4;589;52,7
645,066;44,7;48,4;590;52,7
646,133;44,8;48,4;591;52,7
647,2;44,7;48,3;592;52,7
648,266;44,8;48,3;593;52,7
649,333;44,7;48,3;594;52,7
650,4;44,7;48,3;595;52,7
651,466;44,6;48,3;596;52,7
652,533;44,7;48,3;597;52,6
653,6;44,7;48,3;598;52,6
654,666;44,7;48,2;599;52,6
655,733;44,7;48,2;600;52,6
656,8;44,7;48,2;601;52,6
657,866;44,7;48,2;602;52,6
658,933;44,7;48,2;603;52,6
660;44,7;48,1;604;52,5
661,066;44,7;48,2;605;52,5
662,133;44,7;48,1;606;52,5
663,2;44,7;48,1;607;52,5
664,266;44,7;48,1;608;52,5
665,333;44,6;48,1;609;52,5
666,4;44,6;48,1;610;52,5
667,466;44,6;48,1;611;52,5
668,533;44,6;48,1;612;52,4
669,6;44,6;48,1;613;52,4
670,666;44,6;48,1;614;52,4
671,733;44,6;48;615;52,4
672,8;44,6;48;616;52,4
673,866;44,6;48,1;617;52,4
674,933;44,6;48;618;52,4
676;44,6;48;619;52,4
677,066;44,6;48;620;52,4
678,133;44,5;48;621;52,4
679,2;44,5;48;622;52,3
680,266;44,5;48,1;623;52,3
681,333;44,5;48;624;52,3
682,4;44,5;48;625;52,3
683,466;44,5;48;626;52,3
684,533;44,5;48;627;52,3
685,6;44,5;47,9;628;52,3
686,666;44,6;48;629;52,3
687,733;44,5;47,9;630;52,2
688,8;44,5;47,9;631;52,2
689,866;44,5;47,8;632;52,2
690,933;44,5;47,8;633;52,2
692;44,4;47,8;634;52,2
693,066;44,5;47,8;635;52,2
694,133;44,5;47,8;636;52,2
695,2;44,5;47,8;637;52,1
696,266;44,5;47,8;638;52,1
697,333;44,5;47,8;639;52,1
698,4;44,5;47,7;640;52,1
699,466;44,4;47,8;641;52,1
700,533;44,4;47,7;642;52,1
701,6;44,4;47,8;643;52,1
702,666;44,5;47,8;644;52,1
703,733;44,4;47,7;645;52
704,8;44,4;47,7;646;52
705,866;44,5;47,8;647;52
706,933;44,5;47,7;648;52
708;53,3;76,4;649;52
709,066;41,6;45;650;52
710,133;44,4;47,6;651;52
711,2;44,5;47,6;652;52
712,266;44,4;47,6;653;52
713,333;44,4;47,5;654;51,9
714,4;44,4;47,5;655;51,9
715,466;44,3;47,5;656;51,9
716,533;44,4;47,5;657;51,9
717,6;44,3;47,5;658;51,9
718,666;44,4;47,5;659;51,9
719,733;44,3;47,5;660;51,9
720,8;44,3;47,5;661;51,9
721,866;44,2;47,4;662;51,8
722,933;44,3;47,5;663;51,8
724;44,3;47,4;664;51,8
725,066;44,3;47,4;665;51,8
726,133;44,3;47,3;666;51,8
727,2;44,3;47,4;667;51,8
728,266;44,2;47,3;668;51,8
729,333;44,2;47,3;669;51,8
730,4;44,3;47,4;670;51,8
731,466;44,3;47,4;671;51,7
732,533;44,2;47,4;672;51,7
733,6;44,2;47,3;673;51,7
734,666;44,3;47,3;674;51,7
735,733;44,3;47,3;675;51,7
736,8;44,3;47,3;676;51,7
737,866;44,3;47,3;677;51,7
738,933;44,3;47,3;678;51,7
740;44,2;47,3;679;51,6
741,066;44,3;47,2;680;51,6
742,133;44,2;47,2;681;51,6
743,2;44,1;47,2;682;51,6
744,266;44,2;47,2;683;51,6
745,333;44,1;47,2;684;51,6
746,4;44,1;47,2;685;51,6
747,466;44,2;47,2;686;51,6
748,533;44,2;47,2;687;51,6
749,6;44,2;47,1;688;51,5
750,666;44,2;47,1;689;51,5
751,733;44,2;47,1;690;51,5
752,8;44,2;47,2;691;51,5
753,866;44,1;47,1;692;51,5
754,933;44,1;47,1;693;51,5
756;44,1;47,1;694;51,5
757,066;44,1;47,1;695;51,4
758,133;44,1;47,1;696;51,4
759,2;44;47,1;697;51,4
760,266;44,1;47,1;698;51,4
761,333;44,1;47,1;699;51,4
762,4;44,1;47,1;700;51,4
763,466;44,1;47,1;701;51,4
764,533;44;47;702;51,4
765,6;44,1;47,1;703;51,4
766,666;44,1;47,1;704;51,4
767,733;44;47;705;51,3
768,8;44;47;706;51,3
769,866;44;46,9;707;51,3
770,933;44;46,9;708;51,3
772;43,9;46,9;709;51,3
773,066;43,9;46,9;710;51,3
774,133;44;46,9;711;51,3
775,2;44;46,9;712;51,3
776,266;43,9;46,9;713;51,2
777,333;43,9;46,9;714;51,2
778,4;43,9;46,9;715;51,2
779,466;44;46,8;716;51,2
780,533;44;46,9;717;51,2
781,6;44;46,9;718;51,2
782,666;43,9;46,9;719;51,2
783,733;43,9;46,8;720;51,2
784,8;44;46,8;721;51,2
785,866;44;46,8;722;51,2
786,933;44;46,8;723;51,1
788;44;46,8;724;51,1
789,066;43,9;46,7;725;51,1
790,133;43,9;46,8;726;51,1
791,2;43,9;46,7;727;51,1
792,266;43,9;46,7;728;51,1
793,333;43,9;46,7;729;51,1
794,4;43,9;46,7;730;51,1
795,466;43,9;46,7;731;51
796,533;43,8;46,7;732;51
797,6;43,8;46,7;733;51
798,666;43,8;46,6;734;51
799,733;43,9;46,7;735;51
800,8;43,8;46,6;736;51
801,866;43,8;46,6;737;51
802,933;43,8;46,6;738;51
804;43,8;46,6;739;51
805,066;43,8;46,6;740;51
806,133;43,8;46,6;741;50,9
807,2;43,8;46,6;742;50,9
808,266;43,8;46,5;743;50,9
809,333;43,8;46,6;744;50,9
810,4;43,8;46,6;745;50,9
811,466;43,8;46,5;746;50,9
812,533;43,7;46,5;747;50,9
813,6;43,7;46,5;748;50,9
814,666;43,8;46,5;749;50,9
815,733;43,7;46,5;750;50,8
816,8;43,7;46,5;751;50,8
817,866;43,7;46,4;752;50,8
818,933;43,7;46,4;753;50,8
820;43,7;46,5;754;50,8
821,066;43,7;46,5;755;50,8
822,133;43,7;46,5;756;50,8
823,2;43,6;46,4;757;50,8
824,266;43,7;46,4;758;50,8
825,333;43,6;46,4;759;50,8
826,4;43,6;46,4;760;50,7
827,466;43,7;46,4;761;50,7
828,533;43,6;46,3;762;50,7
829,6;43,7;46,4;763;50,7
830,666;43,7;46,4;764;50,7
831,733;43,6;46,3;765;50,7
832,8;43,3;46;766;50,7
833,866;51,8;75,1;767;50,7
842,4;43,6;46,2;768;50,7
843,466;43,6;46,2;769;50,6
844,533;43,6;46,2;770;50,6
845,6;43,6;46,2;771;50,6
846,666;43,6;46,2;772;50,6
847,733;43,6;46,2;773;50,6
848,8;43,5;46,2;774;50,6
849,866;43,6;46,1;775;50,6
850,933;43,6;46,1;776;50,6
852;43,6;46,1;777;50,6
853,066;43,5;46,2;778;50,6
854,133;43,5;46,1;779;50,5
855,2;43,5;46,1;780;50,5
856,266;43,5;46,1;781;50,5
857,333;43,5;46,1;782;50,5
858,4;43,5;46,1;783;50,5
859,466;43,5;46,1;784;50,5
860,533;43,5;46;785;50,5
861,6;43,5;46,1;786;50,5
862,666;43,5;46,1;787;50,5
863,733;43,5;46;788;50,4
864,8;43,4;46;789;50,4
865,866;43,5;46;790;50,4
866,933;43,4;46;791;50,4
868;43,4;46;792;50,4
869,066;43,4;46;793;50,4
870,133;43,4;46;794;50,4
871,2;43,4;45,9;795;50,4
872,266;43,4;45,9;796;50,4
873,333;43,4;45,9;797;50,4
874,4;43,4;46;798;50,3
875,466;43,3;45,9;799;50,3
876,533;43,4;45,9;800;50,3
877,6;43,4;45,9;801;50,3
878,666;43,4;45,9;802;50,3
879,733;43,4;45,9;803;50,3
880,8;43,3;45,9;804;50,3
881,866;43,3;45,9;805;50,3
882,933;43,3;45,9;806;50,3
884;43,3;45,9;807;50,3
885,066;43,3;45,8;808;50,3
