densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;24.7;si, punto eyeccion;1e-06;10;1cc62C;nan;17;?;61.6;2016-07-19 00:00:00
