frame;frente
0;40,625
1;40,75
2;41
3;41
4;41,5
5;40,625
6;41,25
7;40,5
8;41,5
9;41
10;41
11;40,875
12;41,25
13;41,25
14;40,625
15;40
16;41,375
17;41,5
18;41,25
19;41,5
20;41,375
21;40,75
22;41
23;41,5
24;41,25
25;41
26;41,375
27;41,375
28;41,5
29;41,5
30;30,125
31;40,75
32;41,375
33;40,5
34;40,5
35;40,875
36;41
37;40,5
38;40,5
39;41
40;40,5
41;40,5
42;41
43;41,125
44;40
45;40,5
46;41
47;40,5
48;40,5
49;41,5
50;41,125
51;41,5
52;41
53;40,75
54;40,25
55;40
56;40,5
57;40,5
58;40,625
59;40,5
60;40,5
61;40,5
62;40,5
63;40,5
64;40
65;40,5
66;40
67;40,125
68;40,5
69;39,5
70;40,5
71;40,5
72;39,625
73;40,5
74;40
75;40
76;28
77;39,5
78;39,5
79;39,5
80;39
81;39,75
82;39,5
83;39,5
84;39,5
85;39,25
86;39,5
87;39,5
88;39,125
89;39,5
90;39,375
91;38,75
92;39,375
93;38,5
94;39,125
95;38,5
96;39
97;39,25
98;39,25
99;39,5
100;39
101;39,125
102;38,5
103;39,25
104;39,5
105;38,5
106;39,25
107;38,875
108;38,625
109;39
110;38,5
111;38,5
112;39
113;38,625
114;38,5
115;39
116;39
117;38,625
118;38,5
119;38,875
120;39
121;38,5
122;38,5
123;38,875
124;38,625
125;38,5
126;38,5
127;38,5
128;38,5
129;38,5
130;38,5
131;37,75
132;38,5
133;38,5
134;38,5
135;38,5
136;37,625
137;38
138;38
139;38,5
140;38,5
141;37,5
142;38
143;38
144;38
145;38,25
146;37,5
147;38
148;38
149;38
150;38
151;37,5
152;37,5
153;38
154;38
155;38
156;38
157;37,625
158;37,5
159;37,5
160;37,875
161;38
162;38
163;37,875
164;37,5
165;37,5
166;37,625
167;37,875
168;38
169;38
170;37,5
171;37,5
172;37,5
173;37,5
174;37,625
175;38
176;37,875
177;37,625
178;37,5
179;37,5
180;37,5
181;37,5
182;37,5
183;37,5
184;37,5
185;30
186;37,125
187;37,5
188;37,5
189;37,5
190;37,5
191;37,5
192;37,5
193;37,25
194;37
195;37
196;37
197;37
198;37
199;37,25
200;37,375
201;37,5
202;37
203;36,625
204;37
205;37
206;37
207;37
208;37
209;37
210;37
211;37
212;36,75
213;36,5
214;36,5
215;36,5
216;37
217;37
218;37
219;37
220;37
221;37
222;37
223;36,5
224;36,5
225;36,5
226;36,5
227;36,5
228;36,5
229;36,5
230;36,5
231;36,75
232;36,875
233;37
234;36,625
235;36,625
236;36,5
237;36,5
238;36,5
239;36,5
240;36,5
241;36,5
242;36,5
243;36,5
244;36,5
245;36,5
246;36
247;36,125
248;36,25
249;36
250;36,5
251;28,625
252;36,5
253;36,5
254;36,5
255;36,5
256;36,5
257;36,5
258;36,25
259;36,25
260;36
261;36
262;36
263;36
264;36
265;36
266;36
267;36
268;36
269;36
270;36
271;36
272;36
273;36
274;35,875
275;35,625
276;35,5
277;35,5
278;36
279;36
280;36
281;36
282;36
283;36
284;36
285;36
286;36
287;36
288;36
289;35,5
290;35,5
291;35,5
292;35,5
293;35,5
294;35,5
295;35,5
296;35,5
297;35,5
298;35,625
299;35,5
300;35,875
301;35,875
302;35,625
303;35,875
304;35,875
305;36
306;35,75
307;35,5
308;35,5
309;35,5
310;35,5
311;35,5
312;35,5
313;35,5
314;35,5
315;35,5
316;35,5
317;35,5
318;35,5
319;35,5
320;35,5
321;35,5
322;35,375
323;35,5
324;35,375
325;30,75
326;35
327;35
328;35
329;35
330;35
331;35
332;35
333;35
334;35
335;35
336;35
337;35,125
338;35
339;34,625
340;35
341;34,75
342;34,875
343;34,75
344;34,625
345;34,75
346;34,75
347;34,75
348;34,625
349;34,75
350;35
351;35
352;35
353;35
354;35
355;35
356;35
357;35
358;35
359;35
360;35
361;35
362;35
363;35
364;34,625
365;34,5
366;34,625
367;34,5
368;34,5
369;34,5
370;34,5
371;34,5
372;34,5
373;34,5
374;34,5
375;34,625
376;34,5
377;34,5
378;34,5
379;34,5
380;34,625
381;34,75
382;34,75
383;34,625
384;34,75
385;34,5
386;34,25
387;34,5
388;34,375
389;34,125
390;34,125
391;34,5
392;34,5
393;34,375
394;34,5
395;34,375
396;34,5
397;34,5
398;34,5
399;34,5
400;34,5
401;34,5
402;34,5
403;34,5
404;34,5
405;34,5
406;34,25
407;34,375
408;34
409;34
410;34
411;34
412;34
413;34
414;34
415;34
416;34
417;34
418;34
419;34
420;34
421;34
422;34
423;34
424;34
425;34
426;34
427;34
428;34
429;34
430;34
431;34
432;34
433;34
434;34
435;34
436;33,75
437;33,5
438;33,5
439;33,625
440;33,5
441;33,75
442;33,5
443;33,5
444;33,5
445;33,625
446;33,875
447;33,75
448;33,875
449;34
450;33,875
451;33,875
452;33,875
453;33,875
454;34
455;33,875
456;34
457;34
458;34
459;34
460;34
461;34
462;34
463;34
464;34
465;33,5
466;33,5
467;33,5
468;33,5
469;33,5
470;33,5
471;33,5
472;33,5
473;33,5
474;33,5
475;33,5
476;33,5
477;33,5
478;33,5
479;33,5
480;33,5
481;33,5
482;33,5
483;33,5
484;33,5
485;33,5
486;33,5
487;33,5
488;33,5
489;33,5
490;33,125
491;33
492;33,125
493;33
494;33
495;33
496;33
497;33
498;33
499;33
500;33
501;33
502;33
503;33
504;33
505;33
506;33
507;33
508;33
509;33
510;33
511;33,125
512;33
513;33
514;33,25
515;33,125
516;33
517;33,25
518;33,25
519;33,125
520;33,25
521;33,125
522;32
523;33
524;33
525;33
526;33
527;33
528;33
529;33
530;33
531;33
532;33
533;33
534;33
535;33
536;33
537;33
538;33
539;33
540;33
541;33
542;33
543;33
544;33
545;33
546;33
547;33
548;33
549;33
550;33
551;33
552;32,875
553;32,875
554;32,625
555;32,5
556;32,5
557;32,5
558;32,5
559;32,5
560;32,5
561;32,5
562;32,5
563;33
564;33
565;32,5
566;32,625
567;33
568;33
569;33
570;32,875
571;33
572;33
573;32,875
574;33
575;33
576;33
577;33
578;33
579;33
580;32,875
581;32,75
582;32,875
583;32,75
584;32,625
585;33
586;32,5
587;32,625
588;32,5
589;32,5
590;32,5
591;32,5
592;32,5
593;32,5
594;32,5
595;32,5
596;32,5
597;32,5
598;32,5
599;32,5
600;32,5
601;32,5
602;32,5
603;32,5
604;32,5
605;32,5
606;32,5
607;32,5
608;32,5
609;32,5
610;32,5
611;32,5
612;32,5
613;32,5
614;32,5
615;32,5
616;32,5
617;32,5
618;32,375
619;32,375
620;32,375
621;32
622;32,375
623;32
624;32
625;32
626;32
627;32,125
628;32
629;32
630;32
631;32
632;32
633;32
634;32
635;32
636;32,125
637;32
638;32
639;32
640;32,125
641;32
642;32,375
643;32,375
644;32
645;32,125
646;32,25
647;32,25
648;32,375
649;32,375
650;32,375
651;32,375
652;32,375
653;32,375
654;32,25
655;32,125
656;32
657;32
658;33,625
659;32
660;32
661;32
662;32
663;32
664;32
665;32
666;32
667;32
668;32
669;32
670;32
671;32
672;32
673;32
674;32
675;32
676;32
677;32
678;32
679;32
680;32
681;32
682;32
683;32
684;32
685;32
686;32
687;32
688;32
689;32
690;32
691;32
692;32
693;32
694;32
695;31,875
696;32
697;32
698;32
699;32
700;32
701;32
702;32
703;32
704;32
705;32
706;32
707;32
708;32
709;32
710;32
711;32
712;32
713;32
714;32
715;32
716;32
717;32
718;31,875
719;31,875
720;31,875
721;31,75
722;31,875
723;31,75
724;31,75
725;31,875
726;31,75
727;31,75
728;31,75
729;31,75
730;31,75
731;31,5
732;31,625
733;31,625
734;31,625
735;31,5
736;31,5
737;31,5
738;31,5
739;31,5
740;31,5
741;31,5
742;31,625
743;31,625
744;31,875
745;31,875
746;31,625
747;31,5
748;31,625
749;31,875
750;31,875
751;31,625
752;31,75
753;31,875
754;31,875
755;31,875
756;31,625
757;32
758;31,875
759;32
760;32
761;31,875
762;32
763;31,625
764;31,625
765;31,5
766;31,5
767;31,5
768;31,5
769;31,5
770;31,125
771;31,375
772;31,5
773;31,5
774;31,5
775;31,5
776;31,5
777;31,5
778;31,5
779;31,5
780;31,5
781;31,5
782;31,5
783;31,5
784;31,5
785;31,5
786;31,5
787;31,5
788;31,5
789;31,5
790;31,5
791;31,5
792;31,5
793;31,5
794;31,5
795;31,5
796;31,5
797;31,125
798;31
799;31
800;31
801;31
802;31
803;31
804;31
805;31
806;31
807;31
808;31,125
809;31,125
810;31
811;31,125
812;31,375
813;31
814;31
815;31,25
816;31
817;31
818;31,375
819;31,25
820;31
821;31,125
822;31
823;31
824;31
825;31
826;31
827;31
828;32,875
829;31
830;31
831;31
832;31
833;31
834;31
835;31
836;31
837;31
838;31
839;31
840;31
841;31
842;31
843;31
844;31
845;31
846;31
847;31
848;31
849;31
850;31
851;31
852;31
853;31
854;31
855;31
856;31
857;31
858;31
859;31
860;31
861;31
862;31
863;31
864;31
865;31
866;31
867;31
868;31
869;31
870;31
871;31
872;31
873;31
874;31
875;31
876;31
877;31
878;31
879;31
880;31
881;31
882;31
883;31
884;31
885;31
886;31
887;31
888;31
889;31
890;31
891;31
892;31
893;31
894;31
895;31
896;31
897;31
898;31
899;31
900;31
901;31
902;31
903;31
904;31
905;31
906;31
907;31
908;31
909;31
910;31
911;31
912;31
913;31
914;31
915;31
916;31
917;31
918;31
919;31
920;31
921;31
922;31
923;31
924;31
925;31
926;31
927;31
928;31
929;31
930;31
931;31
932;31
933;31
934;31
935;31
936;31
937;31
938;31
939;31
940;31
941;31
942;31
943;31
944;31
945;31
946;31
947;31
948;31
949;31
950;31
951;31
952;31
953;31
954;31
955;31
956;31
957;31
958;31
959;31
960;31
961;31
962;31
963;30,625
964;30,625
965;30,75
966;30,625
967;30,75
968;30,625
969;30,625
970;30,75
971;30,75
972;30,75
973;30,625
974;30,75
975;30,625
976;30,625
977;30,625
978;30,5
979;30,75
980;30,5
981;30,75
982;30,75
983;30,75
984;30,75
985;30,875
986;30,625
987;30,75
988;30,75
989;30,625
990;30,625
991;30,75
992;30,625
993;30,75
994;30,5
995;30,5
996;30,375
997;30,25
998;30,25
999;30,625
1000;30,5
1001;30,5
1002;30,5
1003;30,5
1004;30,5
1005;30,5
1006;30,5
1007;30,5
1008;30,5
1009;30,5
1010;30,375
1011;30,375
1012;30,5
1013;30,5
1014;30,375
1015;30,375
1016;30,5
1017;30,375
1018;30,375
1019;30,5
1020;30,5
1021;30,75
1022;30,5
1023;30,5
1024;30,375
1025;30,75
1026;30,5
1027;30,375
1028;30,125
1029;30,375
1030;30,125
1031;30
1032;30
1033;30,125
1034;30,125
1035;30
1036;30,375
1037;30
1038;30,25
1039;30,25
1040;30,125
1041;30,5
1042;30,5
1043;30,5
1044;30,5
1045;30,5
1046;30,25
1047;30,125
1048;30,125
1049;30,375
1050;30,375
1051;30,375
1052;30,5
1053;30,375
1054;30,5
1055;30,5
1056;30,5
1057;30,5
1058;30,5
1059;30,5
1060;30,125
1061;30
1062;30
1063;30
1064;30
1065;30
1066;30
1067;30
1068;30
1069;30
1070;30
1071;30
1072;30
1073;30
1074;30
1075;30
1076;30
1077;30
1078;30
1079;30
1080;30
1081;30
1082;30
1083;30
1084;30
1085;30
1086;30
1087;30,125
1088;30
1089;30
1090;30
1091;30
1092;30
1093;30
1094;30
1095;30
1096;30
1097;30
1098;30
1099;30
1100;30
1101;30
1102;30
1103;30
1104;30
1105;30
1106;30
1107;30
1108;30
1109;30
1110;30
1111;30
1112;30
1113;30
1114;30
1115;30
1116;30
1117;30
1118;30
1119;30
1120;30
1121;30
1122;30
1123;30
1124;30
1125;30
1126;30
1127;30
1128;30
1129;30
1130;30
1131;30
1132;30
1133;30
1134;30
1135;30
1136;30
1137;30
1138;30
1139;30
1140;30
1141;30
1142;30
1143;30
1144;30
1145;30
1146;30
1147;30
1148;30
1149;30
1150;30
1151;30
1152;30
1153;30
1154;30
1155;30
1156;30
1157;30
1158;30
1159;30
1160;30
1161;30
1162;30
1163;30
1164;30
1165;30
1166;30
1167;30
1168;30
1169;30
1170;30
1171;30
1172;30
1173;30
1174;30
1175;30
1176;30
1177;30
1178;30
1179;30
1180;30
1181;30
1182;30
1183;30
1184;30
1185;30
1186;30
1187;30
1188;30
1189;30
1190;30
1191;30
1192;30
1193;30
1194;30
1195;30
1196;30
1197;30
1198;30
1199;30
1200;30
1201;30
1202;30
