;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;4,466666666666669;0,01;0,01;0,02;0,034
2;5,900000000000006;0,02;0,02;0,04;0,057999999999999996
3;6,833333333333329;0,03;0,025;0,055;0,063
4;7,63333333333334;0,04;0,027000000000000003;0,067;0,08
5;8,566666666666663;0,05;0,027999999999999997;0,078;0,09
6;9,566666666666663;0,06;0,027999999999999997;0,08800000000000001;0,1
7;10,766666666666666;0,07;0,027999999999999997;0,098;0,106
8;12,233333333333334;0,08;0,03;0,11;0,115
9;13,63333333333334;0,09;0,03;0,12;0,124
10;15,400000000000006;0,1;0,03;0,13;0,132
11;16,96666666666667;0,11;0,031;0,141;0,141
12;19,066666666666663;0,12;0,031;0,151;0,15
13;21,066666666666663;0,13;0,031;0,161;0,158
14;22,900000000000006;0,14;0,032;0,172;0,16699999999999998
15;24,900000000000006;0,15;0,032;0,182;0,17600000000000002
16;27,066666666666663;0,16;0,032;0,192;0,182
17;29,16666666666667;0,17;0,032;0,20199999999999999;0,19
18;31,33333333333333;0,18;0,033;0,213;0,195
19;34,3;0,19;0,033;0,223;0,2
20;38,83333333333333;0,2;0,033;0,233;0,205
21;45,233333333333334;0,21;0,034;0,244;0,21100000000000002
22;50,400000000000006;0,22;0,034;0,254;0,218
23;53,56666666666666;0,23;0,034;0,264;0,225
24;57,89999999999999;0,24;0,034;0,27399999999999997;0,22899999999999998
25;61,06666666666668;0,25;0,034;0,284;0,23600000000000002
26;64,63333333333334;0,26;0,034;0,294;0,242
27;67,3;0,27;0,034;0,304;0,25
28;71,10000000000001;0,28;0,035;0,315;0,258
29;74,73333333333333;0,29;0,035;0,325;0,265
30;78,56666666666668;0,3;0,035;0,335;0,27
31;83,43333333333332;0,31;0,036000000000000004;0,34600000000000003;0,276
32;88,73333333333333;0,32;0,036000000000000004;0,35600000000000004;0,28
33;95,7;0,33;0,037000000000000005;0,36700000000000005;0,28300000000000003
34;104,56666666666668;0,34;0,037000000000000005;0,377;0,285
35;115,86666666666666;0,35;0,037000000000000005;0,387;0,285
36;133,53333333333336;0,36;0,038;0,39799999999999996;0,287
37;159,06666666666666;0,37;0,038;0,408;0,287
38;204,23333333333335;0,38;0,039;0,419;0,29
39;317,23333333333335;0,39;0,04;0,43;0,295
40;647,2333333333333;0,4;0,04;0,44;0,295
41;959,7;0,409;0,05;0,45899999999999996;0,295
42;992,7;0,41;0,05;0,46;0,295
43;1368,7;0,42;0,05;0,47;0,295
44;1716,1666666666667;0,42700000000000005;0,05;0,47700000000000004;0,295
