;perfil: distancia;perfil: espesor
0;0,0;0,011000000000000001
1;0,05;0,012
2;0,1;0,013000000000000001
3;0,15;0,013999999999999999
4;0,2;0,015
5;0,25;0,0165
6;0,3;0,018000000000000002
7;0,35;0,0165
8;0,39;0,018000000000000002
9;0,395;0,0
