frame;frente
0;36,125
1;39,875
2;41
3;41,5
4;42
5;41,875
6;41
7;42,5
8;42,5
9;42,875
10;42,875
11;42,625
12;42,25
13;42,5
14;43
15;42,75
16;42,5
17;42,5
18;42,5
19;41,5
20;42
21;42
22;41,5
23;41,5
24;41,625
25;41,875
26;41,5
27;41,875
28;41,5
29;41,5
30;41,25
31;41,375
32;41,5
33;41,5
34;41,5
35;41,5
36;41,5
37;41,5
38;41,5
39;41,5
40;41,375
41;40,625
42;40,5
43;40,5
44;40,5
45;40,5
46;40,5
47;40,5
48;40,5
49;40,5
50;41
51;40,75
52;40,625
53;40,5
54;40,5
55;40,5
56;40,5
57;40,5
58;40,625
59;40,5
60;40,5
61;41,5
62;41,5
63;40,75
64;41,25
65;41,375
66;41,125
67;40,375
68;41,5
69;41,5
70;40,5
71;40,375
72;41
73;41,125
74;40,625
75;40,5
76;40,875
77;41,5
78;41
79;41,5
80;40,5
81;40,5
82;40,5
83;41,375
84;40,5
85;40,875
86;40,125
87;40,5
88;40
89;40,5
90;40,5
91;40,125
92;40,5
93;40
94;40,5
95;40,375
96;40,5
97;40,5
98;40,5
99;40
100;40,5
101;40,5
102;40,5
103;39,5
104;39,875
105;40,125
106;40,5
107;40,5
108;40,25
109;39,5
110;39,5
111;39,5
112;39,625
113;40,5
114;40,5
115;40,5
116;39,5
117;39,5
118;39,5
119;39,5
120;39,5
121;39,875
122;40,25
123;40,25
124;40,25
125;39,5
126;39,5
127;39,5
128;39,5
129;39,5
130;39,5
131;39,5
132;39,25
133;39
134;39,375
135;39,25
136;39,375
137;39,5
138;39,5
139;39,5
140;39,5
141;39,5
142;39,5
143;40
144;39,75
145;39,5
146;39,5
147;39,5
148;39,625
149;40,125
150;39,625
151;39,5
152;39,5
153;39,375
154;39,875
155;39,5
156;39,5
157;40
158;39,5
159;39,5
160;39
161;39,5
162;39,5
163;39,625
164;39,5
165;39,5
166;39,5
167;39,5
168;39,5
169;39,5
170;38,5
171;39,5
172;38,5
173;39,5
174;38,5
175;39,5
176;38,5
177;39,5
178;38,5
179;39,5
180;38,5
181;39,5
182;38,5
183;39
184;38,5
185;38,5
186;39,5
187;38,5
188;39,25
189;38,5
190;38,5
191;39,5
192;38,5
193;39
194;38,5
195;38,5
196;39,25
197;38,5
198;38,75
199;39,5
200;38,5
201;38,875
202;39,25
203;38,5
204;39
205;38,5
206;38,5
207;39
208;38,5
209;38,5
210;39
211;38,75
212;38,5
213;38,625
214;38,625
215;38,5
216;38,5
217;39
218;38,5
219;38,5
220;38,5
221;39
222;38,5
223;38,5
224;38,5
225;39
226;38,5
227;38,5
228;38,5
229;39
230;38,5
231;38,5
232;38,5
233;38,5
234;38
235;38,5
236;38,5
237;38,5
238;37,5
239;38,5
240;38,5
241;38,5
242;38,25
243;38,5
244;38,5
245;38,5
246;38,5
247;37,5
248;38,5
249;38,5
250;38,5
251;38,5
252;37,5
253;38
254;38,375
255;38,5
256;38,5
257;37,5
258;37,625
259;38,375
260;38,25
261;38,5
262;37,5
263;37,5
264;38
265;38
266;38
267;38,25
268;37,5
269;37,5
270;37,75
271;38,125
272;38,125
273;37,5
274;37,5
275;37,5
276;37,75
277;38
278;38
279;37,5
280;37,5
281;37,5
282;37,75
283;38
284;38
285;37,5
286;37,5
287;37,5
288;37,5
289;37,5
290;38
291;37,625
292;37,5
293;37,5
294;37,5
295;37,5
296;37,5
297;37,75
298;37,5
299;37,5
300;37,5
301;37,5
302;37,5
303;37,5
304;37,625
305;37,25
306;37,5
307;37,5
308;37,5
309;37,5
310;37,5
311;37,5
312;36,75
313;37,125
314;37,25
315;37,5
316;37,5
317;37,5
318;37,5
319;36,5
320;36,625
321;37
322;37,125
323;37,25
324;37,5
325;37,5
326;37
327;36,5
328;36,5
329;36,875
330;37
331;37
332;37,375
333;37,5
334;37,25
335;36,5
336;36,5
337;36,5
338;36,625
339;37
340;37
341;37
342;37,125
343;36,625
344;36,5
345;36,5
346;36,5
347;36,5
348;36,75
349;36,875
350;37
351;37
352;37
353;36,5
354;36,5
355;36,5
356;36,5
357;36,5
358;36,5
359;36,5
360;36,625
361;36,625
362;37
363;36,5
364;36,5
365;36,5
366;36,5
367;36,5
368;36,5
369;36,5
370;36,5
371;36,5
372;36,5
373;36,375
374;36,5
375;36,5
376;36,5
377;36,5
378;36,5
379;36,5
380;36,5
381;36,5
382;36,5
383;35,5
384;35,75
385;36
386;36
387;36
388;36,125
389;36
390;36
391;36,25
392;36,5
393;36,5
394;36
395;35,5
396;35,5
397;35,75
398;35,875
399;35,875
400;36
401;36
402;36
403;36
404;36
405;36
406;35,5
407;35,5
408;35,5
409;35,5
410;35,75
411;35,875
412;36
413;35,875
414;36
415;36
416;36
417;35,5
418;35,5
419;35,5
420;35,5
421;35,5
422;35,5
423;35,5
424;35,625
425;35,625
