FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;491;0,700610998;0,018329939;0,026476578;0,020366599;0,00814664;0,024439919;0,018329939;0,120162933;0,063136456
1;1051;0,416745956;0,044719315;0,019980971;0,012369172;0,019980971;0,024738344;0,031398668;0,128449096;0,301617507
2;1149;0,395126197;0,036553525;0,022628372;0,016536118;0,020017406;0,026109661;0,040905135;0,206266319;0,235857267
3;1218;0,371100164;0,032840722;0,02955665;0,02134647;0,011494253;0,034482759;0,050082102;0,295566502;0,153530378
4;1269;0,345941686;0,038613081;0,023640662;0,016548463;0,01891253;0,036249015;0,060677699;0,331757289;0,127659574
5;1332;0,335585586;0,033033033;0,03003003;0,013513514;0,025525526;0,041291291;0,065315315;0,343093093;0,112612613
6;1433;0,320307048;0,030006978;0,030006978;0,016748081;0,019539428;0,037683182;0,078157711;0,372644801;0,094905792
7;1534;0,305736636;0,028031291;0,0273794;0,018252934;0,022164276;0,037157757;0,078226858;0,421773142;0,061277705
8;1641;0,289457648;0,030469226;0,027422303;0,015843998;0,017672151;0,039609994;0,089579525;0,430834857;0,059110299
9;1732;0,281177829;0,030600462;0,023094688;0,017321016;0,019630485;0,0352194;0,099307159;0,437066975;0,056581986
10;1804;0,272172949;0,02827051;0,027716186;0,014966741;0,011640798;0,044900222;0,105875831;0,416851441;0,077605322
11;1873;0,266417512;0,026161239;0,029364656;0,012279765;0,017618793;0,042178324;0,10571276;0,394554191;0,10571276
12;1937;0,262261229;0,025296851;0,026329375;0,015487868;0,01600413;0,041300981;0,11409396;0,385647909;0,113577697
13;1980;0,252020202;0,030808081;0,02020202;0,017171717;0,015656566;0,048989899;0,121717172;0,377777778;0,115656566
14;2033;0,248893261;0,027053615;0,024102312;0,014756517;0,016724053;0,04771274;0,13821938;0,367929169;0,114608952
15;2079;0,243867244;0,025493025;0,019240019;0,018759019;0,02020202;0,042809043;0,143819144;0,374699375;0,111111111
16;2125;0,238117647;0,028235294;0,021647059;0,013647059;0,019294118;0,048941176;0,152941176;0,370823529;0,106352941
17;2170;0,231336406;0,026267281;0,025806452;0,011981567;0,01797235;0,048847926;0,165437788;0,377419355;0,094930876
18;2225;0,23011236;0,021573034;0,021123596;0,014382022;0,020674157;0,047191011;0,16988764;0,378426966;0,096629213
19;2269;0,223887175;0,024239753;0,020713971;0,013221684;0,016747466;0,048920229;0,175848391;0,365799912;0,110621419
20;2313;0,218331172;0,023778642;0,020319931;0,014699524;0,017293558;0,051448335;0,180717683;0,36792045;0,105490705
21;2367;0,218419941;0,024926067;0,02070131;0,013941698;0,01774398;0,051119561;0,180819603;0,373468526;0,098859316
22;2397;0,216103463;0,022110972;0,019607843;0,012515645;0,020442219;0,052982895;0,182728411;0,377555277;0,095953275
23;2434;0,209120789;0,024239934;0,020131471;0,014379622;0,013147083;0,056285949;0,194741167;0,37304848;0,094905505
24;2490;0,208032129;0,024899598;0,017670683;0,012851406;0,018072289;0,055823293;0,201606426;0,359839357;0,100803213
25;2530;0,20513834;0,02055336;0,020948617;0,014229249;0,016996047;0,056126482;0,208695652;0,352964427;0,100395257
26;2563;0,201716738;0,021849395;0,015606711;0,015996879;0,017167382;0,056964495;0,217323449;0,341786968;0,111587983
27;2615;0,196558317;0,02791587;0,016443595;0,012237094;0,020267686;0,058126195;0,215678776;0,33499044;0,117782027
28;2661;0,20255543;0,016159339;0,023299511;0,011649756;0,015031943;0,064637354;0,223224352;0,32619316;0,117249154
29;2686;0,190245719;0,023827252;0,016008935;0,017498138;0,01377513;0,067014147;0,224125093;0,328369322;0,119136262
30;2741;0,193360088;0,019336009;0,018606348;0,013498723;0,017876687;0,068223276;0,221816855;0,325793506;0,121488508
31;2786;0,191313711;0,019382627;0,02045944;0,010409189;0,017229002;0,071069634;0,22361809;0,327351041;0,119167265
32;2830;0,18869258;0,021908127;0,017667845;0,015194346;0,013074205;0,073144876;0,22155477;0,331095406;0,117667845
33;2879;0,18791247;0,021187912;0,018061827;0,01354637;0,019451198;0,070510594;0,227162209;0,331017714;0,111149705
34;2896;0,181975138;0,01968232;0,01691989;0,013121547;0,020718232;0,072168508;0,226174033;0,343922652;0,10531768
35;2941;0,178850731;0,021761306;0,015980959;0,013600816;0,019041142;0,077864672;0,226113567;0,341720503;0,105066304
36;2992;0,177473262;0,021724599;0,018716578;0,011363636;0,017713904;0,083221925;0,219251337;0,35026738;0,10026738
37;3037;0,177807046;0,018768522;0,018439249;0,013829437;0,016463615;0,082647349;0,222917353;0,353967731;0,095159697
38;3072;0,174479167;0,019856771;0,016927083;0,013346354;0,019205729;0,084635417;0,222330729;0,354166667;0,095052083
39;3119;0,171849952;0,019236935;0,019236935;0,01378647;0,018595704;0,088810516;0,222507214;0,355883296;0,090092979
40;3156;0,171419518;0,019011407;0,015525982;0,016476553;0,018060837;0,09157161;0,224651458;0,357097592;0,086185044
41;3208;0,170822943;0,021508728;0,015897756;0,011845387;0,023067332;0,085411471;0,219763092;0,364089776;0,087593516
42;3244;0,16892725;0,018187423;0,020345253;0,011097411;0,020345253;0,090937115;0,223489519;0,362823674;0,083847102
