;perfil: distancia;perfil: espesor
0;-0,05;0,012
1;0,0;0,013999999999999999
2;0,05;0,018000000000000002
3;0,1;0,019
4;0,15;0,02
5;0,2;0,019
6;0,25;0,017
7;0,3;0,013000000000000001
8;0,32;0,013000000000000001
9;0,32799999999999996;0,0
