;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;0,5;0,01;0,0;0,01;0,01
2;4,733333333333334;0,02;;0,02;
3;6,6000000000000085;0,035;0,005;0,03;0,05
4;8,900000000000006;0,048;0,008;0,04;0,055999999999999994
5;13,733333333333334;0,06;0,01;0,05;0,066
6;18,60000000000001;0,07200000000000001;0,012;0,06;0,076
7;23,566666666666677;0,084;0,013999999999999999;0,07;0,09
8;30,233333333333334;0,096;0,016;0,08;0,1
9;35,96666666666667;0,10800000000000001;0,018000000000000002;0,09;0,106
10;41,06666666666668;0,12;0,02;0,1;0,11199999999999999
11;46,900000000000006;0,133;0,023;0,11;0,11800000000000001
12;52,56666666666666;0,14400000000000002;0,024;0,12;0,122
13;59,133333333333326;0,155;0,025;0,13;0,128
14;66,20000000000002;0,16699999999999998;0,027000000000000003;0,14;0,136
15;73,23333333333335;0,179;0,028999999999999998;0,15;0,139
16;80,73333333333335;0,19;0,03;0,16;0,141
17;91,06666666666666;0,20199999999999999;0,032;0,17;0,146
18;96,73333333333335;0,215;0,035;0,18;0,15
19;105,4;0,22699999999999998;0,037000000000000005;0,19;0,158
20;114,4;0,24;0,04;0,2;0,162
21;122,9;0,251;0,040999999999999995;0,21;0,166
22;131,4;0,262;0,042;0,22;0,172
23;141,56666666666666;0,273;0,043;0,23;0,17800000000000002
24;151,06666666666666;0,284;0,044000000000000004;0,24;0,182
25;160,06666666666666;0,295;0,045;0,25;0,188
26;170,13333333333333;0,306;0,046;0,26;0,192
27;179,5666666666667;0,318;0,048;0,27;0,196
28;189,73333333333332;0,32899999999999996;0,049;0,28;0,19899999999999998
29;200,0666666666667;0,34;0,05;0,29;0,2
30;210,23333333333332;0,35;0,05;0,3;0,203
31;220,9;0,36;0,05;0,31;0,21
32;231,13333333333335;0,37;0,05;0,32;0,212
33;242,5666666666667;0,38;0,05;0,33;0,218
34;253,4;0,39;0,05;0,34;0,21899999999999997
35;265,0666666666667;0,4;0,05;0,35;0,22
36;276,73333333333335;0,41;0,05;0,36;0,223
37;288,9;0,42;0,05;0,37;0,226
38;304,4;0,43;0,05;0,38;0,22899999999999998
39;323,4;0,44;0,05;0,39;0,23199999999999998
40;342,73333333333335;0,45;0,05;0,4;0,23399999999999999
41;367,4;0,46;0,05;0,41;0,23600000000000002
42;399,0666666666667;0,47;0,05;0,42;0,23800000000000002
43;440,5666666666666;0,48;0,05;0,43;0,239
44;482,9;0,49;0,05;0,44;0,239
45;542,4;0,5;0,05;0,45;0,239
46;618,9;0,51;0,05;0,46;0,24
47;703,9;0,52;0,05;0,47;0,24
48;848,4;0,53;0,05;0,48;0,242
49;947,3333333333334;0,5379999999999999;0,05;0,488;0,243
50;983,9999999999999;0,54;0,05;0,49;0,244
51;1179,3333333333335;0,55;0,05;0,5;0,245
52;1416,8333333333335;0,56;0,05;0,51;0,245
53;1703,3333333333335;0,568;0,05;0,518;0,245
