;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;0,1999999999999993;0,01;0,002;0,012;0,01
2;1,2666666666666657;0,02;0,005;0,025;0,04
3;3,299999999999997;0,03;0,008;0,038;0,06
4;6,566666666666663;0,04;0,01;0,05;0,075
5;12,399999999999999;0,05;0,011000000000000001;0,061;0,08199999999999999
6;13,966666666666669;0,06;0,013000000000000001;0,073;0,1
7;14,899999999999999;0,07;0,013999999999999999;0,084;0,11
8;16,666666666666664;0,08;0,015;0,095;0,11800000000000001
9;18,1;0,09;0,016;0,106;0,128
10;19,566666666666663;0,1;0,017;0,11699999999999999;0,136
11;21,1;0,11;0,018000000000000002;0,128;0,14400000000000002
12;22,733333333333334;0,12;0,02;0,14;0,15
13;24,733333333333334;0,13;0,021;0,151;0,159
14;26,566666666666663;0,14;0,023;0,163;0,166
15;28,233333333333334;0,15;0,024;0,174;0,17300000000000001
16;30,299999999999997;0,16;0,026000000000000002;0,18600000000000003;0,18
17;32,56666666666666;0,17;0,027000000000000003;0,19699999999999998;0,19
18;34,699999999999996;0,18;0,027999999999999997;0,20800000000000002;0,196
19;37,56666666666667;0,19;0,03;0,22;0,201
20;39,99999999999999;0,2;0,031;0,231;0,20800000000000002
21;43,06666666666667;0,21;0,033;0,243;0,212
22;46,9;0,22;0,035;0,255;0,22
23;51,13333333333333;0,23;0,036000000000000004;0,266;0,22399999999999998
24;54,666666666666664;0,24;0,038;0,278;0,23
25;57,99999999999999;0,25;0,04;0,29;0,23399999999999999
26;61,166666666666664;0,26;0,042;0,302;0,24
27;65,23333333333332;0,27;0,044000000000000004;0,314;0,25
28;68,6;0,28;0,046;0,326;0,257
29;72,36666666666667;0,29;0,048;0,33799999999999997;0,262
30;77,26666666666665;0,3;0,05;0,35;0,27
31;82,0;0,31;0,05;0,36;0,27399999999999997
32;89,69999999999999;0,32;0,05;0,37;0,28
33;98,76666666666665;0,33;0,05;0,38;0,29
34;113,5;0,34;0,05;0,39;0,295
35;140,06666666666666;0,35;0,05;0,4;0,295
36;179,4;0,36;0,05;0,41;0,295
37;272,9;0,37;0,05;0,42;0,295
38;833,9;0,38;0,05;0,43;0,295
39;1418,7333333333333;0,39;0,05;0,44;0,295
