densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;hay fotos;0.00143;22.8;no;1,00E-05;10.3;10cc57C;nan;24;2;57;27/09/2016 0:00;25;61;13;2450
