tf;av;max
118,433;47,3;47,9
119,433;47,3;47,7
120,433;47,2;47,6
121,433;47,1;47,5
122,433;47,0;47,5
123,433;47,0;47,4
124,433;46,9;47,3
125,433;46,8;47,2
126,433;46,8;47,1
127,433;46,7;47,0
128,433;46,6;46,9
129,433;46,6;46,9
130,433;46,5;46,8
131,433;46,3;46,7
132,433;46,3;46,6
133,433;46,3;46,7
134,433;46,2;46,5
135,433;46,0;46,3
136,433;46,0;46,2
137,433;45,8;46,1
138,433;45,8;46,1
141,1;45,5;45,8
142,1;45,5;45,8
143,1;45,3;45,6
144,1;45,2;45,6
145,1;45,1;45,5
146,1;45,1;45,5
147,1;45,0;45,4
148,1;45,0;45,4
149,1;44,9;45,3
150,1;44,9;45,3
151,1;44,8;45,2
152,1;44,8;45,1
153,1;44,7;45,0
154,1;44,6;45,0
155,1;44,5;44,9
156,1;44,5;44,9
157,1;44,4;44,7
158,1;44,4;44,7
159,1;44,4;44,7
160,1;44,4;44,6
161,1;44,3;44,6
162,1;44,3;44,5
163,1;44,2;44,4
164,1;44,1;44,3
165,1;44,0;44,3
166,1;43,8;44,2
167,1;43,7;44,2
168,1;43,5;44,1
169,1;43,4;44,1
170,1;43,2;44,1
171,1;43,1;44,0
172,1;43,0;44,0
173,1;42,9;43,9
174,1;42,7;43,8
175,1;42,6;43,8
176,1;42,5;43,8
177,1;42,4;43,7
178,1;42,3;43,7
179,1;42,2;43,7
180,1;42,2;43,6
181,1;42,1;43,6
182,1;42,0;43,6
183,1;42,0;43,5
184,1;42,0;43,5
185,1;41,9;43,4
186,1;41,8;43,4
187,1;41,8;43,3
188,1;41,7;43,3
189,1;41,7;43,2
190,1;41,6;43,2
191,1;41,6;43,2
192,1;41,5;43,2
193,1;41,4;43,2
194,1;41,4;43,1
195,1;41,2;43,0
196,1;41,2;43,1
197,1;41,1;43,1
198,1;41,0;43,0
199,1;40,8;43,0
200,1;40,7;43,0
201,1;40,6;43,0
202,1;40,5;42,9
203,1;40,4;42,8
204,1;40,3;42,8
205,1;40,1;42,7
206,1;40,0;42,7
207,1;39,9;42,7
208,1;39,7;42,6
209,1;39,6;42,6
210,1;39,5;42,6
211,1;51,0;72,6
212,7;39,3;42,6
213,733;39,2;42,6
214,733;39,1;42,5
215,733;39,0;42,4
216,733;38,9;42,4
217,733;38,8;42,4
218,733;38,8;42,4
219,733;38,7;42,3
220,733;38,7;42,3
221,733;38,7;42,3
222,733;38,6;42,3
223,733;38,6;42,3
224,733;38,5;42,2
225,733;38,4;42,3
226,733;38,4;42,3
227,733;38,3;42,2
228,733;38,3;42,2
229,733;38,3;42,2
230,733;38,3;42,1
231,733;38,3;42,1
232,733;38,2;42,1
233,733;38,2;42,0
234,733;38,1;42,0
235,733;38,2;42,0
236,733;38,2;42,0
237,733;38,1;41,9
238,733;38,1;41,9
239,733;38,1;41,9
240,733;38,1;41,9
241,733;38,1;41,9
242,733;38,1;41,9
243,733;38,1;41,8
244,733;38,1;41,8
245,733;38,1;41,8
246,733;38,1;41,7
247,733;38,0;41,6
248,733;38,1;41,7
249,733;38,1;41,6
250,733;38,1;41,6
251,733;38,1;41,6
252,733;38,1;41,6
253,733;38,0;41,6
254,733;38,0;41,6
255,733;38,0;41,5
256,733;37,9;41,5
257,733;38,0;41,5
258,733;37,9;41,4
259,733;37,9;41,4
260,733;38,0;41,5
261,733;38,0;41,4
262,733;38,0;41,3
263,733;38,0;41,3
264,733;38,0;41,3
265,733;37,9;41,3
266,733;37,9;41,2
267,733;37,9;41,2
268,733;37,9;41,2
269,733;37,9;41,2
270,733;37,8;41,2
271,733;37,8;41,2
272,733;37,8;41,1
273,733;37,8;41,1
274,733;37,7;41,1
275,733;37,6;41,0
276,733;37,5;41,0
277,733;37,5;41,0
278,733;37,4;41,0
279,733;37,4;41,0
280,733;37,3;40,9
281,733;37,3;40,9
282,733;37,3;40,9
283,733;37,3;40,9
284,733;37,3;40,8
285,733;37,2;40,8
286,733;37,2;40,8
287,733;37,2;40,8
288,733;37,2;40,8
289,733;37,1;40,7
290,733;37,1;40,7
291,733;37,1;40,6
292,733;37,0;40,7
293,733;37,0;40,7
294,733;36,9;40,6
295,733;36,9;40,6
296,733;36,9;40,6
297,733;36,9;40,6
298,733;51,3;72,7
300,266;36,8;40,5
301,266;36,8;40,5
302,266;36,8;40,4
303,266;36,8;40,4
304,266;36,7;40,4
305,266;36,7;40,4
306,266;36,6;40,3
307,266;36,6;40,3
308,266;36,6;40,3
309,266;36,6;40,2
310,266;36,5;40,2
311,266;36,6;40,2
312,266;36,5;40,1
313,266;36,5;40,1
314,266;36,4;40,1
315,266;36,4;40,1
316,266;36,3;40,1
317,266;36,3;40,0
318,266;36,3;40,0
319,266;36,3;40,0
320,266;36,3;40,0
321,266;36,2;40,0
322,266;36,2;39,9
323,266;36,2;39,9
324,266;36,2;39,9
325,266;36,2;39,9
326,266;36,2;39,9
327,266;36,2;39,8
328,266;36,2;39,8
329,266;36,2;39,8
330,266;36,2;39,8
331,266;36,2;39,7
332,266;36,2;39,8
333,266;36,2;39,6
334,266;36,2;39,7
335,266;36,2;39,6
336,266;36,1;39,6
337,266;36,2;39,6
338,266;36,2;39,6
339,266;36,1;39,5
340,266;36,1;39,5
341,266;36,2;39,5
342,266;36,2;39,5
343,266;36,1;39,5
344,266;36,1;39,5
345,266;36,1;39,4
346,266;36,1;39,4
347,266;36,1;39,4
348,266;36,1;39,4
349,266;36,1;39,4
350,266;36,1;39,3
351,266;36,1;39,4
352,266;36,1;39,3
353,266;36,1;39,3
354,266;36,0;39,3
355,266;36,0;39,2
356,266;36,0;39,2
357,266;36,0;39,2
358,266;36,0;39,2
359,266;36,0;39,2
360,266;36,0;39,1
361,266;36,0;39,2
362,266;36,0;39,2
363,266;35,9;39,1
364,266;35,9;39,1
365,266;35,9;39,1
366,266;35,9;39,1
367,266;35,9;39,1
368,266;35,9;39,0
369,266;35,9;39,0
370,266;35,8;38,9
371,266;35,9;39,0
372,266;35,9;38,9
373,266;35,9;38,9
374,266;35,9;38,9
375,266;35,8;38,8
376,266;35,9;38,9
377,266;35,8;38,9
378,266;35,8;38,8
379,266;35,8;38,8
380,266;35,8;38,8
381,266;35,8;38,8
382,266;35,8;38,8
383,266;35,8;38,7
384,266;35,8;38,7
385,266;35,8;38,7
386,266;35,8;38,8
387,266;35,7;38,7
388,266;35,7;38,6
389,266;35,7;38,6
390,266;35,8;38,7
391,266;35,7;38,6
392,266;35,7;38,6
393,266;35,7;38,6
394,266;35,7;38,5
395,266;35,7;38,5
396,266;35,7;38,5
397,266;35,7;38,5
398,266;35,7;38,5
399,266;35,7;38,5
400,266;35,7;38,5
401,266;35,7;38,4
402,266;35,6;38,4
403,266;35,6;38,4
404,266;35,6;38,4
405,266;35,6;38,4
407,7;35,7;38,4
408,7;35,6;38,4
409,7;35,6;38,3
410,7;35,6;38,3
411,7;35,6;38,3
412,7;35,6;38,3
413,7;35,5;38,3
414,7;35,4;38,3
415,7;35,4;38,2
416,7;35,4;38,3
417,7;35,4;38,2
418,7;35,4;38,2
419,7;35,4;38,2
420,7;35,5;38,2
421,7;35,5;38,1
422,7;35,5;38,1
423,7;35,5;38,1
424,7;35,5;38,2
425,7;35,5;38,2
426,7;35,4;38,2
427,7;35,5;38,1
428,7;35,5;38,0
429,7;35,6;38,0
430,7;35,6;38,0
431,7;35,5;38,0
432,7;35,6;37,9
433,7;35,6;37,9
434,7;35,6;37,9
435,7;35,6;37,9
436,7;35,6;37,9
437,7;35,5;37,8
438,7;35,6;37,8
439,7;35,5;37,8
440,7;35,6;37,8
441,7;35,6;37,8
442,7;35,5;37,8
443,7;35,6;37,8
444,7;35,6;37,7
445,7;35,5;37,8
446,7;35,6;37,8
447,7;35,5;37,7
448,7;35,5;37,7
449,7;35,5;37,6
450,7;35,5;37,7
451,7;35,5;37,7
452,7;35,5;37,7
453,7;35,4;37,6
454,7;35,4;37,6
455,7;35,4;37,7
456,7;35,4;37,6
457,7;35,3;37,5
458,7;35,3;37,5
459,7;35,3;37,5
460,7;35,3;37,5
461,7;35,3;37,5
462,7;35,3;37,5
463,7;35,3;37,5
464,7;35,3;37,5
465,7;35,3;37,4
466,7;35,3;37,4
467,7;35,3;37,4
468,7;35,3;37,4
469,7;35,3;37,4
470,7;35,2;37,4
471,7;35,1;37,4
472,7;35,1;37,3
473,7;35,1;37,3
474,7;35,0;37,3
475,7;35,0;37,3
476,7;35,0;37,3
477,7;35,0;37,3
478,7;35,0;37,3
479,7;35,0;37,2
480,7;35,0;37,2
481,7;35,0;37,2
482,7;35,0;37,1
483,7;35,0;37,2
484,7;35,0;37,1
485,7;35,0;37,1
486,7;34,9;37,1
487,7;34,9;37,0
488,7;34,9;37,0
489,7;34,9;37,1
490,7;34,9;37,1
491,7;34,9;37,0
492,7;34,9;37,0
493,7;34,9;37,1
494,7;34,9;37,1
495,7;34,9;37,0
496,7;34,9;37,0
497,7;34,8;36,9
498,7;34,8;36,9
499,7;34,9;36,9
500,7;34,9;36,9
501,7;34,9;36,9
502,7;35,0;36,8
503,7;34,9;36,8
504,7;35,0;36,8
505,7;35,0;36,8
506,7;35,0;36,8
507,7;35,0;36,8
508,7;35,0;36,8
509,7;35,0;36,8
510,7;35,0;36,7
511,7;35,0;36,7
512,7;35,0;36,8
513,7;35,0;36,8
514,7;35,0;36,7
515,7;35,0;36,7
516,7;35,1;36,7
517,7;35,1;36,6
518,7;35,0;36,6
519,7;35,1;36,7
520,7;35,0;36,6
521,7;35,0;36,6
522,7;35,1;36,6
523,7;35,1;36,6
524,7;35,1;36,5
525,7;35,1;36,5
526,7;35,1;36,5
527,7;35,1;36,5
528,7;35,1;36,5
529,7;35,1;36,5
530,7;35,1;36,5
531,7;35,1;36,5
532,7;35,1;36,4
533,7;35,1;36,4
534,7;35,1;36,4
535,7;35,2;36,4
536,7;52,2;73,4
538;35,3;36,5
539;35,3;36,4
540;35,3;36,4
541,033;35,3;36,4
542,033;35,3;36,4
543,033;35,3;36,4
544,033;35,4;36,4
545,033;35,3;36,3
546,033;35,4;36,4
547,033;35,3;36,4
548,033;35,3;36,3
549,033;35,3;36,3
550,033;35,3;36,3
551,033;35,2;36,3
552,033;35,2;36,3
553,033;35,2;36,3
554,033;35,2;36,2
555,033;35,1;36,2
556,033;35,1;36,2
557,033;35,1;36,1
558,033;35,0;36,2
559,033;35,1;36,1
560,033;35,1;36,1
561,033;35,1;36,1
562,033;35,2;36,1
563,033;35,1;36,1
564,033;35,1;36,1
565,033;35,1;36,1
566,033;35,1;36,1
567,033;35,2;36,1
568,033;35,1;36,1
569,033;35,1;36,1
570,033;35,1;36,0
571,033;35,1;36,0
572,033;35,1;36,0
573,033;35,1;36,0
574,033;35,1;35,9
575,033;35,2;36,0
576,033;35,2;35,9
577,033;35,2;36,0
578,033;35,2;35,9
579,033;35,2;35,9
580,033;35,2;35,9
581,033;35,2;35,9
582,033;35,2;35,9
583,033;35,2;35,9
584,033;35,2;35,8
585,033;35,2;35,8
586,033;35,2;35,8
587,033;35,1;35,8
588,033;35,1;35,8
589,033;35,1;35,8
590,033;35,2;35,8
591,033;35,2;35,7
592,033;35,2;35,8
593,033;35,2;35,7
594,033;35,2;35,8
595,033;35,1;35,7
596,033;35,2;35,7
597,033;35,2;35,7
598,033;35,2;35,8
599,033;35,3;35,7
600,033;35,3;35,7
601,033;35,3;35,7
602,033;35,3;35,7
603,033;35,2;35,7
604,033;35,2;35,7
605,033;35,2;35,6
606,033;35,2;35,6
607,033;35,2;35,6
608,033;35,2;35,6
609,033;35,3;35,6
610,033;35,2;35,6
611,033;35,2;35,6
612,033;35,2;35,6
613,033;35,2;35,7
614,033;35,2;35,7
615,033;35,2;35,7
616,033;35,2;35,6
617,033;35,2;35,6
618,033;35,1;35,6
619,033;35,1;35,5
620,033;35,1;35,6
621,033;35,1;35,5
622,033;35,1;35,5
623,033;35,0;35,5
624,033;34,9;35,5
625,033;34,9;35,4
626,033;35,0;35,5
627,033;34,9;35,4
628,033;35,0;35,4
629,033;35,0;35,4
630,033;35,0;35,4
631,033;35,0;35,5
632,033;34,9;35,5
633,033;34,9;35,5
634,033;34,8;35,4
635,033;34,8;35,5
636,033;34,7;35,4
637,033;34,7;35,4
638,033;34,7;35,4
639,033;34,7;35,4
640,033;34,7;35,4
641,033;34,6;35,4
642,033;34,7;35,4
643,033;34,7;35,4
644,033;34,7;35,5
645,033;34,7;35,4
646,033;34,7;35,4
647,033;34,7;35,4
648,033;34,7;35,3
649,033;34,8;35,4
650,033;34,8;35,4
651,033;34,8;35,4
652,033;34,9;35,4
653,033;34,9;35,4
654,033;34,8;35,3
655,033;34,8;35,3
656,033;34,8;35,3
657,033;34,8;35,4
658,033;34,9;35,3
659,033;34,9;35,4
660,033;34,9;35,4
661,033;34,9;35,4
662,033;34,9;35,3
663,033;35,0;35,4
664,033;35,0;35,3
665,033;35,0;35,4
666,033;35,0;35,3
667,033;35,0;35,2
668,033;34,9;35,2
669,033;34,8;35,2
670,033;34,9;35,2
671,033;34,9;35,2
672,033;35,0;35,3
673,033;35,0;35,3
674,033;35,0;35,3
675,033;35,0;35,3
676,033;35,0;35,5
677,033;35,0;35,5
678,033;35,0;35,5
679,033;35,0;35,5
680,033;35,0;35,4
682,233;35,1;35,4
683,266;35,2;35,5
684,266;35,1;35,4
685,266;35,0;35,3
686,266;35,1;35,4
687,266;35,1;35,4
688,266;35,1;35,5
689,266;35,1;35,4
690,266;35,1;35,4
691,266;35,1;35,4
692,266;35,1;35,4
693,266;35,1;35,4
694,266;35,1;35,4
695,266;35,1;35,4
696,266;35,1;35,4
697,266;35,1;35,3
698,266;35,1;35,3
699,266;35,1;35,3
700,266;35,1;35,3
701,266;35,1;35,3
702,266;35,1;35,4
703,266;35,0;35,3
704,266;34,9;35,3
705,266;34,9;35,3
706,266;34,9;35,3
707,266;34,9;35,4
708,266;34,9;35,4
709,266;34,9;35,4
710,266;34,8;35,4
711,266;34,8;35,4
712,266;34,8;35,4
713,266;34,8;35,4
714,266;34,8;35,4
715,266;34,8;35,5
716,266;34,8;35,5
717,266;34,7;35,4
718,266;34,7;35,4
719,266;34,6;35,5
720,266;34,6;35,4
721,266;34,6;35,5
722,266;34,7;35,5
723,266;34,7;35,5
724,266;34,7;35,4
725,266;34,8;35,4
726,266;34,8;35,4
727,266;34,8;35,4
728,266;34,8;35,4
729,266;34,7;35,3
730,266;34,7;35,3
731,266;34,8;35,3
732,266;34,8;35,3
733,266;34,7;35,2
734,266;34,7;35,3
735,266;34,7;35,3
736,266;34,6;35,2
737,266;34,5;35,2
738,266;34,5;35,2
739,266;34,5;35,3
740,266;34,6;35,3
741,266;34,7;35,3
742,266;34,7;35,3
743,266;34,6;35,3
744,266;34,5;35,3
745,266;34,6;35,3
746,266;34,6;35,3
747,266;34,5;35,3
748,266;34,5;35,2
749,266;34,5;35,3
750,266;34,6;35,3
751,266;34,6;35,2
752,266;34,7;35,2
753,266;34,6;35,1
754,266;34,6;35,2
755,266;34,6;35,2
756,266;34,6;35,2
757,266;34,6;35,2
758,266;34,6;35,2
759,266;34,6;35,3
760,266;34,7;35,2
761,266;34,7;35,3
762,266;34,7;35,3
763,266;34,7;35,2
764,266;34,6;35,2
765,266;34,6;35,2
766,266;34,6;35,2
767,266;34,6;35,2
768,266;34,6;35,1
769,266;34,6;35,2
770,266;34,6;35,2
771,266;34,7;35,2
772,266;34,7;35,3
773,266;34,7;35,3
774,266;34,7;35,3
775,266;34,7;35,3
776,266;34,7;35,3
777,266;34,7;35,3
778,266;34,7;35,4
779,266;34,7;35,3
780,266;34,7;35,4
781,266;34,7;35,3
782,266;34,7;35,4
783,266;34,7;35,2
784,266;34,6;35,1
785,266;34,6;35,1
786,266;34,6;35,1
787,266;34,6;35,1
788,266;34,6;35,1
789,266;34,6;35,2
790,266;34,7;35,2
791,266;34,7;35,2
792,266;34,7;35,2
793,266;34,6;35,2
794,266;34,6;35,2
795,266;34,6;35,2
796,266;34,6;35,2
797,266;34,6;35,2
798,266;34,7;35,2
799,266;34,7;35,3
800,266;34,7;35,2
801,266;34,7;35,2
802,266;34,7;35,1
803,266;34,8;35,1
804,266;34,7;35,1
805,266;34,7;35,1
806,266;34,8;35,1
807,266;34,8;35,1
808,266;34,8;35,1
809,266;34,8;35,1
810,266;34,7;35,1
811,266;34,8;35,1
812,266;34,8;35,1
813,266;34,8;35,1
814,266;34,7;35,1
815,266;34,7;35,1
816,266;34,7;35,2
817,266;34,7;35,2
818,266;34,7;35,2
819,266;34,6;35,1
820,266;34,7;35,1
821,266;34,7;35,2
822,266;34,6;35,1
823,266;34,7;35,2
824,266;34,6;35,2
825,266;34,6;35,2
826,266;34,6;35,2
827,266;34,6;35,1
828,266;34,5;35,1
829,266;34,4;35,0
830,266;34,4;35,0
831,266;34,4;35,0
832,266;34,4;35,1
833,266;34,4;35,0
834,266;34,4;35,0
835,266;34,3;35,0
836,266;53,0;73,9
837,433;34,4;35,1
838,433;34,4;35,1
839,433;34,4;35,1
840,433;34,4;35,1
841,433;34,5;35,1
842,433;34,5;35,1
843,433;34,6;35,1
844,433;34,5;35,1
845,433;34,5;35,1
846,433;34,5;35,1
847,433;34,5;34,9
848,433;34,5;34,9
849,433;34,5;35,0
850,433;34,5;35,0
851,433;34,4;35,0
852,433;34,4;34,9
853,433;34,4;34,9
854,433;34,3;35,0
855,433;34,3;34,9
856,433;34,2;34,8
857,433;34,2;34,9
858,433;34,2;34,8
859,433;34,3;34,7
860,433;34,4;34,8
861,433;34,4;34,8
862,433;34,4;34,8
863,433;34,4;34,8
864,433;34,4;34,9
865,433;34,4;34,9
866,433;34,4;34,8
867,433;34,4;34,9
868,433;34,4;34,8
869,433;34,3;34,8
870,433;34,3;34,8
871,433;34,3;34,8
872,433;34,3;34,8
873,433;34,4;34,8
874,433;34,4;34,8
875,433;34,4;34,9
876,433;34,3;34,8
877,433;34,3;34,8
878,433;34,3;34,8
879,433;34,4;34,8
880,433;34,4;34,7
881,433;34,3;34,8
882,433;34,3;34,7
883,433;34,2;34,7
884,433;34,1;34,6
885,433;34,2;34,6
886,433;34,2;34,6
887,433;34,3;34,6
888,433;34,3;34,6
889,433;34,3;34,7
890,433;34,3;34,7
891,433;34,4;34,7
892,433;34,4;34,7
893,433;34,4;34,7
894,433;34,4;34,7
895,433;34,5;34,7
896,433;34,5;34,7
897,433;34,5;34,7
898,433;34,5;34,7
899,433;34,5;34,8
900,433;34,4;34,7
901,433;34,4;34,8
902,433;34,3;34,7
903,466;34,3;34,7
904,466;34,4;34,8
905,466;34,4;34,8
906,466;34,3;34,7
907,466;34,3;34,7
908,466;34,3;34,7
909,466;34,3;34,7
910,466;34,3;34,5
911,466;34,2;34,5
912,466;34,2;34,5
913,466;34,2;34,5
914,466;34,1;34,6
915,466;34,1;34,5
916,466;34,1;34,5
917,466;34,1;34,5
918,466;34,2;34,5
919,466;34,2;34,5
920,466;34,2;34,6
921,466;34,2;34,5
922,466;34,1;34,5
923,466;34,1;34,6
924,466;34,1;34,6
925,466;34,2;34,7
926,466;34,1;34,7
927,466;34,1;34,7
928,466;34,1;34,6
929,466;34,1;34,5
930,466;34,1;34,5
931,466;34,1;34,5
932,466;34,1;34,6
933,466;34,1;34,5
934,466;34,1;34,6
935,466;34,1;34,6
936,466;34,1;34,6
937,466;34,1;34,5
938,466;34,0;34,4
939,466;34,1;34,4
940,466;34,1;34,5
941,466;34,1;34,6
942,466;34,2;34,5
943,466;34,2;34,6
944,466;34,1;34,6
945,466;34,1;34,6
946,466;34,1;34,5
947,466;34,1;34,5
948,466;34,1;34,5
949,466;34,1;34,5
950,466;34,2;34,6
951,466;34,2;34,6
952,466;34,2;34,6
953,466;34,2;34,6
954,466;34,1;34,6
955,466;34,2;34,6
956,466;34,1;34,6
957,466;34,1;34,5
958,466;34,1;34,5
959,466;34,1;34,5
960,466;34,1;34,5
961,466;34,0;34,5
962,466;34,1;34,6
963,466;34,2;34,6
964,466;34,2;34,7
965,466;34,2;34,7
966,466;34,2;34,7
967,466;34,2;34,7
968,466;34,2;34,7
969,466;34,2;34,8
970,466;34,2;34,8
971,466;34,2;34,8
972,466;34,2;34,9
973,466;34,2;34,8
974,466;34,2;34,9
975,466;34,2;34,9
976,466;34,3;35,0
977,466;34,2;35,0
978,466;34,1;34,9
979,466;34,2;34,9
980,466;34,3;34,9
981,466;34,3;35,0
982,466;34,3;35,0
983,466;34,3;35,0
984,466;34,3;35,0
985,466;34,3;35,0
986,466;34,4;35,0
987,466;34,4;35,1
988,466;34,4;35,1
989,466;34,4;35,1
990,466;34,4;35,2
991,466;34,4;35,3
992,466;34,4;35,2
993,466;34,3;35,2
994,466;34,4;35,3
995,466;34,4;35,3
996,466;34,5;35,3
997,466;34,5;35,3
998,466;34,5;35,3
999,466;34,5;35,3
1000,466;34,5;35,4
1001,466;34,5;35,4
1002,466;34,5;35,5
1003,466;34,6;35,5
1004,466;34,6;35,5
1005,466;34,6;35,6
1006,466;34,6;35,7
1007,466;34,5;35,8
1008,466;34,6;36,6
1009,466;31,7;32,0
1011,499;34,6;36,8
1012,499;34,7;36,8
1013,532;34,6;36,7
1014,532;34,5;36,7
1015,532;34,5;36,6
1016,532;34,5;36,6
1017,532;34,5;36,6
1018,532;34,6;36,6
1019,532;34,6;36,6
1020,532;34,6;36,6
1021,532;34,7;36,6
1022,532;34,7;36,5
1023,532;34,8;36,5
1024,532;34,8;36,6
1025,532;34,9;36,5
1026,532;35,0;36,5
1027,532;35,0;36,5
1028,532;35,0;36,4
1029,532;35,0;36,4
1030,532;35,1;36,3
1031,532;35,2;36,3
1032,532;35,3;36,3
1033,532;35,3;36,2
1034,532;35,4;36,3
1035,532;35,4;36,3
1036,532;35,4;36,3
1037,532;35,5;36,4
1038,532;35,5;36,3
1039,532;35,5;36,3
1040,532;35,5;36,3
1041,532;35,5;36,3
1042,532;35,6;36,4
1043,532;35,6;36,4
1044,532;35,7;36,4
1045,532;35,7;36,4
1046,532;35,7;36,4
1047,532;35,7;36,4
1048,532;35,7;36,4
1049,532;35,8;36,4
1050,532;35,8;36,4
1051,532;35,7;36,4
1052,532;35,7;36,5
1053,532;35,7;36,5
1054,532;35,7;36,6
1055,532;35,6;36,5
1056,532;35,6;36,5
1057,532;35,7;36,5
1058,532;35,7;36,5
1059,532;35,8;37,3
1060,532;35,8;37,3
1061,532;35,8;37,2
1062,532;35,8;37,1
1063,532;35,8;37,0
1064,532;35,9;37,1
1065,532;35,8;37,0
1066,532;35,8;37,0
1067,532;35,8;36,9
1068,532;35,8;36,8
1069,532;35,8;36,8
1070,532;35,8;36,8
1071,532;35,8;36,7
1072,532;35,8;36,7
1073,532;35,9;36,7
1074,532;35,9;36,8
1075,532;35,8;36,8
1076,532;35,8;36,8
1077,532;35,8;36,8
1078,532;35,8;36,8
1079,532;35,7;36,7
1080,532;35,7;36,7
1081,532;35,6;36,7
1082,532;35,6;36,6
1083,532;35,5;36,7
1084,532;35,5;36,7
1085,532;35,5;36,7
1086,532;35,5;36,7
1087,532;35,4;36,6
1088,532;35,5;36,7
1089,532;35,4;36,6
1090,532;35,4;36,6
1091,532;35,2;36,6
1092,532;35,1;36,5
1093,532;35,1;36,4
1094,532;35,3;36,5
1095,532;35,3;36,5
1096,532;35,4;36,4
1097,532;35,4;36,3
1098,532;35,4;36,3
1099,532;35,4;36,1
1100,532;35,3;36,2
1101,532;35,3;36,2
1102,532;35,3;36,1
1103,532;35,2;36,0
1104,532;35,2;35,9
1105,532;35,3;36,0
1106,532;35,4;35,9
1107,532;35,4;36,0
1108,532;35,5;36,0
1109,532;35,6;36,0
1110,532;35,6;36,0
1111,532;35,6;35,9
1112,532;35,5;35,9
1113,532;35,6;35,9
1114,532;35,6;35,9
1115,532;35,6;35,9
1116,532;35,7;36,0
1117,532;35,6;35,9
1118,532;35,6;35,9
1119,532;35,6;35,9
1120,532;35,6;35,8
1121,532;35,6;35,8
1122,532;35,5;35,9
1123,532;35,6;35,9
1124,532;35,6;35,9
1125,532;35,5;35,9
1126,532;35,4;35,7
1127,532;35,6;35,8
1128,532;35,5;35,8
1129,532;35,6;35,8
1130,532;35,6;35,8
1131,532;35,6;35,7
1132,532;35,6;35,7
1133,532;35,5;35,8
1134,532;35,5;35,7
1135,532;35,4;35,8
1136,532;35,4;35,8
1137,532;35,4;36,3
1138,532;35,4;36,3
1139,532;35,5;36,3
1140,532;35,4;36,3
1141,532;35,5;36,3
1142,532;35,5;36,2
1143,532;35,4;36,2
1144,532;35,5;36,3
1145,532;35,5;36,2
1146,532;35,5;36,2
1147,532;35,5;36,2
1148,532;35,5;36,2
1149,532;35,5;36,2
1150,532;35,5;36,2
1151,532;35,5;36,1
1152,532;35,4;36,1
1153,532;35,6;36,1
1154,532;35,5;36,1
1155,532;35,5;36,0
1156,532;35,6;36,0
1157,532;35,6;35,9
1158,532;35,6;35,9
1159,532;35,7;35,9
1160,532;35,8;35,9
1161,532;35,7;35,9
1162,532;35,7;35,9
1163,532;35,7;35,8
1164,532;35,7;35,9
