FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;1666;0,587635054;0,06362545;0,055222089;0,120648259;0,049819928;0,070828331;0,027611044;0,024609844;0
1;2254;0,47826087;0,053238687;0,035492458;0,066104703;0,022626442;0,068322981;0,20851819;0,06743567;0
2;3051;0,44346116;0,043592265;0,025565388;0,033431662;0,018354638;0,033759423;0,106850213;0,234677155;0,060308096
3;3677;0,403589883;0,039162361;0,01958118;0,014413924;0,010606473;0,027740005;0,071797661;0,221648083;0,19146043
4;3923;0,305378537;0,037216416;0,013764976;0,01172572;0,011470813;0,023196533;0,071119042;0,253887331;0,272240632
5;4629;0,281270253;0,037373083;0,013177792;0,009721322;0,011665587;0,021602938;0,055519551;0,266796284;0,302873191
6;5272;0,263467375;0,030918058;0,012898331;0,012898331;0,008345979;0,017830046;0,051403642;0,286418816;0,315819423
7;7558;0,202699127;0,026991268;0,010584811;0,01018788;0,008335539;0,017068007;0,04855782;0,369674517;0,305901032
8;7927;0,170304024;0,026239435;0,010596695;0,010975148;0,006938312;0,018544216;0,053866532;0,411378832;0,291156806
9;8468;0,161549362;0,023618328;0,011336797;0,009801606;0,010628248;0,015233821;0,057038262;0,434222957;0,276570619
10;9169;0,166866616;0,024102956;0,009161304;0,011233504;0,008288799;0,015268841;0,056712837;0,438106664;0,27025848
11;9685;0,158182757;0,022818792;0,010738255;0,01011874;0,007847186;0,01641714;0,058337636;0,468146618;0,247392876
12;9992;0,134607686;0,022918335;0,009107286;0,010208167;0,008706966;0,016913531;0,065752602;0,518614892;0,213170536
13;10578;0,134524485;0,020797882;0,010588013;0,010115334;0,008224617;0,017300057;0,067687654;0,619304216;0,111457742
14;11097;0,128503199;0,021357124;0,01054339;0,009822475;0,007569613;0,017662431;0,071731098;0,724430026;0,008380643
15;11603;0,123588727;0,020081014;0,00991123;0,010686891;0,007153322;0,017495475;0,075411532;0,735671809;0
16;12107;0,118526472;0,019988436;0,009994218;0,009829025;0,0078467;0,01858429;0,078714793;0,736516065;0
17;12658;0,11613209;0,01998736;0,009480171;0,009875178;0,008058145;0,018249328;0,083978512;0,734239216;0
18;13333;0,12360309;0,019950499;0,009000225;0,010200255;0,007725193;0,017325433;0,085802145;0,72639316;0
19;13774;0,115362277;0,01967475;0,009075069;0,00922027;0,007768259;0,019602149;0,100479164;0,718818063;0
20;14269;0,112761931;0,018151237;0,010021725;0,009531151;0,007428692;0,019763123;0,117107015;0,705235125;0
21;14581;0,100953295;0,017625677;0,00884713;0,010013031;0,007063987;0,019957479;0,198820383;0,636719018;0
22;15153;0,099980202;0,017224312;0,009173101;0,009767043;0,008579159;0,020392002;0,265689962;0,569194219;0
23;15676;0,100791018;0,016266905;0,009632559;0,009696351;0,007272263;0,022390916;0,382176576;0,451773412;0
24;16182;0,104004449;0,017179582;0,009763935;0,009393153;0,007230256;0,025336794;0,4264615;0,40063033;0
25;16572;0,101074101;0,017076997;0,008930727;0,008870384;0,008327299;0,030352402;0,503258508;0,322109582;0
26;16970;0,097642899;0,017088981;0,0087802;0,009074838;0,00854449;0,034649381;0,557454331;0,266764879;0
27;17407;0,095536279;0,016372724;0,008732119;0,00993853;0,007525708;0,039983915;0,596139484;0,225771241;0
28;18096;0,105161362;0,015583554;0,00867595;0,009560124;0,007460212;0,041777188;0,610024315;0,201757294;0
29;18532;0,100366933;0,01581049;0,008363911;0,009712929;0,008363911;0,100798619;0,586930714;0,169652493;0
30;19119;0,10078979;0,015691197;0,008420943;0,009780846;0,008054815;0,161043988;0,55923427;0,136984152;0
31;19254;0,087877844;0,015373429;0,008985146;0,008985146;0,008933209;0,18764932;0,574010595;0,108185312;0
32;19802;0,092263408;0,015503484;0,008534491;0,009493991;0,008180992;0,226896273;0,545449955;0,093677406;0
33;20188;0,087923519;0,015553794;0,009114325;0,009659203;0,007380622;0,265256588;0,537150783;0,067961165;0
34;20519;0,08338613;0,014035772;0,009649593;0,009698328;0,007895122;0,298991179;0,544714655;0,031629222;0
35;20959;0,082255833;0,01431366;0,009733289;0,009447016;0,009017606;0,331265805;0,533708669;0,010258123;0
36;21522;0,085958554;0,014775578;0,009014032;0,009710993;0,008549391;0,356100734;0,512777623;0,003113094;0
37;21946;0,085026884;0,013852183;0,008703181;0,009887907;0,009158844;0,387542149;0,485828853;0;0
38;22635;0,093085929;0,014358295;0,007952286;0,009940358;0,008924232;0,411663353;0,454075547;0;0
