densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;nan;0.00143;23;nan;1e-06;10;1cc59C;primer flir, mal encuadrado, no se pueden obtener todos los datos;6;1;58.9;2016-06-25 00:00:00
