;perfil: distancia;perfil: espesor
0;0,0;0,006
1;0,05;0,01
2;0,1;0,011000000000000001
3;0,15;0,013000000000000001
4;0,2;0,013000000000000001
5;0,25;0,013500000000000002
6;0,3;0,014499999999999999
7;0,35;0,0155
8;0,4;0,016
9;0,45;0,015
10;0,5;0,013000000000000001
11;0,505;0,0
