;perfil: distancia;perfil: espesor
0;0,0;0,003
1;0,05;0,006
2;0,1;0,009000000000000001
3;0,15;0,01
4;0,2;0,011000000000000001
5;0,25;0,012
6;0,3;0,013000000000000001
7;0,35;0,013999999999999999
8;0,4;0,017
9;0,45;0,016
10;0,5;0,013000000000000001
11;0,52;0,013999999999999999
12;0,535;0,0
