FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;844;0,438388626;0,561611374;0;0;0;0;0;0;0
1;852;0,4342723;0,5657277;0;0;0;0;0;0;0
2;853;0,438452521;0,561547479;0;0;0;0;0;0;0
3;903;0,430786268;0,544850498;0,003322259;0,002214839;0,002214839;0,004429679;0,008859358;0,003322259;0
4;975;0,384615385;0,500512821;0,009230769;0,007179487;0,003076923;0,01025641;0,012307692;0,034871795;0,033846154
5;1148;0,338850174;0,445121951;0,006968641;0,006968641;0,010452962;0,006097561;0,022648084;0,044425087;0,073170732
6;1218;0,327586207;0,411330049;0,008210181;0,015599343;0,009852217;0,013136289;0,022988506;0,073070608;0,112479475
7;1273;0,315789474;0,399842891;0,008641005;0,014139827;0,011783189;0,014925373;0,031421838;0,105263158;0,098193244
8;1312;0,302591463;0,385670732;0,016768293;0,014481707;0,013719512;0,011432927;0,039634146;0,142530488;0,073170732
9;1390;0,29352518;0,367625899;0,008633094;0,015827338;0,012230216;0,017266187;0,048201439;0,189928058;0,04676259
10;1489;0,270651444;0,34116857;0,013431833;0,010073875;0,018804567;0,014103425;0,067159167;0,24513096;0,019476158
11;1598;0,254067584;0,313516896;0,010012516;0,01689612;0,016270338;0,017521902;0,083854819;0,280350438;0,007509387
12;1709;0,238150965;0,293153891;0,010532475;0,01170275;0,02106495;0,019309538;0,130485664;0,270333528;0,005266238
13;1809;0,219458264;0,288557214;0,008291874;0,011055832;0,019347706;0,022111664;0,174129353;0,25594251;0,001105583
14;1911;0,217163789;0,264782836;0,011512297;0,013082156;0,017791732;0,026687598;0,193615908;0,254840398;0,000523286
15;2014;0,20754717;0,253227408;0,009930487;0,016385303;0,019364449;0,022840119;0,187189672;0,272591857;0,010923535
16;2136;0,197565543;0,240636704;0,012172285;0,014044944;0,016853933;0,024344569;0,185861423;0,256086142;0,052434457
17;2258;0,188219663;0,232949513;0,011957484;0,008414526;0,019043401;0,024357839;0,200620018;0,224092117;0,077059345
18;2361;0,18720881;0,221939856;0,008047438;0,01270648;0,020753918;0,02583651;0,214739517;0,196950445;0,088098263
19;2440;0,177459016;0,220081967;0,010245902;0,011065574;0,019262295;0,025;0,232786885;0,175819672;0,106557377
20;2519;0,177054387;0,210797936;0,007939659;0,015879317;0,021834061;0,025406908;0,23302898;0,172290592;0,116315998
21;2569;0,174776178;0,20241339;0,012066952;0,011288439;0,022187622;0,027247956;0,246010121;0,169715843;0,123783573
22;2640;0,168560606;0,199242424;0,010984848;0,011363636;0,022348485;0,03219697;0,2375;0,188257576;0,118560606
23;2715;0,165377532;0,191896869;0,011049724;0,013996317;0,018416206;0,031675875;0,23572744;0,215469613;0,104235727
24;2784;0,159482759;0,193247126;0,00862069;0,01329023;0,02191092;0,029454023;0,229885057;0,235272989;0,096264368
25;2842;0,158339198;0,18156228;0,010204082;0,017593244;0,021111893;0,030612245;0,22836031;0,247361013;0,091133005
26;2902;0,151964163;0,184355617;0,011371468;0,011026878;0,024121296;0,033080634;0,229152309;0,255685734;0,090971744
27;2968;0,149932615;0,178571429;0,010781671;0,014487871;0,020889488;0,036051213;0,230121294;0,261792453;0,09097035
28;3057;0,149492967;0,175008178;0,008177952;0,015701668;0,023879621;0,02911351;0,230618253;0,263002944;0,10271508
29;3132;0,144636015;0,170178799;0,010855683;0,013090677;0,022030651;0,036398467;0,225734355;0,262452107;0,114623244
