;perfil: distancia;perfil: espesor
0;0,0;0,005
1;0,05;0,009000000000000001
2;0,1;0,011000000000000001
3;0,15;0,0125
4;0,2;0,013000000000000001
5;0,25;0,015
6;0,3;0,0155
7;0,35;0,018000000000000002
8;0,4;0,018500000000000003
9;0,45;0,017
10;0,49;0,018000000000000002
11;0,495;0,0
