densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha
1240;hay fotos;0.00143;24.1;no;1e-06;10.5;1cc24C;nan;23;2;24.1;2016-09-27 00:00:00
