;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;0,9333333333333229;0,01;0,002;0,012;0,03
2;2,8333333333333286;0,02;0,005;0,025;0,04
3;3,6999999999999886;0,03;0,01;0,04;0,043
4;4,833333333333329;0,04;0,013999999999999999;0,054000000000000006;0,05
5;6,933333333333323;0,05;0,018000000000000002;0,068;0,062
6;9,933333333333323;0,06;0,022000000000000002;0,08199999999999999;0,08
7;12,799999999999997;0,07;0,025;0,095;0,09300000000000001
8;15,566666666666663;0,08;0,027999999999999997;0,10800000000000001;0,102
9;18,733333333333334;0,09;0,031;0,121;0,11
10;22,0;0,1;0,034;0,134;0,11900000000000001
11;25,166666666666657;0,11;0,036000000000000004;0,146;0,12300000000000001
12;28,5;0,12;0,038;0,158;0,13
13;31,799999999999997;0,13;0,04;0,17;0,138
14;35,33333333333333;0,14;0,042;0,182;0,14
15;39,0;0,15;0,044000000000000004;0,19399999999999998;0,14800000000000002
16;41,83333333333333;0,16;0,046;0,20600000000000002;0,155
17;46,0;0,17;0,047;0,217;0,158
18;49,93333333333332;0,18;0,048;0,228;0,162
19;53,33333333333333;0,19;0,049;0,239;0,168
20;57,499999999999986;0,2;0,05;0,25;0,17300000000000001
21;61,60000000000001;0,21;0,051;0,261;0,177
22;66,06666666666665;0,22;0,052000000000000005;0,272;0,18100000000000002
23;70,60000000000001;0,23;0,053;0,28300000000000003;0,183
24;75,33333333333333;0,24;0,055;0,295;0,19
25;79,73333333333333;0,25;0,055999999999999994;0,306;0,195
26;84,99999999999999;0,26;0,057;0,317;0,198
27;89,99999999999999;0,27;0,057999999999999996;0,32799999999999996;0,2
28;95,49999999999999;0,28;0,059000000000000004;0,33899999999999997;0,203
29;101,03333333333332;0,29;0,06;0,35;0,21
30;106,2;0,3;0,061;0,361;0,213
31;112,26666666666667;0,31;0,062;0,37200000000000005;0,217
32;117,8;0,32;0,062;0,382;0,22
33;124,26666666666667;0,33;0,062;0,392;0,225
34;130,2;0,34;0,062;0,402;0,23
35;136,86666666666667;0,35;0,062;0,41200000000000003;0,235
36;144,33333333333331;0,36;0,062;0,42200000000000004;0,23800000000000002
37;152,86666666666667;0,37;0,062;0,43200000000000005;0,239
38;165,16666666666669;0,38;0,062;0,442;0,24
39;181,16666666666663;0,39;0,062;0,452;0,24
40;201,33333333333331;0,4;0,062;0,462;0,24100000000000002
41;229,33333333333331;0,41;0,062;0,47200000000000003;0,242
42;270,16666666666663;0,42;0,062;0,48200000000000004;0,242
43;315,8333333333333;0,43;0,062;0,49200000000000005;0,242
44;383,8333333333333;0,44;0,062;0,502;0,242
45;460,3333333333333;0,45;0,062;0,512;0,242
46;579,3333333333334;0,46;0,062;0,522;0,242
