frame;frente
0;51,5
1;51,5
2;49,75
3;48,5
4;48,375
5;47,875
6;48
7;47,75
8;46,5
9;46,5
10;45,75
11;45,5
12;45,625
13;45,375
14;44,5
15;45,375
16;45,625
17;44,375
18;45,125
19;45,375
20;45,125
21;44,375
22;45
23;45,125
24;45,5
25;44,375
26;44,875
27;45,25
28;45,375
29;44,625
30;45
31;45,125
32;44,5
33;44,875
34;44,875
35;44,875
36;44,25
37;44,375
38;44,375
39;43,625
40;43,875
41;44
42;43,75
43;43,125
44;43,25
45;43,75
46;43,25
47;42,75
48;43,125
49;43,5
50;43,125
51;42,625
52;42,75
53;43
54;42,5
55;42,5
56;42,875
57;42,875
58;42,5
59;42,5
60;42,5
61;42,75
62;42,5
63;42,5
64;42,125
65;42,375
66;42,5
67;42,25
68;42,125
69;42,5
70;42,5
71;42,125
72;42,5
73;42,5
74;42,5
75;42,625
76;42,5
77;42,5
78;42,625
79;43,5
80;42,5
81;42,5
82;42,5
83;43,25
84;43,125
85;42,5
86;42,75
87;43,125
88;43,5
89;42,5
90;42,875
91;43,375
92;43,625
93;43,5
94;42,625
95;43
96;43,375
97;43,875
98;44,125
99;43,5
100;43
101;43,625
102;43,375
103;43,375
104;42,75
105;42,75
106;42,625
107;42,5
108;42,375
109;42,5
110;42,5
111;42
112;42
113;42,5
114;42,5
115;42,625
116;42
117;42,5
118;42,5
119;43,125
120;43,5
121;42,5
122;42,625
123;43,5
124;43,5
125;42,5
126;43,5
127;43,5
128;43,5
129;42,875
130;43,5
131;43,5
132;43,25
133;43,375
134;43,5
135;43,5
136;43
137;43,375
138;43,5
139;43,5
140;42,625
141;43
142;43,25
143;43,125
144;43,125
145;42,5
146;42,875
147;43
148;43
149;42,375
150;42,625
151;42,625
152;42,75
153;42,625
154;42,25
155;42
156;42,25
157;42,375
158;42,375
159;42,5
160;41,625
161;41,625
162;41,875
163;42,375
164;42,25
165;42,25
166;41,5
167;41,5
168;41,625
169;41,875
170;42
171;42,375
172;41,75
173;41,5
174;42,125
175;42,25
176;42,25
177;42,5
178;42,5
179;42,25
180;42
181;42,25
182;42,25
183;42,5
184;42,625
185;42
186;42,375
187;42,5
188;42,5
189;42,5
190;42,5
191;42,125
192;27,75
193;42,5
194;42,5
195;42,5
196;41,75
197;42,25
198;42,5
199;42,5
200;42,5
201;42,5
202;41,75
203;42,25
204;42,5
205;42,5
206;42,5
207;42,5
208;41,5
209;41,625
210;42
211;42
212;42
213;42,25
214;41,875
215;41,5
216;41,5
217;41,625
218;41,75
219;41,875
220;41,75
221;41,375
222;41,5
223;41,5
224;41,5
225;41,5
226;41,5
227;41,5
228;41,25
229;40,75
230;41
231;41,375
232;41,5
233;41,5
234;41,5
235;41,5
236;41,25
237;40,5
238;40,5
239;40,5
240;40,5
241;41,5
242;41,5
243;41,5
244;41,5
245;40,5
246;40,5
247;40,5
248;40,5
249;40,5
250;40,75
251;41,125
252;41
253;41,375
254;41,25
255;40,5
256;40,5
257;40,5
258;40,5
259;40,625
260;41
261;41
262;41
263;41
264;40,5
265;40,5
266;40,5
267;40,5
268;41
269;41
270;40,875
271;40,875
272;40,5
273;40,5
274;40,5
275;40,5
276;40,5
277;40,5
278;40,75
279;40,5
280;40,5
281;40,5
282;40,5
283;40,5
284;40,5
285;40,5
286;40,5
287;39,75
288;40,125
289;40,25
290;40,5
291;40,5
292;40,5
293;40,25
294;39,625
295;40
296;40
297;40
298;40,25
299;40,375
300;40,5
301;40,5
302;39,5
303;39,875
304;40
305;40,25
306;40,25
307;40,5
308;40,5
309;39,75
310;39,5
311;39,625
312;39,75
313;40
314;40
315;40
316;40
317;39,5
318;39,5
319;39,5
320;39,875
321;39,875
322;40
323;40
324;40
325;39,875
326;39,5
327;39,5
328;39,625
329;40
330;40
331;40
332;39,75
333;27,75
334;39,5
335;39,75
336;39,625
337;39,875
338;40
339;39,5
340;39,5
341;39,5
342;39,5
343;39,5
344;39,5
345;39,5
346;39,5
347;39,5
348;39,25
349;39,125
350;39,125
351;39,375
352;39,5
353;39,5
354;39,5
355;39,5
356;39,25
357;39
358;38,875
359;39
360;39
361;39,125
362;39
363;39,125
364;39
365;38,5
366;38,5
367;38,875
368;38,75
369;38,75
370;39
371;39
372;39
373;39
374;38,5
375;38,5
376;38,5
377;38,625
378;38,75
379;38,75
380;38,875
381;39
382;39
383;38,625
384;38,5
385;38,5
386;38,5
387;38,5
388;38,5
389;38,625
390;38,625
391;38,5
392;38,25
393;38,5
394;38,5
395;38,5
396;38,5
397;38,5
398;38,5
399;38,5
400;38,25
401;38
402;38,5
403;38,375
404;38,5
405;38,5
406;38,5
407;38,5
408;38,5
409;38,5
410;38,125
411;37,875
412;38,25
413;38,25
414;38,25
415;38,25
416;38,125
417;38,125
418;38,25
419;38,125
420;37,75
421;38
422;38
423;38
424;38,125
425;38
