densidad manjar;modelo 3D;volumen total teorico;t amb;termocupla;caudal;angulo inclinacion;NOMBRE;Obs;Exp #;uso manjar;t max;fecha;min;max;framei;framef
1240;nan;0.00143;24.8;si, punto eyeccion;1,00E-05;10;10cc59C;nan;12;?;59.9;28-06-2016 0:00;27.5;59;17;1990
