;perfil: distancia;perfil: espesor
0;-0,05;0,01
1;0,0;0,006
2;0,05;0,01
3;0,1;0,012
4;0,15;0,013999999999999999
5;0,2;0,015
6;0,25;0,017
7;0,3;0,018000000000000002
8;0,35;0,016
9;0,38;0,013999999999999999
10;0,39;0,0
