;perfil: distancia;perfil: espesor
0;-0,05;0,01
1;0,0;0,005
2;0,05;0,013000000000000001
3;0,1;0,012
4;0,15;0,013999999999999999
5;0,2;0,015
6;0,25;0,013999999999999999
7;0,3;0,016
8;0,35;0,015
9;0,39;0,013000000000000001
10;0,395;0,0
