;perfil: distancia;perfil: espesor
0;-0,05;0,013999999999999999
1;0,0;0,013000000000000001
2;0,05;0,018000000000000002
3;0,1;0,019
4;0,15;0,018500000000000003
5;0,2;0,02
6;0,25;0,0195
7;0,295;0,012
8;0,3;0,0
