;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;1,3999999999999986;0,01;0,002;0,012;0,03
2;3,0666666666666664;0,02;0,005;0,025;0,055
3;5,733333333333331;0,03;0,008;0,038;0,07200000000000001
4;8,73333333333333;0,04;0,01;0,05;0,08
5;11,733333333333334;0,05;0,011000000000000001;0,061;0,09
6;14,733333333333334;0,06;0,013000000000000001;0,073;0,1
7;18,733333333333334;0,07;0,013999999999999999;0,084;0,11
8;23,4;0,08;0,015;0,095;0,122
9;27,733333333333334;0,09;0,016;0,106;0,132
10;33,4;0,1;0,017;0,11699999999999999;0,14
11;39,266666666666666;0,11;0,018000000000000002;0,128;0,15
12;46,73333333333333;0,12;0,02;0,14;0,162
13;53,333333333333336;0,13;0,021;0,151;0,171
14;61,73333333333333;0,14;0,023;0,163;0,182
15;69,9;0,15;0,024;0,174;0,192
16;77,06666666666666;0,16;0,026000000000000002;0,18600000000000003;0,2
17;86,56666666666666;0,17;0,027000000000000003;0,19699999999999998;0,21
18;96,06666666666666;0,18;0,027999999999999997;0,20800000000000002;0,218
19;105,06666666666666;0,19;0,03;0,22;0,226
20;114,73333333333335;0,2;0,031;0,231;0,235
21;124,4;0,21;0,033;0,243;0,245
22;134,73333333333335;0,22;0,035;0,255;0,25
23;146,4;0,23;0,036000000000000004;0,266;0,258
24;166,56666666666666;0,24;0,038;0,278;0,265
25;198,73333333333335;0,25;0,04;0,29;0,27
26;257,4;0,26;0,042;0,302;0,27399999999999997
27;435,06666666666666;0,27;0,044000000000000004;0,314;0,276
28;741,0666666666666;0,28;0,046;0,326;0,276
29;1076,9;0,29;0,048;0,33799999999999997;0,276
30;1374,2333333333333;0,3;0,05;0,35;0,276
31;;;;;
32;;;;;
33;;;;;
34;;;;;
35;;;;;
36;;;;;
37;;;;;
38;;;;;0,05
