tiempo;spot 1 ;spot 2;spot 3;spot 4;term 1;term 2;term 3;term 4
4134,90;33,2;34,5;25,6;22,5;34,8;36,2;27,8;28,9
4135,90;33,1;34,4;25,6;22,4;34,8;36,2;27,8;28,9
4136,90;33,1;34,5;25,6;22,4;34,7;36,2;27,8;29
4137,90;33,1;34,5;25,6;22,4;34,7;36,3;27,9;28,9
4138,90;33,1;34,4;25,6;22,4;34,7;36,2;27,8;28,9
4139,90;33,2;34,5;25,6;22,4;34,7;36,2;27,9;28,9
4140,90;33,1;34,4;25,6;22,4;34,7;36,2;27,8;28,9
4141,90;33,1;34,4;25,6;22,4;34,7;36,3;27,8;28,9
4142,90;33,1;34,4;25,5;22,4;34,7;36,3;27,8;28,9
4143,90;33,1;34,4;25,6;22,4;34,7;36,2;27,8;28,9
4144,90;33,1;34,4;25,5;22,4;34,7;36,2;27,8;28,9
4145,90;33,1;34,4;25,5;22,5;34,7;36,2;27,8;28,9
4146,90;33,1;34,5;25,6;22,4;34,7;36,2;27,8;28,9
4147,90;33,1;34,4;25,5;22,4;34,7;36,2;27,8;28,9
4148,90;33,1;34,4;25,6;22,4;34,7;36,2;27,9;28,9
4149,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4150,90;33,1;34,4;25,6;22,4;34,8;36,3;27,6;28,9
4151,90;33,1;34,4;25,6;22,4;34,8;36,3;27,6;29
4152,90;33,1;34,4;25,6;22,4;34,8;36,3;27,6;28,9
4153,90;33,1;34,4;25,6;22,4;34,8;36,3;27,6;28,9
4154,90;33,1;34,4;25,6;22,4;34,7;36,3;27,6;28,9
4155,90;33,1;34,4;25,6;22,4;34,7;36,2;27,6;28,9
4156,90;33,1;34,4;25,6;22,4;34,8;36,2;27,6;28,9
4157,90;33,1;34,4;25,6;22,4;34,8;36,2;27,6;28,9
4158,90;33,1;34,4;25,6;22,5;34,7;36,3;27,6;28,9
4159,90;33,1;34,4;25,6;22,5;34,7;36,3;27,7;28,9
4160,90;33,1;34,3;25,6;22,4;34,7;36,2;27,6;28,9
4161,90;33,1;34,3;25,6;22,4;34,7;36,3;27,6;28,9
4162,90;33,1;34,4;25,6;22,4;34,7;36,2;27,7;28,9
4163,90;33;34,4;25,5;22,4;34,7;36,3;27,6;28,9
4164,90;33,1;34,3;25,6;22,4;34,7;36,2;27,6;28,9
4165,90;33,1;34,4;25,6;22,5;34,7;36,3;27,7;28,9
4166,90;33;34,4;25,6;22,4;34,7;36,3;27,7;29
4167,90;33,1;34,4;25,5;22,4;34,7;36,3;27,6;28,9
4168,90;33,1;34,4;25,6;22,5;34,7;36,2;27,6;28,9
4169,90;33,1;34,3;25,6;22,4;34,7;36,3;27,7;28,9
4170,90;33,2;34,3;25,6;22,4;34,7;36,2;27,6;28,9
4171,90;33,1;34,3;25,5;22,4;34,7;36,2;27,6;28,9
4172,90;33,2;34,3;25,5;22,4;34,7;36,3;27,6;28,9
4173,90;33,1;34,4;25,6;22,4;34,7;36,3;27,7;28,9
4174,90;33,1;34,4;25,5;22,4;34,7;36,3;27,7;29
4175,90;33,1;34,3;25,5;22,4;34,7;36,3;27,6;28,9
4176,90;33,2;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4177,90;33,1;34,4;25,5;22,4;34,6;36,2;27,6;28,9
4178,90;33,1;34,4;25,5;22,4;34,6;36,2;27,6;28,9
4179,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4180,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4181,90;33,1;34,4;25,4;22,4;34,7;36,2;27,6;28,9
4182,90;33,1;34,4;25,6;22,4;34,7;36,2;27,6;28,9
4183,90;33;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4184,90;33,1;34,4;25,5;22,5;34,7;36,2;27,6;29
4185,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4186,90;33;34,3;25,5;22,4;34,6;36,2;27,6;28,9
4187,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4188,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4189,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4190,90;33,1;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4191,90;33,1;34,4;25,6;22,4;34,6;36,2;27,6;28,9
4192,90;33;34,3;25,6;22,4;34,7;36,2;27,6;28,9
4193,90;33;34,3;25,5;22,4;34,7;36,1;27,6;28,9
4194,90;33;34,4;25,6;22,4;34,6;36,1;27,6;28,9
4195,90;33;34,3;25,5;22,4;34,7;36,2;27,6;28,9
4196,90;33;34,3;25,5;22,4;34,7;36,1;27,6;28,9
4197,90;33;34,4;25,5;22,4;34,7;36,2;27,6;28,9
4198,90;33,1;34,4;25,5;22,4;34,6;36,2;27,6;28,9
4199,90;33,1;34,3;25,6;22,4;34,7;36,2;27,6;28,9
4200,90;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4201,90;33,1;34,4;25,6;22,4;34,6;36,1;27,6;28,9
4202,90;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4203,90;33,1;34,4;25,6;22,4;34,6;36,1;27,6;28,9
4204,93;33;34,4;25,5;22,4;34,6;36,1;27,6;28,9
4205,93;33;34,4;25,5;22,4;34,6;36,1;27,6;28,9
4206,93;33;34,4;25,5;22,4;34,6;36,2;27,6;28,9
4207,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4208,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4209,93;33;34,4;25,5;22,4;34,6;36,1;27,6;28,9
4210,93;33;34,3;25,5;22,5;34,6;36,2;27,6;28,9
4211,93;33;34,4;25,6;22,4;34,6;36,1;27,6;28,9
4212,93;33;34,3;25,5;22,4;34,6;36,2;27,6;28,9
4213,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4214,93;33;34,3;25,5;22,4;34,5;36,1;27,6;28,9
4215,93;32,9;34,3;25,4;22,4;34,6;36,1;27,6;28,9
4216,93;32,9;34,3;25,4;22,4;34,6;36,2;27,6;28,9
4217,93;32,9;34,3;25,4;22,4;34,5;36,1;27,6;28,9
4218,93;32,9;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4219,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4220,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4221,93;33;34,3;25,5;22,3;34,6;36,1;27,6;28,9
4222,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4223,93;33;34,3;25,4;22,5;34,6;36,1;27,6;28,9
4224,93;33;34,3;25,5;22,4;34,6;36,2;27,6;28,9
4225,93;33;34,2;25,4;22,4;34,6;36,1;27,6;28,9
4226,93;32,9;34,3;25,5;22,4;34,6;36,1;27,6;28,8
4227,93;32,9;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4228,93;33;34,2;25,5;22,4;34,6;36,1;27,6;28,8
4229,93;33;34,3;25,5;22,4;34,6;36,1;27,6;28,8
4230,93;33;34,3;25,5;22,5;34,5;36,1;27,6;28,9
4231,93;33;34,3;25,5;22,4;34,6;36,2;27,6;28,9
4232,93;33;34,3;25,5;22,5;34,5;36,1;27,6;28,9
4233,93;32,9;34,3;25,5;22,4;34,5;36,1;27,6;28,8
4234,93;32,9;34,3;25,5;22,4;34,5;36,1;27,6;28,9
4235,93;33;34,3;25,5;22,5;34,5;36,1;27,6;28,8
4236,93;32,9;34,3;25,5;22,4;34,5;36,1;27,5;28,9
4237,93;32,9;34,3;25,5;22,4;34,5;36,1;27,6;28,8
4238,93;32,9;34,3;25,4;22,4;34,5;36,1;27,6;28,9
4239,93;32,9;34,3;25,5;22,4;34,6;36,1;27,6;28,9
4240,93;32,9;34,3;25,5;22,4;34,6;36;27,5;28,9
4241,93;32,9;34,3;25,5;22,4;34,6;36,1;27,5;28,9
4242,93;32,9;34,3;25,5;22,4;34,5;36,1;27,5;28,9
4243,93;33;34,3;25,4;22,4;34,6;36,1;27,6;28,8
4244,93;32,9;34,2;25,4;22,4;34,5;36;27,5;28,9
4245,93;32,9;34,3;25,4;22,4;34,5;36;27,5;28,9
4246,93;32,9;34,2;25,4;22,3;34,6;36;27,5;28,9
4247,93;33;34,3;25,4;22,4;34,5;36;27,5;28,9
4248,96;32,9;34,3;25,5;22,4;34,5;36,1;27,5;28,9
4249,96;32,8;34,3;25,4;22,4;34,5;36,1;27,6;28,8
4250,96;32,8;34,3;25,5;22,4;34,6;36;27,5;28,9
4251,96;32,9;34,3;25,5;22,5;34,5;36,1;27,5;28,9
4252,96;32,8;34,3;25,5;22,4;34,5;36,1;27,5;28,8
4253,96;32,8;34,3;25,5;22,4;34,5;36;27,5;28,8
4254,96;32,9;34,3;25,4;22,4;34,5;36;27,5;28,9
4255,96;32,9;34,3;25,5;22,4;34,5;36,1;27,5;28,8
4256,96;32,9;34,3;25,4;22,5;34,5;36,1;27,5;28,8
4257,96;32,9;34,3;25,5;22,4;34,5;36;27,5;28,9
4258,96;32,9;34,3;25,5;22,4;34,5;36,1;27,5;28,8
4259,96;32,9;34,3;25,5;22,5;34,6;36,1;27,5;28,8
4261,00;32,9;34,3;25,5;22,5;34,5;36;27,5;28,9
4262,00;32,8;34,2;25,5;22,5;34,5;36,1;27,5;28,8
4263,00;32,9;34,2;25,5;22,5;34,5;36;27,5;28,9
4264,00;32,9;34,2;25,5;22,5;34,5;36;27,5;28,9
4265,00;32,8;34,2;25,5;22,5;34,5;36,1;27,5;28,9
4266,00;32,8;34,2;25,5;22,5;34,5;36;27,5;28,8
4267,03;32,8;34,2;25,5;22,5;34,5;36;27,5;28,8
4268,03;32,8;34,2;25,4;22,5;34,4;36,1;27,5;28,8
4269,03;32,8;34,2;25,5;22,4;34,5;36,1;27,5;28,8
4270,03;32,8;34,2;25,4;22,5;34,4;36;27,6;28,9
4271,03;32,9;34,2;25,5;22,6;34,5;36;27,5;28,8
4272,03;32,8;34,3;25,4;22,4;34,4;36,1;27,5;28,8
4273,03;32,9;34,3;25,5;22,4;34,5;36;27,5;28,9
4274,03;32,9;34,2;25,5;22,4;34,4;36;27,5;28,8
4275,03;32,9;34,2;25,4;22,4;34,5;36;27,5;28,8
4276,03;32,9;34,3;25,5;22,5;34,5;36;27,5;28,8
4277,03;32,9;34,2;25,5;22,5;34,5;36;27,5;28,8
4278,03;32,8;34,2;25,5;22,5;34,4;36;27,5;28,8
4279,03;32,8;34,2;25,4;22,5;34,4;36;27,5;28,8
4280,03;32,8;34,2;25,4;22,5;34,5;36;27,5;28,8
4281,06;32,9;34,2;25,5;22,5;34,5;36;27,5;28,9
4282,06;32,9;34,3;25,5;22,5;34,4;36;27,5;28,8
4283,06;32,9;34,2;25,5;22,4;34,5;36;27,5;28,8
4284,06;32,9;34,2;25,5;22,5;34,4;36;27,5;28,9
4285,06;32,8;34,2;25,5;22,4;34,4;36;27,5;28,8
4286,06;32,8;34,2;25,5;22,5;34,4;36;27,5;28,9
4287,06;32,9;34,2;25,4;22,4;34,4;36;27,5;28,9
4288,06;32,8;34,1;25,4;22,4;34,4;36;27,5;28,8
4289,06;32,8;34,2;25,4;22,4;34,5;36;27,5;28,8
4290,06;32,8;34,2;25,4;22,4;34,5;36;27,5;28,8
4291,06;32,8;34,2;25,4;22,4;34,4;36;27,5;28,8
4292,06;32,8;34,2;25,5;22,4;34,4;36;27,5;28,8
4293,06;32,8;34,3;25,5;22,4;34,5;36;27,5;28,8
4294,06;32,8;34,2;25,5;22,4;34,4;36;27,5;28,8
4295,06;32,7;34,2;25,4;22,4;34,4;36;27,5;28,9
4296,06;32,8;34,2;25,4;22,4;34,4;36;27,5;28,8
4297,06;32,8;34,2;25,4;22,4;34,4;36;27,5;28,8
4298,06;32,8;34,2;25,5;22,4;34,4;36;27,5;28,8
4299,06;32,7;34,2;25,4;22,4;34,4;36;27,4;28,8
4300,06;32,8;34,1;25,5;22,4;34,4;36;27,5;28,8
4301,06;32,8;34,2;25,5;22,5;34,4;36;27,5;28,8
4302,06;32,8;34,2;25,5;22,5;34,4;35,9;27,4;28,8
4303,06;32,8;34,2;25,4;22,5;34,4;35,9;27,5;28,9
4304,06;32,7;34,1;25,4;22,5;34,4;36;27,5;28,8
4305,06;32,8;34,2;25,4;22,4;34,4;36;27,5;28,8
4306,06;32,7;34,2;25,5;22,5;34,4;36;27,5;28,8
4307,06;32,8;34,2;25,4;22,5;34,4;36;27,5;28,8
4308,06;32,8;34,2;25,5;22,4;34,4;36;27,4;28,8
4309,06;32,8;34,2;25,5;22,5;34,4;36;27,5;28,9
4310,06;32,8;34,2;25,4;22,5;34,3;36;27,5;28,8
4311,06;32,8;34,2;25,5;22,4;34,3;36;27,4;28,8
4312,06;32,8;34,2;25,4;22,5;34,3;35,9;27,4;28,9
4313,06;32,8;34,2;25,5;22,5;34,4;35,9;27,5;28,8
4314,06;32,8;34,2;25,5;22,5;34,4;35,9;27,4;28,8
4315,06;32,7;34,2;25,5;22,5;34,3;36;27,4;28,8
4316,06;32,8;34,2;25,5;22,4;34,3;36;27,5;28,8
4317,06;32,8;34,2;25,5;22,4;34,4;36;27,5;28,8
4318,06;32,7;34,2;25,5;22,5;34,4;36;27,5;28,8
4319,06;32,7;34,2;25,5;22,4;34,4;35,9;27,5;28,8
4320,06;32,8;34,2;25,5;22,5;34,4;35,9;27,4;28,8
4321,06;32,8;34,2;25,5;22,5;34,4;35,9;27,4;28,8
4322,06;32,8;34,2;25,5;22,4;34,4;35,9;27,4;28,8
4323,06;32,8;34,2;25,4;22,5;34,4;35,9;27,4;28,8
4324,06;32,8;34,1;25,4;22,5;34,4;35,9;27,5;28,8
4325,06;32,8;34,1;25,4;22,5;34,4;35,9;27,4;28,8
4326,06;32,8;34,1;25,5;22,5;34,4;35,9;27,5;28,8
4327,06;32,9;34,2;25,4;22,4;34,3;35,9;27,5;28,8
4328,06;32,8;34,1;25,4;22,5;34,3;35,9;27,4;28,8
4329,06;32,8;34,1;25,4;22,4;34,4;35,9;27,4;28,8
4330,06;32,7;34,1;25,4;22,4;34,3;35,9;27,5;28,8
4331,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,7
4332,06;32,8;34,1;25,5;22,5;34,4;35,8;27,4;28,8
4333,06;32,8;34,2;25,4;22,5;34,3;35,9;27,4;28,8
4334,06;32,8;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4335,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4336,06;32,8;34,1;25,4;22,5;34,3;35,9;27,4;28,8
4337,06;32,8;34,1;25,4;22,5;34,3;35,9;27,4;28,8
4338,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4339,06;32,7;34,1;25,5;22,5;34,3;35,9;27,4;28,8
4340,06;32,8;34,1;25,4;22,4;34,3;35,8;27,4;28,8
4341,06;32,8;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4342,06;32,8;34,1;25,4;22,4;34,4;35,9;27,4;28,8
4343,06;32,8;34,1;25,4;22,5;34,4;35,9;27,4;28,8
4344,06;32,8;34,1;25,5;22,6;34,3;35,9;27,5;28,9
4345,06;32,8;34,1;25,4;22,4;34,4;35,9;27,4;28,8
4346,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4347,06;32,8;34,1;25,4;22,5;34,2;36;27,4;28,8
4348,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4349,06;32,8;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4350,06;32,8;34,1;25,4;22,4;34,3;35,9;27,4;28,7
4351,06;32,8;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4352,06;32,7;34,1;25,3;22,5;34,3;35,9;27,4;28,8
4353,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4354,06;32,7;34;25,3;22,4;34,3;35,9;27,4;28,8
4355,06;32,7;34;25,3;22,4;34,3;35,9;27,4;28,8
4356,06;32,7;34;25,3;22,4;34,3;35,9;27,4;28,8
4357,06;32,7;34;25,4;22,4;34,3;35,9;27,4;28,8
4358,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4359,06;32,7;34,1;25,4;22,5;34,3;35,9;27,4;28,8
4360,06;32,7;34,1;25,3;22,4;34,3;35,8;27,4;28,8
4361,06;32,7;34,1;25,4;22,5;34,3;35,9;27,4;28,8
4362,06;32,7;34,1;25,4;22,4;34,3;35,9;27,4;28,8
4363,06;32,6;34,1;25,4;22,4;34,3;35,8;27,4;28,7
4364,06;32,7;34,1;25,4;22,5;34,2;35,8;27,4;28,8
4365,06;32,7;34,1;25,4;22,5;34,2;35,8;27,3;28,8
4366,06;32,8;34,1;25,5;22,5;34,3;35,8;27,4;28,8
4367,06;32,7;34,1;25,4;22,5;34,3;35,9;27,4;28,7
4368,06;32,7;34,1;25,4;22,4;34,3;35,8;27,4;28,8
4369,06;32,6;34,1;25,4;22,5;34,2;35,9;27,4;28,8
4370,06;32,7;34,1;25,3;22,4;34,3;35,8;27,4;28,8
4371,06;32,7;34;25,4;22,5;34,2;35,8;27,4;28,8
4372,06;32,6;34;25,4;22,5;34,2;35,8;27,4;28,8
4373,06;32,7;34;25,4;22,5;34,2;35,8;27,4;28,7
4374,06;32,8;34;25,4;22,4;34,2;35,9;27,4;28,8
4375,06;32,8;34;25,3;22,5;34,2;35,8;27,4;28,8
4376,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,8
4377,06;32,7;34,1;25,4;22,4;34,2;35,8;27,4;28,7
4378,06;32,7;34;25,4;22,5;34,2;35,9;27,4;28,7
4379,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,8
4380,06;32,7;34,1;25,3;22,4;34,2;35,8;27,3;28,7
4381,06;32,7;34,1;25,4;22,4;34,2;35,8;27,4;28,8
4382,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,8
4383,06;32,7;34;25,4;22,4;34,2;35,9;27,4;28,8
4384,06;32,7;34,1;25,3;22,4;34,2;35,8;27,3;28,8
4385,06;32,7;34;25,3;22,4;34,2;35,8;27,3;28,8
4386,06;32,7;34;25,3;22,4;34,2;35,9;27,4;28,8
4387,06;32,7;33,9;25,3;22,4;34,3;35,9;27,4;28,8
4388,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,8
4389,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,8
4390,06;32,6;34;25,3;22,5;34,3;35,8;27,4;28,7
4391,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,7
4392,06;32,7;34;25,3;22,4;34,3;35,8;27,4;28,7
4393,06;32,7;34;25,3;22,4;34,3;35,8;27,3;28,8
4394,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,7
4395,06;32,7;34;25,3;22,4;34,2;35,8;27,3;28,8
4396,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,7
4397,06;32,7;34;25,3;22,4;34,2;35,8;27,4;28,8
4398,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,8
4399,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,7
4400,06;32,6;34;25,3;22,4;34,2;35,8;27,3;28,7
4401,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,8
4402,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,7
4403,06;32,6;34;25,4;22,4;34,2;35,8;27,4;28,8
4404,06;32,6;34;25,3;22,4;34,1;35,8;27,4;28,7
4405,06;32,6;34;25,4;22,4;34,2;35,8;27,4;28,8
4406,06;32,6;34;25,4;22,4;34,2;35,8;27,4;28,7
4407,06;32,6;34;25,4;22,4;34,1;35,8;27,4;28,7
4408,06;32,6;34;25,4;22,5;34,1;35,8;27,3;28,7
4409,06;32,5;34;25,4;22,5;34,1;35,8;27,3;28,7
4410,06;32,6;34;25,4;22,4;34,2;35,7;27,4;28,7
4411,06;32,6;34;25,4;22,4;34,2;35,7;27,3;28,7
4412,06;32,5;34;25,3;22,4;34,2;35,8;27,3;28,7
4413,06;32,6;34;25,3;22,4;34,1;35,7;27,3;28,8
4414,06;32,5;34;25,3;22,4;34,2;35,8;27,3;28,7
4415,06;32,6;34;25,3;22,5;34,1;35,8;27,3;28,8
4416,06;32,6;34;25,3;22,4;34,1;35,8;27,3;28,7
4417,06;32,6;34;25,3;22,4;34,2;35,8;27,3;28,7
4418,06;32,6;34;25,3;22,4;34,2;35,8;27,3;28,8
4419,06;32,6;34;25,3;22,4;34,1;35,7;27,3;28,8
4420,06;32,7;33,9;25,3;22,4;34,1;35,7;27,3;28,8
4421,06;32,6;34;25,3;22,4;34,2;35,7;27,4;28,7
4422,06;32,6;34;25,4;22,4;34,2;35,8;27,3;28,7
4423,06;32,6;34;25,3;22,4;34,2;35,8;27,4;28,7
4424,06;32,7;34;25,4;22,5;34,1;35,8;27,3;28,7
4425,06;32,6;33,9;25,3;22,4;34,1;35,7;27,4;28,7
4426,06;32,6;34;25,4;22,4;34,2;35,7;27,3;28,7
4427,06;32,6;33,9;25,3;22,5;34,1;35,7;27,3;28,7
4428,06;32,7;33,9;25,2;22,4;34,2;35,7;27,3;28,7
4429,06;32,6;33,9;25,2;22,4;34,1;35,7;27,3;28,7
4430,06;32,6;33,9;25,2;22,4;34,1;35,8;27,4;28,7
4431,06;32,7;33,9;25,3;22,4;34,1;35,7;27,3;28,7
4432,10;32,7;33,9;25,3;22,4;34,2;35,7;27,3;28,7
4433,10;32,6;33,9;25,3;22,5;34,2;35,7;27,3;28,7
4434,10;32,6;33,9;25,4;22,5;34,1;35,7;27,3;28,7
4435,10;32,6;34;25,4;22,4;34,2;35,7;27,3;28,6
4436,10;32,6;34;25,3;22,4;34,1;35,7;27,3;28,7
4437,10;32,5;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4438,10;32,6;33,9;25,4;22,4;34,2;35,7;27,3;28,7
4439,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4440,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4441,10;32,6;34;25,4;22,4;34,1;35,7;27,3;28,7
4442,10;32,6;34;25,4;22,4;34,1;35,7;27,3;28,8
4443,10;32,6;34;25,3;22,4;34,1;35,7;27,3;28,7
4444,10;32,6;33,9;25,3;22,5;34,1;35,7;27,3;28,6
4445,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4446,10;32,7;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4447,10;32,5;33,9;25,3;22,4;34;35,7;27,3;28,7
4448,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4449,10;32,6;34;25,4;22,5;34;35,7;27,3;28,7
4450,10;32,6;33,9;25,3;22,4;34,1;35,6;27,3;28,7
4451,10;32,5;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4452,10;32,6;34;25,4;22,4;34,1;35,7;27,3;28,7
4453,10;32,6;33,9;25,3;22,4;34,1;35,7;27,3;28,7
4454,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4455,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4456,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,7
4457,10;32,6;33,9;25,4;22,4;34;35,7;27,3;28,8
4458,10;32,6;33,9;25,4;22,4;34,1;35,6;27,3;28,7
4459,10;32,6;33,9;25,4;22,4;34,1;35,6;27,3;28,7
4460,10;32,6;33,9;25,4;22,4;34;35,7;27,3;28,7
4461,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4462,10;32,6;34;25,4;22,4;34,1;35,6;27,3;28,7
4463,10;32,6;33,9;25,4;22,4;34,1;35,7;27,3;28,7
4464,10;32,6;33,9;25,4;22,4;34,1;35,6;27,3;28,7
4465,10;32,5;34;25,3;22,4;34;35,6;27,3;28,7
4466,10;32,6;34;25,4;22,4;34;35,6;27,3;28,7
4467,10;32,6;33,9;25,3;22,4;34,1;35,6;27,3;28,7
4468,10;32,6;34;25,4;22,4;34;35,6;27,3;28,7
4469,10;32,5;33,9;25,3;22,4;34;35,6;27,3;28,7
4470,10;32,6;33,9;25,4;22,4;34;35,7;27,3;28,7
4471,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,7
4472,10;32,5;33,8;25,3;22,4;34;35,6;27,3;28,6
4473,10;32,6;33,9;25,4;22,4;34;35,7;27,3;28,7
4474,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,7
4475,10;32,5;33,9;25,4;22,4;34,1;35,6;27,3;28,7
4476,10;32,5;33,9;25,4;22,4;34;35,6;27,3;28,7
4477,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,7
4478,10;32,5;33,9;25,4;22,4;34;35,6;27,3;28,7
4479,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,7
4480,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,6
4481,10;32,6;33,8;25,3;22,4;34;35,6;27,3;28,7
4482,10;32,6;33,8;25,4;22,4;34;35,6;27,3;28,7
4483,10;32,5;33,8;25,4;22,4;34;35,6;27,3;28,7
4484,10;32,6;33,8;25,3;22,4;34,1;35,6;27,3;28,7
4485,10;32,5;33,7;25,3;22,4;34;35,6;27,3;28,6
4486,10;32,5;33,8;25,4;22,4;34;35,6;27,3;28,7
4487,10;32,6;33,8;25,3;22,4;34,1;35,6;27,3;28,7
4488,10;32,6;33,9;25,4;22,4;34;35,6;27,3;28,6
4489,10;32,6;33,8;25,3;22,4;34,1;35,6;27,3;28,7
4490,10;32,5;33,9;25,3;22,4;33,9;35,6;27,3;28,7
4491,10;32,5;33,8;25,4;22,4;33,9;35,6;27,3;28,7
4492,10;32,5;33,8;25,4;22,4;34;35,5;27,3;28,7
4493,10;32,5;33,8;25,4;22,4;33,9;35,6;27,3;28,7
4494,10;32,5;33,8;25,3;22,4;34;35,6;27,3;28,6
4495,10;32,5;33,8;25,4;22,4;33,9;35,6;27,3;28,7
4496,10;32,5;33,8;25,4;22,4;34;35,6;27,3;28,7
4497,10;32,5;33,8;25,4;22,4;33,9;35,6;27,3;28,7
4498,10;32,6;33,9;25,4;22,5;34;35,5;27,3;28,7
4499,10;32,5;33,8;25,4;22,4;34;35,5;27,3;28,7
4500,10;32,5;33,8;25,3;22,4;33,9;35,6;27,3;28,7
4501,10;32,5;33,8;25,4;22,4;34;35,5;27,3;28,6
4502,10;32,5;33,8;25,3;22,4;34;35,6;27,3;28,7
4503,10;32,5;33,8;25,4;22,4;33,9;35,6;27,3;28,7
4504,10;32,5;33,8;25,4;22,4;34;35,6;27,3;28,6
4505,10;32,5;33,9;25,4;22,4;33,9;35,6;27,3;28,6
4506,10;32,4;33,8;25,4;22,4;34;35,5;27,3;28,7
4507,10;32,5;33,8;25,3;22,4;33,9;35,6;27,3;28,7
4508,10;32,4;33,8;25,3;22,4;34;35,5;27,2;28,7
4509,10;32,5;33,8;25,3;22,5;34;35,6;27,3;28,7
4510,10;32,5;33,8;25,4;22,4;33,9;35,5;27,3;28,6
4511,10;32,4;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4512,10;32,5;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4513,10;32,5;33,8;25,3;22,4;34;35,6;27,3;28,6
4514,10;32,4;33,8;25,3;22,4;34;35,6;27,3;28,6
4515,10;32,5;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4516,10;32,4;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4517,10;32,5;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4518,10;32,4;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4519,10;32,5;33,8;25,4;22,4;33,9;35,6;27,3;28,6
4520,10;32,5;33,8;25,3;22,4;33,9;35,6;27,3;28,6
4521,10;32,4;33,8;25,3;22,4;33,9;35,5;27,3;28,6
4522,10;32,4;33,8;25,3;22,5;33,9;35,5;27,3;28,6
