tiempo;spot 1 ;spot 2;spot 3;spot 4;term 1;term 2;term 3;term 4
0,00;28,2;23;22,8;22,7;23;22,8;22,3;23
1,00;28,1;22,9;22,7;22,6;23,1;22,7;22,3;23
2,00;28,2;22,9;22,7;22,6;23;22,8;22,3;23
3,00;28,2;22,9;22,7;22,7;23;22,8;22,3;23
4,00;28,1;22,9;22,7;22,5;23,1;22,7;22,3;23
5,00;28,1;22,9;22,7;22,6;23;22,7;22,3;23
6,00;28,1;23;22,7;22,5;23;22,7;22,3;23
7,00;27,7;22,9;22,6;22,5;23,2;22,8;22,3;23,1
8,00;28;23;22,7;22,6;23,1;22,8;22,3;23
9,00;28,7;22,9;22,7;22,6;23,1;22,7;22,3;23,1
10,00;27,5;22,9;22,7;22,6;23,3;22,8;22,4;23,1
11,00;28,8;22,9;22,7;22,6;23,4;22,8;22,3;23,1
12,00;27,7;22,9;22,6;22,6;23,4;22,8;22,3;23,1
13,00;28,7;22,9;22,6;22,5;23,4;22,8;22,3;23,1
14,00;28,3;22,8;22,6;22,5;23,5;22,9;22,3;23,1
15,00;28,3;22,9;22,7;22,6;23,6;22,8;22,3;23,2
16,00;31,4;22,8;22,6;22,6;24,1;24;22,6;26,7
17,00;53;23,2;22,6;22,5;40,9;27,8;22,7;27,8
18,00;53,3;23,2;22,6;22,5;42,8;28,4;22,9;28,4
19,00;53,7;23,2;22,6;22,6;44;28,7;22,9;28,9
20,00;52,5;23,3;22,7;22,6;44,9;28,8;22,9;29,1
21,00;52;23,3;22,6;22,5;45,1;28,9;22,8;29,2
22,00;52;23,3;22,6;22,6;45,2;29;22,9;29,2
23,00;51,9;23,3;22,6;22,5;45,1;29;22,9;29,2
24,00;52;23,4;22,6;22,6;45;29;22,9;29,2
25,00;52,1;23,3;22,6;22,5;45;29;22,9;29,1
26,00;52,4;23,3;22,6;22,5;44,9;28,9;22,9;29,2
27,00;53;23,4;22,6;22,5;45;28,9;22,9;29,2
28,00;53,7;23,4;22,6;22,5;45;29;22,9;29,1
29,00;54,1;23,4;22,6;22,6;45;28,9;22,9;29,2
30,00;54,3;23,4;22,6;22,5;45;28,9;22,9;29,2
31,00;54,4;23,4;22,6;22,6;44,9;28,9;22,9;29,1
32,00;54,3;23,4;22,6;22,6;44,9;29;22,9;29,1
33,00;54,3;23,4;22,6;22,5;44,8;28,8;22,9;29,2
34,00;54,3;23,4;22,6;22,5;44,8;28,9;22,9;29,1
35,00;54,3;23,4;22,7;22,6;44,8;28,9;22,9;29,1
36,00;54,2;23,4;22,7;22,5;44,7;28,8;22,9;29,1
37,00;54,3;23,5;22,7;22,6;44,6;28,8;22,9;29,1
38,00;54,4;23,4;22,6;22,5;44,6;28,8;22,9;29
39,00;54,4;23,5;22,6;22,5;44,6;28,8;22,9;29,1
40,00;54,5;23,4;22,6;22,6;44,5;28,8;22,9;29,1
41,00;54,5;23,5;22,6;22,6;44,5;28,8;22,9;29
42,00;54,5;23,5;22,6;22,6;44,4;28,7;22,9;29
43,00;54,5;23,5;22,7;22,6;44,4;28,7;22,9;29
44,00;54,5;23,4;22,7;22,5;44,3;28,7;22,9;29
45,00;54,4;23,4;22,6;22,5;44,3;28,7;22,9;29
46,00;54,4;23,5;22,6;22,6;44,2;28,7;22,9;29
47,00;54,2;23,4;22,6;22,6;44,1;28,7;22,9;29
48,00;54,1;23,4;22,6;22,6;44,1;28,7;22,9;28,9
49,00;53,9;23,4;22,6;22,5;44,1;28,6;22,9;29
50,00;53,9;23,5;22,6;22,5;44;28,7;22,9;28,9
51,00;53,7;23,4;22,6;22,5;43,9;28,6;22,9;28,9
52,00;53,7;23,5;22,6;22,5;43,9;28,6;22,9;28,9
53,00;53,9;23,5;22,6;22,5;43,8;28,6;22,9;28,9
54,00;54,1;23,4;22,6;22,5;43,8;28,6;22,9;28,8
55,00;54;23,5;22,6;22,5;43,7;28,6;22,9;28,8
56,00;54,2;23,5;22,6;22,6;43,7;28,6;22,9;28,8
57,00;54,2;23,4;22,6;22,5;43,6;28,5;22,8;28,8
58,00;54,2;23,5;22,6;22,5;43,6;28,5;22,8;28,8
59,00;54,2;23,4;22,6;22,4;43,5;28,6;22,8;28,8
60,00;54;23,4;22,5;22,5;43,5;28,5;22,8;28,8
61,00;53,9;23,4;22,5;22,4;43,4;28,5;22,8;28,8
62,00;54;23,4;22,5;22,5;43,5;28,5;22,8;28,8
63,00;54;23,4;22,6;22,5;43,3;28,5;22,8;28,8
64,00;54,1;23,5;22,6;22,5;43,3;28,5;22,8;28,8
65,00;54;23,5;22,6;22,5;43,3;28,4;22,7;28,7
66,00;54,1;23,5;22,6;22,6;43,3;28,5;22,7;28,7
67,00;54;23,4;22,6;22,5;43,3;28,4;22,7;28,7
68,00;54,1;23,5;22,6;22,4;43,3;28,4;22,8;28,7
69,00;54,1;23,5;22,6;22,5;43,2;28,5;22,8;28,7
70,00;54,2;23,5;22,6;22,5;43,1;28,5;22,7;28,7
71,00;54,2;23,4;22,6;22,4;43,2;28,6;22,6;28,8
72,00;54,3;23,4;22,6;22,5;43,2;28,6;22,4;28,8
73,00;54,4;23,4;22,6;22,4;43,1;28,6;22,4;28,8
74,00;54,3;23,5;22,6;22,5;43;28,6;22,4;28,8
75,00;54,2;23,5;22,5;22,4;43;28,6;22,4;28,8
76,00;54,1;23,5;22,6;22,5;43;28,5;22,4;28,7
77,00;54,1;23,5;22,6;22,5;43;28,5;22,4;28,8
78,00;54,1;23,5;22,6;22,5;42,9;28,5;22,4;28,7
79,00;54;23,5;22,6;22,5;42,9;28,5;22,4;28,8
80,00;54;23,6;22,6;22,5;42,8;28,6;22,4;28,7
81,00;53,8;23,5;22,6;22,5;42,8;28,5;22,4;28,7
82,00;53,5;23,5;22,6;22,5;42,8;28,4;22,4;28,7
83,00;53,3;23,4;22,6;22,5;42,8;28,4;22,4;28,7
84,00;53,5;23,5;22,5;22,4;42,7;28,5;22,4;28,7
85,00;53,4;23,5;22,6;22,5;42,7;28,4;22,4;28,6
86,00;53,2;23,4;22,5;22,5;42,7;28,4;22,5;28,7
87,00;53,2;23,5;22,5;22,5;42,6;28,4;22,4;28,6
88,00;53,1;23,4;22,5;22,5;42,6;28,4;22,5;28,6
89,00;53,2;23,5;22,5;22,5;42,7;28,4;22,4;28,6
90,00;53,1;23,5;22,5;22,5;42,6;28,3;22,4;28,6
91,00;53;23,5;22,5;22,5;42,5;28,4;22,5;28,6
92,00;52,9;23,5;22,5;22,5;42,6;28,4;22,5;28,6
93,00;52,9;23,4;22,5;22,5;42,5;28,4;22,4;28,5
94,00;52,9;23,5;22,5;22,5;42,4;28,4;22,5;28,6
95,00;52,8;23,5;22,6;22,5;42,4;28,3;22,4;28,6
96,00;52,9;23,5;22,6;22,4;42,4;28,4;22,4;28,6
97,00;52,7;23,5;22,5;22,5;42,4;28,4;22,4;28,6
98,00;52,6;23,5;22,5;22,4;42,4;28,3;22,4;28,6
99,00;53,7;48,4;46,7;44,8;42,3;28,4;22,4;28,5
101,43;52,7;23,6;22,6;22,7;42,4;28,3;22,4;28,6
102,43;52,6;23,6;22,7;22,6;42,3;28,4;22,4;28,6
103,43;52,6;23,6;22,6;22,6;42,3;28,3;22,4;28,6
104,43;52,6;23,6;22,6;22,6;42,3;28,3;22,4;28,6
105,43;52,6;23,6;22,7;22,6;42,2;28,3;22,4;28,6
106,43;52,6;23,6;22,6;22,6;42,3;28,3;22,4;28,5
107,43;52,7;23,6;22,6;22,5;42,2;28,3;22,4;28,5
108,43;52,8;23,6;22,6;22,6;42,1;28,2;22,7;28,5
109,43;52,8;23,6;22,6;22,7;42,1;28,2;22,8;28,5
110,43;52,7;23,6;22,6;22,6;42;28,1;22,8;28,4
111,43;52,6;23,6;22,6;22,6;42;28,1;22,8;28,4
112,43;52,6;23,6;22,6;22,5;42;28,1;22,8;28,4
113,43;52,6;23,6;22,6;22,6;42;28,2;22,9;28,4
114,43;52,6;23,5;22,6;22,6;41,9;28,2;22,8;28,4
115,43;52,6;23,6;22,6;22,6;41,9;28,2;22,8;28,4
116,43;52,5;23,5;22,5;22,6;41,9;28,1;22,8;28,4
117,43;52,5;23,6;22,6;22,6;41,9;28,2;22,8;28,4
118,43;52,5;23,5;22,6;22,7;41,9;28,1;22,8;28,4
119,43;52,5;23,6;22,6;22,6;41,9;28,3;22,8;28,4
120,43;52,3;23,5;22,6;22,6;42;28,3;22,4;28,5
121,43;52,2;23,6;22,6;22,6;42;28,2;22,4;28,5
122,43;52,2;23,6;22,6;22,6;41,9;28,2;22,3;28,5
123,43;52,2;23,6;22,6;22,6;41,9;28,2;22,4;28,5
124,43;52,1;23,6;22,6;22,6;41,9;28,2;22,4;28,5
125,43;52;23,6;22,6;22,5;41,8;28,2;22,4;28,5
126,43;52,1;23,6;22,6;22,6;41,9;28,2;22,4;28,5
127,43;52;23,6;22,5;22,6;41,9;28,2;22,4;28,5
128,43;51,8;23,6;22,6;22,5;41,8;28,1;22,4;28,5
129,43;51,9;23,7;22,6;22,6;41,8;28,2;22,4;28,5
130,43;51,6;23,6;22,6;22,6;41,8;28,1;22,4;28,5
131,43;51,5;23,6;22,5;22,6;41,8;28,1;22,4;28,5
132,43;51,4;23,6;22,5;22,6;41,7;28,1;22,3;28,5
133,43;51,4;23,6;22,6;22,6;41,8;28,1;22,6;28,4
134,43;51,3;23,6;22,6;22,6;41,7;28,2;22,4;28,4
135,43;51,2;23,6;22,6;22,6;41,7;28,2;22,4;28,5
136,43;51,1;23,7;22,6;22,6;41,7;28,1;22,4;28,5
137,43;51;23,6;22,5;22,6;41,7;28,2;22,4;28,5
138,43;51,2;23,6;22,6;22,5;41,6;28,2;22,4;28,4
139,43;51,2;23,6;22,5;22,6;41,7;28,1;22,4;28,5
140,43;51,2;23,6;22,6;22,6;41,7;28,2;22,4;28,5
141,43;51,2;23,6;22,6;22,6;41,7;28,2;22,4;28,4
142,43;51,3;23,6;22,6;22,6;41,6;28,2;22,4;28,4
143,43;51,3;23,6;22,6;22,6;41,6;28,2;22,4;28,4
144,43;51,3;23,6;22,6;22,6;41,6;28,1;22,4;28,4
145,43;51,3;23,7;22,5;22,5;41,6;28,1;22,4;28,4
146,43;51,3;23,7;22,6;22,5;41,6;28,2;22,3;28,4
147,43;51,3;23,6;22,6;22,6;41,7;28,1;22,4;28,4
148,43;51,2;23,7;22,6;22,6;41,6;28,2;22,4;28,4
149,43;51,3;23,6;22,6;22,5;41,6;28,1;22,4;28,5
150,43;51,3;23,7;22,6;22,6;41,6;28,1;22,4;28,5
151,43;51,2;23,7;22,6;22,6;41,5;28,1;22,3;28,4
152,43;51;23,7;22,6;22,6;41,5;28,1;22,4;28,4
153,43;51;23,7;22,6;22,5;41,5;28,1;22,4;28,4
154,43;51;23,7;22,6;22,6;41,5;28,1;22,4;28,4
155,43;51,1;23,7;22,6;22,6;41,6;28,1;22,4;28,4
156,43;51,2;23,7;22,6;22,6;41,6;28,1;22,3;28,5
157,43;51,1;23,7;22,6;22,6;41,6;28,1;22,4;28,4
158,43;51;23,7;22,6;22,6;41,6;28,1;22,4;28,4
159,43;51;23,7;22,6;22,6;41,6;28,1;22,4;28,4
160,43;51;23,8;22,6;22,6;41,5;28,1;22,4;28,5
161,43;51,1;23,7;22,6;22,6;41,5;28,1;22,4;28,4
162,43;50,9;23,7;22,6;22,6;41,6;28,1;22,4;28,5
163,43;50,9;23,7;22,6;22,6;41,6;28,1;22,5;28,4
164,43;51;23,8;22,6;22,7;41,5;28,1;22,5;28,4
165,43;51,1;23,7;22,6;22,6;41,5;28,1;22,6;28,4
166,43;51;23,7;22,6;22,6;41,6;28,1;22,7;28,5
167,43;50,9;23,6;22,6;22,6;41,5;28,1;22,4;28,4
168,43;51;23,6;22,6;22,6;41,5;28,1;22,4;28,4
169,43;51;23,7;22,6;22,6;41,6;28,2;22,4;28,4
170,43;51;23,6;22,6;22,6;41,6;28,1;22,4;28,4
171,43;50,8;23,7;22,5;22,6;41,7;28,1;22,4;28,4
172,43;50,8;23,7;22,6;22,6;41,6;28,1;22,3;28,5
173,43;50,7;23,7;22,5;22,6;41,6;28,1;22,4;28,4
174,43;50,6;23,6;22,5;22,7;41,7;28,1;22,3;28,5
175,43;50,6;23,7;22,5;22,7;41,7;28,2;22,4;28,5
176,43;50,4;23,6;22,5;22,6;41,6;28,1;22,4;28,4
177,43;50,5;23,6;22,6;22,5;41,7;28,1;22,4;28,5
178,43;50,5;23,6;22,6;22,5;41,6;28,1;22,4;28,5
179,43;50,6;23,6;22,5;22,5;41,6;28,1;22,3;28,5
180,43;50,6;23,7;22,5;22,5;41,6;28,1;22,3;28,4
181,43;50,6;23,6;22,5;22,5;41,6;28,2;22,4;28,5
182,43;50,6;23,7;22,5;22,6;41,6;28,1;22,3;28,4
183,43;50,5;23,6;22,5;22,4;41,6;28,1;22,4;28,5
184,43;50,5;23,7;22,5;22,6;41,5;28,1;22,3;28,5
185,43;50,5;23,7;22,5;22,5;41,6;28,2;22,3;28,5
186,43;50,6;23,7;22,6;22,5;41,6;28,1;22,4;28,5
187,43;50,6;23,7;22,6;22,5;41,6;28,1;22,4;28,5
188,43;50,6;23,7;22,5;22,6;41,7;28,1;22,4;28,5
189,43;50,5;23,7;22,5;22,6;41,6;28,1;22,4;28,5
190,43;50,7;23,7;22,6;22,6;41,7;28,1;22,3;28,5
191,43;50,8;23,6;22,5;22,6;41,7;28,2;22,4;28,5
192,43;50,6;23,7;22,6;22,5;41,7;28,1;22,4;28,5
193,43;50,7;23,7;22,5;22,5;41,8;28,2;22,3;28,5
194,43;50,6;23,7;22,6;22,6;41,8;28,2;22,4;28,5
195,43;50,7;23,6;22,5;22,5;41,8;28,2;22,4;28,5
196,43;50,5;23,6;22,5;22,6;41,7;28,2;22,4;28,5
197,43;50,6;23,6;22,5;22,5;41,8;28,2;22,4;28,5
198,43;50,7;23,6;22,5;22,5;41,7;28,1;22,3;28,5
199,43;50,7;23,6;22,5;22,5;41,8;28,2;22,3;28,5
200,43;50,7;23,7;22,5;22,6;41,8;28,2;22,4;28,5
201,43;50,8;23,7;22,5;22,6;41,8;28,2;22,4;28,5
202,43;50,6;23,6;22,5;22,5;41,8;28,2;22,3;28,5
203,43;50,6;23,6;22,5;22,5;41,9;28,3;22,3;28,5
204,43;50,7;23,6;22,5;22,5;41,9;28,2;22,3;28,5
205,43;50,7;23,6;22,6;22,4;41,8;28,2;22,3;28,5
206,43;50,7;23,7;22,5;22,5;41,9;28,2;22,3;28,5
207,43;50,7;23,6;22,5;22,5;41,9;28,3;22,3;28,5
208,43;50,7;23,6;22,5;22,5;41,9;28,2;22,3;28,6
209,43;51;23,7;22,5;22,6;41,9;28,2;22,4;28,5
210,43;51,1;23,7;22,5;22,5;41,9;28,3;22,3;28,5
211,43;51,2;23,6;22,5;22,6;41,9;28,3;22,3;28,6
212,43;51,2;23,7;22,5;22,5;41,9;28,2;22,3;28,6
213,43;51,3;23,7;22,5;22,5;41,9;28,3;22,4;28,6
214,43;51,4;23,7;22,6;22,5;41,9;28,3;22,3;28,6
215,43;51,3;23,6;22,5;22,7;41,8;28,2;22,3;28,6
216,43;51,1;23,6;22,5;22,6;42;28,3;22,4;28,6
217,43;50,9;23,7;22,5;22,7;41,9;28,3;22,3;28,5
218,43;51;23,6;22,5;22,6;41,9;28,3;22,3;28,6
219,43;51;23,7;22,5;22,6;41,9;28,3;22,4;28,6
220,43;50,8;23,7;22,5;22,5;41,9;28,3;22,3;28,6
221,43;50,9;23,6;22,5;22,5;41,9;28,3;22,4;28,6
222,43;50,9;23,7;22,5;22,6;41,9;28,3;22,3;28,6
223,43;50,8;23,7;22,5;22,6;41,9;28,3;22,3;28,6
224,43;50,8;23,6;22,5;22,5;41,9;28,3;22,3;28,6
226,80;50,7;23,6;22,6;22,4;42;28,3;22,4;28,6
227,80;50,6;23,7;22,6;22,5;42;28,3;22,3;28,6
228,80;50,5;23,6;22,6;22,5;41,9;28,3;22,3;28,6
229,80;50,5;23,7;22,5;22,4;42;28,3;22,4;28,6
230,80;50,5;23,7;22,5;22,4;41,9;28,3;22,3;28,6
231,80;50,5;23,7;22,5;22,4;42;28,3;22,3;28,6
232,80;50,5;23,7;22,6;22,4;42;28,3;22,3;28,6
233,80;50,5;23,7;22,5;22,5;42,1;28,3;22,3;28,6
234,80;50,7;23,6;22,5;22,4;42;28,2;22,4;28,6
235,80;50,6;23,7;22,5;22,4;42;28,3;22,3;28,6
236,80;50,6;23,6;22,5;22,4;41,9;28,3;22,3;28,6
237,80;50,7;23,7;22,6;22,4;42;28,3;22,3;28,6
238,80;50,7;23,6;22,5;22,3;41,9;28,3;22,3;28,6
239,80;50,7;23,7;22,5;22,4;42;28,3;22,3;28,6
240,80;50,6;23,6;22,5;22,4;42;28,3;22,4;28,6
241,80;50,6;23,6;22,5;22,4;42;28,3;22,4;28,6
242,80;50,4;23,6;22,5;22,4;42;28,2;22,4;28,6
243,80;50,4;23,6;22,5;22,3;42;28,3;22,3;28,6
244,80;50,6;23,7;22,5;22,4;42;28,3;22,4;28,6
245,80;50,6;23,6;22,5;22,4;42,1;28,3;22,5;28,6
246,80;50,5;23,6;22,5;22,4;42,1;28,3;22,4;28,6
247,80;50,2;23,6;22,5;22,4;42,1;28,3;22,4;28,6
248,80;50,3;23,6;22,5;22,4;42,1;28,3;22,4;28,6
249,80;50,3;23,6;22,5;22,4;42,1;28,3;22,4;28,6
250,80;50,4;23,6;22,5;22,4;42,1;28,3;22,4;28,6
251,80;50,5;23,6;22,5;22,5;42;28,3;22,4;28,6
252,80;50,1;23,6;22,5;22,4;42,1;28,3;22,5;28,6
253,80;50,2;23,6;22,5;22,4;42;28,3;22,4;28,6
254,80;50,3;23,7;22,5;22,4;42,1;28,2;22,3;28,6
255,80;50,2;23,6;22,4;22,4;42,2;28,3;22,3;28,7
256,80;50,2;23,7;22,5;22,4;42,2;28,3;22,3;28,6
257,80;50,1;23,7;22,5;22,4;42,2;28,3;22,4;28,7
258,80;50,2;23,7;22,5;22,4;42,1;28,3;22,3;28,7
259,80;50,2;23,6;22,5;22,4;42,1;28,3;22,3;28,6
260,80;50,2;23,6;22,5;22,4;42,1;28,3;22,3;28,6
261,80;50,2;23,6;22,5;22,4;42,2;28,3;22,3;28,6
262,80;50,2;23,6;22,5;22,4;42,2;28,4;22,4;28,6
263,80;50,3;23,5;22,4;22,4;42,1;28,4;22,4;28,7
264,80;50,3;23,5;22,4;22,3;42,2;28,3;22,4;28,7
265,80;50,2;23,6;22,4;22,3;42,2;28,4;22,4;28,7
266,80;50,2;23,6;22,4;22,4;42,1;28,3;22,3;28,6
267,80;50,2;23,6;22,4;22,4;42,2;28,3;22,3;28,7
268,80;50,1;23,6;22,4;22,4;42,2;28,3;22,4;28,7
269,80;50,2;23,6;22,5;22,4;42,2;28,3;22,4;28,7
270,80;50,2;23,6;22,5;22,4;42,2;28,3;22,3;28,7
271,80;50,3;23,6;22,5;22,4;42,2;28,3;22,3;28,7
272,80;50,3;23,6;22,5;22,4;42,2;28,3;22,4;28,7
273,80;50,3;23,6;22,5;22,4;42,2;28,3;22,4;28,7
274,80;50,3;23,5;22,4;22,4;42,2;28,3;22,4;28,6
275,80;50,3;23,6;22,4;22,4;42,3;28,3;22,4;28,7
276,80;50,4;23,6;22,5;22,4;42,2;28,3;22,4;28,7
277,80;50,3;23,6;22,4;22,4;42,1;28,3;22,4;28,7
278,80;50,5;23,5;22,5;22,3;42,2;28,3;22,4;28,6
279,80;50,4;23,6;22,4;22,3;42,2;28,2;22,5;28,7
280,80;50,3;23,6;22,5;22,3;42,2;28,2;22,5;28,7
281,80;50,2;23,7;22,4;22,3;42,1;28,2;22,5;28,6
282,80;50,4;23,6;22,4;22,4;42,2;28,2;22,5;28,6
283,80;50,6;23,7;22,4;22,3;42,1;28,2;22,5;28,6
284,80;50,6;23,6;22,4;22,3;42,2;28,2;22,5;28,7
285,80;50,6;23,6;22,5;22,4;42,1;28,2;22,5;28,6
286,80;50,5;23,6;22,5;22,4;42,2;28,2;22,5;28,6
287,80;50,8;23,6;22,4;22,3;42,2;28,3;22,5;28,5
288,80;50,7;23,6;22,4;22,4;42,2;28,3;22,8;28,6
289,80;50,6;23,6;22,4;22,3;42,2;28,2;22,5;28,6
290,80;50,6;23,6;22,4;22,3;42,2;28,2;22,8;28,5
291,80;50,5;23,7;22,4;22,4;42,2;28,2;22,7;28,6
292,80;50,7;23,6;22,5;22,3;42,2;28,3;22,5;28,6
293,80;50,8;23,7;22,4;22,3;42,2;28,3;22,5;28,7
294,80;50,7;23,7;22,4;22,3;42,2;28,3;22,6;28,6
295,80;50,6;23,6;22,4;22,3;42,2;28,2;22,6;28,7
296,80;50,6;23,6;22,4;22,3;42,2;28,3;22,6;28,6
297,80;50,5;23,6;22,5;22,4;42,2;28,3;22,6;28,6
298,80;50,6;23,6;22,4;22,4;42,2;28,3;22,6;28,6
299,80;50,6;23,6;22,4;22,4;42,2;28,3;22,6;28,6
300,80;50,7;23,6;22,5;22,4;42,3;28,3;22,5;28,6
301,80;50,6;23,6;22,5;22,4;42,2;28,2;22,6;28,6
302,80;50,6;23,7;22,4;22,3;42,1;28,2;22,8;28,6
303,80;50,4;23,7;22,4;22,3;42,1;28,3;22,6;28,6
304,80;50,5;23,7;22,5;22,4;42,2;28,3;22,6;28,6
305,80;50,4;23,7;22,5;22,4;42,1;28,2;22,6;28,5
306,80;50,4;23,7;22,4;22,3;42,1;28,2;22,8;28,5
307,80;50,5;23,6;22,4;22,4;42;28,2;22,8;28,5
308,80;50,4;23,7;22,4;22,3;42,1;28,2;22,8;28,6
309,80;50,6;23,7;22,5;22,4;42,1;28,2;22,8;28,6
310,80;50,6;23,7;22,4;22,3;42;28,1;22,8;28,5
311,80;50,5;23,7;22,4;22,4;42,1;28,2;22,7;28,6
312,80;50,6;23,6;22,4;22,3;42,2;28,3;22,6;28,6
313,80;50,5;23,6;22,4;22,4;42,2;28,3;22,6;28,6
314,80;50,6;23,7;22,4;22,3;42,1;28,3;22,6;28,6
315,80;50,6;23,7;22,4;22,3;42,1;28,3;22,6;28,6
316,80;50,3;23,7;22,4;22,3;42,1;28,2;22,7;28,6
317,80;50,5;23,7;22,4;22,3;42,1;28,2;22,7;28,6
318,80;50,5;23,6;22,4;22,3;42,1;28,2;22,7;28,5
319,80;50,4;23,7;22,4;22,3;42;28,2;22,8;28,5
320,80;50,5;23,7;22,5;22,3;42;28,1;22,8;28,5
321,80;50,5;23,6;22,4;22,3;42;28,2;22,8;28,5
322,80;50,6;23,6;22,4;22,3;42;28,2;22,8;28,5
323,80;50,6;23,7;22,4;22,3;42;28,2;22,8;28,6
324,80;50,6;23,7;22,4;22,4;42;28,2;22,8;28,5
325,80;50,4;23,7;22,4;22,3;42;28,2;22,8;28,5
326,80;50,4;23,7;22,4;22,3;42;28,3;22,8;28,6
327,80;50,3;23,7;22,4;22,3;42,1;28,3;22,8;28,5
328,80;50,4;23,7;22,4;22,3;42,1;28,2;22,8;28,5
329,80;50,4;23,7;22,4;22,4;42;28,2;22,8;28,6
330,80;50,5;23,7;22,4;22,3;42;28,2;22,9;28,5
331,80;50,5;23,7;22,4;22,3;42;28,1;22,9;28,5
332,80;50,6;23,7;22,4;22,3;41,9;28,1;23;28,5
333,80;50,9;23,7;22,4;22,3;41,9;28,2;23;28,5
334,80;50,7;23,7;22,4;22,3;42;28,1;23;28,5
335,80;50,7;23,7;22,4;22,3;42;28,1;23;28,5
336,80;50,6;23,7;22,4;22,3;41,9;28,1;23;28,5
337,80;50,6;23,7;22,4;22,3;42;28,1;23;28,5
338,80;50,5;23,7;22,4;22,4;42;28,2;23;28,5
339,80;50,6;23,7;22,4;22,3;42;28,1;23;28,5
340,80;50,5;23,7;22,4;22,3;42;28,1;23;28,5
341,80;50,4;23,8;22,4;22,3;42;28,1;23;28,5
342,80;50,2;23,7;22,4;22,3;42;28,1;23;28,5
343,80;50,5;23,7;22,4;22,3;42;28,1;23;28,5
344,80;50,5;23,7;22,4;22,3;42;28,1;23;28,4
345,80;50,6;23,7;22,4;22,3;42;28,1;23;28,5
346,80;50,5;23,6;22,4;22,3;41,9;28,1;23;28,5
347,80;50,4;23,7;22,4;22,3;41,9;28,1;23;28,4
348,80;50,5;23,6;22,4;22,3;41,9;28,2;23;28,5
349,80;50,4;23,7;22,3;22,3;41,9;28;23,1;28,5
350,80;50,7;23,7;22,4;22,3;41,9;28,1;23;28,4
351,80;50,6;23,7;22,3;22,3;41,8;28,1;23;28,5
352,80;50,6;23,7;22,4;22,3;41,9;28,1;23;28,5
353,80;50,6;23,8;22,4;22,3;41,8;28,1;23;28,4
354,80;50,7;23,8;22,4;22,3;41,9;28,1;23;28,4
355,80;50,7;23,8;22,4;22,3;41,9;28,1;23;28,4
356,80;50,6;23,8;22,4;22,3;41,9;28,1;23;28,4
357,80;50,6;23,7;22,4;22,3;41,9;28,2;23;28,4
358,80;50,6;23,7;22,4;22,4;41,9;28,1;23;28,4
359,80;50,5;23,7;22,4;22,3;41,9;28,1;23;28,4
360,80;50,5;23,7;22,4;22,3;42;28,1;22,9;28,4
364,10;50,5;23,9;22,5;22,5;41,9;28,1;23;28,4
365,10;50,3;23,8;22,5;22,4;41,9;28,1;23;28,4
366,10;50,3;23,8;22,5;22,5;41,9;28,1;23;28,5
367,10;50,3;23,8;22,5;22,5;41,9;28,1;23;28,5
368,10;50,4;23,8;22,5;22,4;41,9;28,1;23;28,5
369,10;50,2;23,8;22,5;22,4;41,9;28,2;23;28,5
370,10;50,2;23,8;22,5;22,4;41,9;28,2;22,9;28,5
371,10;50,3;23,8;22,6;22,4;41,9;28,1;22,9;28,5
372,10;50,3;23,8;22,5;22,4;41,9;28,1;22,8;28,5
373,10;50,3;23,8;22,5;22,3;41,9;28,1;22,8;28,5
374,10;50,3;23,8;22,5;22,4;41,9;28,2;22,8;28,5
375,10;50,3;23,8;22,5;22,4;42;28,2;22,8;28,5
376,10;50,3;23,8;22,5;22,4;41,9;28,2;22,9;28,5
377,10;50,1;23,8;22,5;22,4;41,9;28,1;22,8;28,5
378,10;50,2;23,9;22,5;22,4;41,9;28,2;22,8;28,5
379,10;50,3;23,8;22,5;22,4;41,9;28,2;22,7;28,6
380,10;50,2;23,8;22,5;22,3;41,9;28,1;22,8;28,5
381,10;50;23,8;22,5;22,4;41,9;28,2;22,8;28,5
382,10;49,9;23,8;22,5;22,3;41,9;28,2;22,7;28,5
383,10;49,9;23,8;22,5;22,4;41,9;28,2;22,8;28,5
384,10;50;23,8;22,5;22,4;41,9;28,2;22,7;28,5
385,10;49,8;23,9;22,5;22,4;41,8;28,1;22,7;28,5
386,10;49,6;23,9;22,5;22,4;41,9;28,2;22,8;28,5
387,10;49,5;23,9;22,5;22,5;41,9;28,2;22,8;28,5
388,10;49,7;23,9;22,4;22,4;41,9;28,1;22,7;28,5
389,10;49,9;23,8;22,5;22,3;41,9;28,2;22,7;28,5
390,10;49,8;23,8;22,5;22,3;41,9;28,1;22,7;28,6
391,10;49,6;23,9;22,5;22,4;41,9;28,2;22,7;28,5
392,10;49,6;23,9;22,5;22,4;41,9;28,2;22,6;28,5
393,10;49,8;23,9;22,5;22,4;41,9;28,2;22,6;28,6
394,10;49,7;23,9;22,5;22,4;41,9;28,2;22,6;28,5
395,10;49,6;23,8;22,5;22,4;41,9;28,3;22,6;28,6
396,10;49,5;23,8;22,5;22,4;41,9;28,2;22,5;28,5
397,10;49,4;23,9;22,5;22,4;41,9;28,2;22,5;28,6
398,10;49,2;23,9;22,5;22,4;41,9;28,3;22,6;28,6
399,10;49,1;23,9;22,5;22,4;41,9;28,3;22,5;28,6
400,10;49;23,9;22,5;22,4;41,9;28,3;22,5;28,6
