tf;sp1;sp2;sp3;sp4;tc;cp1;cp2;cp3;cp4
1864,765;33,6;33,8;33,9;27,6;1850;36,6;36,7;36,6;33,2
1865,765;33,6;33,8;33,9;27,5;1851;36,4;37;36,4;33,1
1866,765;33,6;33,8;33,9;27,6;1852;36,4;37;36,4;33,1
1867,765;33,6;33,8;33,9;27,6;1853;36,4;37;36,3;33,1
1868,765;33,6;33,8;33,9;27,7;1854;36,4;37;36,4;33,1
1869,765;33,5;33,8;33,9;27,6;1855;36,4;37;36,4;33,1
1870,765;33,6;33,7;33,9;27,5;1856;36,4;37;36,4;33,1
1871,765;33,6;33,7;33,9;27,6;1857;36,5;36,6;36,6;33,2
1872,765;33,5;33,7;33,8;27,6;1858;36,5;36,6;36,6;33,2
1873,765;33,5;33,7;33,7;27,6;1859;36,4;36,6;36,5;33,1
1874,765;33,5;33,7;33,8;27,6;1860;36,4;36,9;36,4;33,1
1875,765;48,6;53,2;47,7;46;1861;36,4;37;36,4;33,1
1877,098;33,8;33,8;34;27,7;1862;36,4;37;36,3;33,1
1878,098;33,8;33,8;34,1;27,7;1863;36,4;37;36,3;33,1
1879,098;33,7;33,8;34,1;27,7;1864;36,4;37;36,3;33,1
1880,098;33,8;33,8;34,1;27,7;1865;36,4;37;36,4;33,1
1881,098;33,8;33,8;34;27,7;1866;36,4;36,8;36,4;33,1
1882,098;33,8;33,9;34;27,7;1867;36,4;36,8;36,6;33,1
1883,098;33,7;33,8;34,1;27,7;1868;36,4;37,1;36,3;33,1
1884,098;33,8;33,9;34,1;27,7;1869;36,3;37;36,3;33,1
1885,098;33,7;33,8;34;27,7;1870;36,4;37;36,3;33
1886,098;33,7;33,9;34,1;27,8;1871;36,4;37;36,3;33,1
1887,098;33,6;33,9;34;27,7;1872;36,5;36,6;36,6;33,1
1888,098;33,6;33,8;34;27,7;1873;36,5;36,5;36,6;33,1
1889,098;33,7;33,8;34;27,7;1874;36,5;36,5;36,6;33,2
1890,098;33,7;33,8;34,1;27,7;1875;36,5;36,5;36,6;33,1
1891,098;33,7;33,9;34,1;27,7;1876;36,4;36,5;36,6;33,2
1892,098;33,7;33,8;34;27,7;1877;36,5;36,5;36,6;33,1
1893,098;33,6;33,8;34,1;27,7;1878;36,5;36,5;36,6;33,2
1894,098;33,6;33,8;34;27,7;1879;36,4;36,5;36,7;33,2
1895,098;33,7;33,8;34,1;27,7;1880;36,5;36,5;36,6;33,1
1896,098;33,6;33,8;34,1;27,7;1881;36,5;36,4;36,7;33,1
1897,098;33,6;33,8;34,1;27,7;1882;36,4;36,5;36,6;33,1
1898,098;33,6;33,9;34,1;27,7;1883;36,5;36,5;36,6;33,1
1899,098;33,7;33,9;34,1;27,8;1884;36,4;36,5;36,6;33,1
1900,098;33,7;33,8;34,1;27,7;1885;36,4;36,8;36,4;33,1
1901,098;33,7;33,8;34,1;27,7;1886;36,3;36,8;36,4;33,1
1902,098;33,7;33,8;34;27,7;1887;36,3;36,8;36,3;33
1903,098;33,6;33,8;34;27,7;1888;36,3;36,7;36,4;33,1
1904,098;33,6;33,8;34;27,8;1889;36,4;36,5;36,6;33,1
1905,098;33,6;33,8;34;27,7;1890;36,3;36,9;36,5;33
1906,098;33,6;33,8;34;27,7;1891;36,3;36,9;36,2;33,1
1907,098;33,7;33,8;34;27,6;1892;36,3;36,9;36,3;33,1
1908,098;33,6;33,8;34;27,6;1893;36,3;36,9;36,3;33,1
1909,098;33,7;33,8;34;27,7;1894;36,3;37;36,2;33,1
1910,098;33,7;33,8;34;27,7;1895;36,4;36,5;36,6;33,1
1911,098;33,6;33,8;34;27,7;1896;36,4;36,5;36,6;33,1
1912,098;33,7;33,8;34;27,7;1897;36,3;36,8;36,3;33,1
1913,098;33,6;33,8;34;27,7;1898;36,2;36,9;36,2;33
1914,098;33,6;33,8;34;27,7;1899;36,3;36,5;36,3;33,1
1915,098;33,6;33,9;34;27,7;1900;36,3;36,9;36,3;33
1916,098;33,6;33,9;34;27,7;1901;36,3;36,9;36,3;33
1917,098;33,6;33,9;33,9;27,7;1902;36,3;36,9;36,2;33,1
1918,098;33,6;33,9;34;27,7;1903;36,3;37;36,3;33,1
1919,098;33,7;33,9;34;27,7;1904;36,3;36,9;36,2;33
1920,098;33,6;33,8;34;27,7;1905;36,4;36,5;36,5;33
1921,098;33,7;33,8;34;27,7;1906;36,3;36,5;36,4;33,1
1922,098;33,6;33,8;34;27,7;1907;36,3;36,5;36,5;33,1
1923,098;33,6;33,8;34;27,7;1908;36,4;36,5;36,5;33
1924,098;33,7;33,8;34;27,7;1909;36,4;36,7;36,4;33,1
1925,098;33,6;33,8;34;27,6;1910;36,3;36,7;36,3;33
1926,098;33,6;33,8;34;27,7;1911;36,2;36,8;36,2;33
1927,098;33,6;33,8;34;27,7;1912;36,2;36,9;36,2;33
1928,098;33,5;33,8;33,9;27,6;1913;36,3;36,9;36,2;33
1929,098;33,6;33,8;33,9;27,6;1914;36,3;36,5;36,4;33
1930,098;33,6;33,8;34;27,6;1915;36,2;36,8;36,3;33
1931,098;33,6;33,8;34;27,7;1916;36,2;36,8;36,4;33
1932,098;33,6;33,7;34;27,7;1917;36,3;36,6;36,4;33
1933,098;33,5;33,8;34;27,7;1918;36,2;36,6;36,4;33
1934,098;33,5;33,7;33,9;27,6;1919;36,3;36,6;36,4;33
1935,098;33,6;33,8;33,9;27,7;1920;36,2;36,8;36,2;33
1936,098;33,6;33,7;33,9;27,7;1921;36,2;36,8;36,2;33
1937,098;33,5;33,7;33,9;27,6;1922;36,2;36,8;36,2;33,1
1938,098;33,6;33,8;34;27,7;1923;36,2;36,8;36,1;33,1
1939,098;33,5;33,8;33,9;27,7;1924;36,2;36,7;36,1;33,1
1940,098;33,5;33,7;33,9;27,6;1925;36,1;36,8;36,2;33
1941,098;33,5;33,8;33,9;27,6;1926;36,2;36,7;36,2;33,2
1942,098;33,5;33,8;33,9;27,7;1927;36,2;36,7;36,3;33
1943,098;33,5;33,8;33,9;27,6;1928;36,2;36,7;36,3;33
1944,098;33,6;33,7;33,9;27,6;1929;36,2;36,7;36,2;33
1945,098;33,6;33,7;34;27,8;1930;36,2;36,7;36,2;33
1946,098;33,5;33,7;34;27,7;1931;36,2;36,7;36,2;33
1947,098;33,6;33,7;33,9;27,7;1932;36,2;36,7;36,2;33
1948,098;33,5;33,7;34;27,7;1933;36,2;36,6;36,3;33
1949,098;33,6;33,7;33,9;27,8;1934;36,2;36,6;36,2;33
1950,098;33,6;33,8;33,9;27,7;1935;36,1;36,7;36,2;33
1951,098;33,5;33,7;33,9;27,7;1936;36,2;36,7;36,2;33
1952,098;33,6;33,7;34;27,7;1937;36,2;36,6;36,4;33
1953,098;33,5;33,7;33,9;27,6;1938;36,2;36,7;36,2;33
1954,098;33,5;33,7;33,9;27,6;1939;36,2;36,8;36,2;33
1955,098;33,5;33,7;33,9;27,6;1940;36,2;36,5;36,4;33
1956,098;33,5;33,7;33,9;27,6;1941;36,2;36,5;36,3;33
1957,098;33,5;33,7;33,9;27,6;1942;36,2;36,4;36,4;33
1958,098;33,5;33,7;33,9;27,6;1943;36,2;36,5;36,4;33
1959,098;33,5;33,7;33,9;27,6;1944;36,2;36,4;36,4;33
1960,098;33,5;33,6;33,9;27,6;1945;36,2;36,5;36,3;33
1961,098;33,6;33,7;33,9;27,6;1946;36,2;36,5;36,3;33
1962,098;33,5;33,7;33,9;27,6;1947;36,2;36,5;36,3;33
1963,098;33,4;33,7;33,9;27,5;1948;36,1;36,5;36,3;33
1964,098;33,6;33,7;33,9;27,6;1949;36,2;36,5;36,3;33
1965,098;33,5;33,7;33,9;27,6;1950;36,2;36,5;36,3;33
1966,098;33,5;33,7;33,9;27,6;1951;36,1;36,5;36,3;33
1967,098;33,5;33,6;33,9;27,6;1952;36,2;36,5;36,3;33
1968,098;33,5;33,6;33,9;27,7;1953;36,1;36,5;36,3;33
1969,098;33,5;33,6;33,9;27,6;1954;36,1;36,6;36,3;33
1970,098;33,5;33,6;33,9;27,7;1955;36,1;36,5;36,3;32,9
1971,098;33,5;33,7;33,9;27,7;1956;36,2;36,5;36,2;32,9
1972,098;33,5;33,7;33,9;27,6;1957;36,1;36,5;36,2;33
1973,098;33,5;33,8;33,9;27,7;1958;36,2;36,5;36,2;33
1974,098;33,5;33,7;33,9;27,6;1959;36,1;36,5;36,2;32,9
1975,098;33,4;33,7;33,9;27,6;1960;36,1;36,5;36,2;32,9
1976,098;33,5;33,8;33,9;27,7;1961;36,1;36,5;36,2;33
1977,098;33,4;33,7;33,9;27,6;1962;36,1;36,5;36,2;33
1978,098;33,4;33,6;33,9;27,6;1963;36,1;36,5;36,2;32,9
1979,098;33,4;33,6;33,9;27,7;1964;36,1;36,5;36,2;32,9
1980,098;33,4;33,6;33,9;27,6;1965;36,1;36,5;36,2;33
1981,098;33,4;33,6;33,9;27,6;1966;36,1;36,6;36,2;32,9
1982,098;33,3;33,6;33,8;27,6;1967;36,1;36,6;36,2;32,9
1983,098;33,3;33,6;33,8;27,6;1968;36,1;36,6;36,2;32,9
1984,098;33,3;33,6;33,9;27,7;1969;36;36,6;36,2;32,9
1985,098;33,3;33,7;33,9;27,6;1970;36,1;36,6;36,2;32,9
1986,098;33,4;33,7;33,9;27,6;1971;36;36,6;36,2;33
1987,098;33,4;33,7;33,9;27,6;1972;36,1;36,5;36,1;32,9
1988,098;33,3;33,7;33,9;27,7;1973;36;36,5;36,2;32,9
1989,098;33,3;33,6;33,9;27,6;1974;36,1;36,6;36,2;32,9
1990,098;33,3;33,7;33,9;27,6;1975;36,1;36,5;36,1;32,9
1991,098;33,3;33,7;33,9;27,6;1976;36;36,6;36,1;32,9
1992,098;33,4;33,7;33,9;27,7;1977;36,1;36,5;36,1;32,9
1993,098;33,4;33,7;33,9;27,6;1978;36,1;36,6;36,1;32,9
1994,098;33,4;33,6;33,9;27,7;1979;36;36,5;36,1;32,9
1995,098;33,4;33,7;33,8;27,6;1980;36;36,5;36,1;32,9
1996,098;33,4;33,7;33,8;27,6;1981;36,1;36,5;36,1;32,9
1997,131;33,3;33,7;33,8;27,6;1982;36,1;36,5;36,1;32,9
1998,131;33,3;33,7;33,8;27,6;1983;36,1;36,5;36,1;32,9
1999,131;33,3;33,7;33,9;27,6;1984;36;36,6;36,1;32,9
2000,131;33,3;33,6;33,9;27,6;1985;36,1;36,5;36,1;32,9
2001,131;33,3;33,7;33,9;27,6;1986;36;36,5;36,1;32,9
2002,131;33,2;33,7;33,9;27,6;1987;36;36,5;36,1;32,9
2003,131;33,3;33,8;33,8;27,6;1988;36;36,5;36,1;32,9
2004,131;33,3;33,7;33,8;27,6;1989;36;36,6;36,1;32,9
2005,131;33,3;33,7;33,9;27,6;1990;36;36,5;36,2;32,9
2006,131;33,3;33,6;33,8;27,6;1991;36;36,5;36;32,9
2007,131;33,3;33,7;33,8;27,6;1992;36;36,5;36,1;32,9
2008,131;33,3;33,7;33,8;27,6;1993;36;36,5;36,1;32,9
2009,131;33,3;33,7;33,9;27,6;1994;36;36,5;36,1;32,9
2010,131;33,3;33,7;33,8;27,6;1995;35,9;36,4;36,1;32,9
2011,131;33,3;33,6;33,8;27,6;1996;36;36,5;36,1;32,9
2012,131;33,3;33,6;33,8;27,6;1997;36;36,4;36,1;32,9
2013,131;33,3;33,6;33,8;27,6;1998;36;36,4;36,1;32,9
2014,131;33,3;33,6;33,8;27,6;1999;36;36,4;36,1;32,9
2015,131;33,3;33,5;33,8;27,5;2000;36;36,4;36,1;32,9
2016,131;33,3;33,5;33,8;27,6;2001;35,9;36,4;36,1;32,9
2017,131;33,4;33,6;33,8;27,6;2002;35,9;36,4;36,1;32,9
2018,131;33,3;33,6;33,8;27,5;2003;36;36,4;36,1;32,9
2019,131;33,4;33,5;33,8;27,6;2004;35,9;36,4;36;32,9
2020,131;33,4;33,5;33,8;27,5;2005;36;36,5;36;32,9
2021,131;33,4;33,5;33,8;27,5;2006;36;36,5;36,1;32,9
2022,131;33,3;33,6;33,8;27,5;2007;36;36,4;36;32,9
2023,131;33,3;33,6;33,8;27,5;2008;36;36,5;36;32,9
2024,131;33,3;33,6;33,8;27,6;2009;36;36,4;36,1;32,9
2025,131;33,3;33,6;33,8;27,5;2010;35,9;36,3;36,1;32,9
2026,131;33,2;33,5;33,8;27,6;2011;36;36,4;36,1;32,9
2027,131;33,2;33,5;33,8;27,5;2012;35,9;36,5;36;32,9
2028,131;33,3;33,5;33,8;27,6;2013;35,9;36,3;36,1;32,9
2029,131;33,3;33,5;33,8;27,5;2014;35,9;36,3;36,1;32,9
2030,131;33,2;33,6;33,8;27,5;2015;35,9;36,3;36,1;32,9
2031,131;33,3;33,6;33,8;27,5;2016;35,9;36,3;36,1;32,8
2032,131;33,3;33,5;33,8;27,5;2017;36;36,3;36,2;32,8
2033,131;33,3;33,5;33,8;27,5;2018;36;36,2;36,1;32,8
2034,131;33,4;33,6;33,8;27,6;2019;35,9;36,4;36,1;32,8
2035,131;33,3;33,4;33,9;27,5;2020;36;36,4;36,1;32,8
2036,131;33,3;33,5;33,9;27,5;2021;35,8;36,5;36;32,8
2037,131;33,2;33,5;33,8;27,5;2022;35,9;36,3;36,2;32,8
2038,131;33,2;33,5;33,7;27,5;2023;36;36,2;36,2;32,8
2039,131;33,1;33,5;33,8;27,5;2024;36;36,2;36,2;32,8
2040,131;33,2;33,5;33,7;27,6;2025;36;36,1;36,2;32,8
2041,131;33,1;33,5;33,8;27,5;2026;36;36,2;36,2;32,8
2042,131;33,1;33,4;33,8;27,6;2027;36;36,1;36,2;32,8
2043,131;33,1;33,4;33,8;27,5;2028;36;36,1;36,2;32,8
2044,131;33,1;33,3;33,8;27,5;2029;35,9;36,1;36,2;32,8
2045,131;33,1;33,4;33,7;27,5;2030;36;36,2;36,1;32,9
2046,131;33,1;33,3;33,6;27,5;2031;35,9;36,2;36,2;32,9
2047,131;33,1;33,3;33,6;27,5;2032;35,9;36,1;36,2;32,8
2048,131;33,1;33,4;33,7;27,5;2033;35,9;36,2;36,2;32,9
2049,131;33,1;33,4;33,7;27,5;2034;35,9;36,1;36,2;32,8
2050,131;33,1;33,4;33,6;27,4;2035;35,9;36,2;36,2;32,9
2051,131;33,1;33,4;33,6;27,4;2036;35,9;36,2;36,1;32,8
2052,131;33,1;33,4;33,7;27,5;2037;35,9;36,1;36,2;32,8
2053,131;33,1;33,4;33,7;27,5;2038;35,9;36,1;36,2;32,8
2054,131;33,1;33,4;33,7;27,4;2039;35,9;36,1;36,1;32,8
2055,131;33,1;33,4;33,7;27,4;2040;35,9;36,1;36,2;32,8
2056,131;33,1;33,5;33,6;27,5;2041;35,9;36,1;36,1;32,8
2057,131;33,2;33,4;33,6;27,5;2042;35,8;36,1;36,2;32,8
2058,131;33,1;33,5;33,6;27,6;2043;35,9;36,1;36,2;32,8
2059,131;33,1;33,4;33,6;27,5;2044;35,9;36,1;36,1;32,8
2060,131;33,2;33,4;33,6;27,5;2045;35,8;36,1;36,2;32,8
2061,165;33,1;33,5;33,7;27,5;2046;35,9;36,1;36,1;32,8
2062,165;33,1;33,5;33,7;27,6;2047;35,9;36,1;36,1;32,8
2063,165;33,1;33,5;33,7;27,5;2048;35,9;36;36,1;32,8
2064,165;33,1;33,4;33,6;27,5;2049;35,9;36,1;36,1;32,8
2065,165;33;33,4;33,7;27,5;2050;35,9;36,1;36,2;32,8
2066,165;33,1;33,4;33,6;27,5;2051;35,8;36,1;36,1;32,8
2067,165;33;33,4;33,5;27,5;2052;35,8;36,1;36,1;32,8
2068,165;33;33,4;33,6;27,4;2053;35,9;36,1;36,1;32,8
2069,165;33;33,3;33,5;27,4;2054;35,9;36,1;36,1;32,8
2070,165;33,1;33,4;33,6;27,4;2055;35,9;36,1;36,1;32,8
2071,165;33,1;33,4;33,5;27,4;2056;35,8;36,1;36,1;32,8
2072,165;33,1;33,3;33,6;27,5;2057;35,8;36,1;36,1;32,8
2073,165;33,1;33,4;33,6;27,5;2058;35,8;36,1;36,2;32,8
2074,165;33,1;33,3;33,6;27,5;2059;35,8;36,1;36,2;32,8
2075,165;33,1;33,3;33,6;27,5;2060;35,8;36,1;36,1;32,8
2076,165;33,1;33,4;33,6;27,5;2061;35,8;36,1;36,1;32,8
2077,165;33;33,4;33,6;27,5;2062;35,9;36,1;36,1;32,8
2078,165;33;33,4;33,6;27,4;2063;35,8;36,1;36,1;32,8
2079,165;33,1;33,4;33,6;27,5;2064;35,8;36,1;36,1;32,8
2080,165;33,1;33,4;33,6;27,5;2065;35,8;36;36,1;32,8
2081,165;33,1;33,4;33,6;27,5;2066;35,8;36;36,1;32,8
2082,165;33,1;33,4;33,6;27,5;2067;35,8;36;36,1;32,8
2083,165;33;33,4;33,6;27,5;2068;35,8;36;36,1;32,8
2084,165;33;33,3;33,6;27,5;2069;35,8;36;36,1;32,8
2085,165;33;33,2;33,6;27,4;2070;35,7;36;36,1;32,8
2086,165;33;33,3;33,6;27,4;2071;35,8;36;36,1;32,8
2087,165;33;33,3;33,6;27,5;2072;35,8;36,1;36,1;32,7
2088,165;33,1;33,3;33,6;27,5;2073;35,7;36;36;32,8
2089,165;33,1;33,3;33,6;27,5;2074;35,8;36;36,1;32,8
2090,165;33,1;33,3;33,5;27,5;2075;35,7;36;36,1;32,8
2091,165;33;33,4;33,6;27,5;2076;35,8;36;36,1;32,8
2092,165;33,1;33,4;33,6;27,5;2077;35,8;36;36,1;32,8
2093,165;33;33,4;33,5;27,4;2078;35,8;36;36,1;32,7
2094,165;33;33,3;33,5;27,5;2079;35,8;36;36,1;32,7
2095,165;33;33,3;33,5;27,5;2080;35,8;36;36;32,8
2096,165;33;33,3;33,6;27,5;2081;35,8;36;36;32,7
2097,165;32,9;33,3;33,6;27,4;2082;35,7;35,9;36,1;32,8
2098,165;33;33,4;33,5;27,5;2083;35,8;36;36;32,8
2099,165;33;33,4;33,5;27,4;2084;35,8;36;36;32,8
2100,165;32,9;33,4;33,5;27,4;2085;35,8;35,9;36;32,7
2101,165;32,9;33,4;33,6;27,4;2086;35,7;36;36;32,8
2102,165;32,9;33,4;33,5;27,4;2087;35,7;35,9;36;32,7
2103,165;32,9;33,3;33,6;27,4;2088;35,7;36;36;32,7
2104,165;33;33,4;33,6;27,4;2089;35,7;36;36;32,8
2105,165;32,9;33,4;33,5;27,4;2090;35,7;36;36;32,7
2106,165;33;33,4;33,5;27,4;2091;35,7;36;36;32,8
2107,165;33;33,3;33,6;27,4;2092;35,7;36;36;32,7
2108,165;33;33,3;33,6;27,4;2093;35,7;36;36;32,8
2109,165;33;33,4;33,6;27,4;2094;35,7;36;35,9;32,7
2110,165;33;33,4;33,6;27,5;2095;35,7;36;36;32,7
2111,165;32,9;33,3;33,6;27,4;2096;35,7;36;36;32,7
2112,165;32,9;33,3;33,6;27,4;2097;35,7;36;36;32,7
2113,165;33;33,3;33,6;27,5;2098;35,7;36;36;32,7
2114,165;33;33,3;33,6;27,5;2099;35,7;36;36;32,8
2115,165;33,1;33,3;33,6;27,5;2100;35,7;36;35,9;32,7
2116,165;33,1;33,3;33,6;27,4;2101;35,7;36;36;32,7
2117,165;33;33,3;33,6;27,5;2102;35,7;36;36;32,8
2118,165;33;33,2;33,6;27,4;2103;35,7;36;36;32,7
2119,165;32,9;33,3;33,6;27,5;2104;35,7;36;36;32,7
2120,165;33;33,3;33,6;27,4;2105;35,7;36;36;32,7
2121,165;33;33,3;33,6;27,4;2106;35,6;36;36;32,7
2122,165;32,9;33,2;33,6;27,5;2107;35,7;36;35,9;32,7
2123,165;33;33,3;33,6;27,4;2108;35,7;36;36;32,7
2124,165;33;33,2;33,6;27,4;2109;35,6;36,1;36;32,7
2125,165;33;33,3;33,6;27,4;2110;35,6;36;35,9;32,7
2126,165;32,9;33,3;33,5;27,5;2111;35,6;36;35,9;32,7
2127,165;33;33,3;33,5;27,5;2112;35,6;36;35,9;32,7
2128,165;33;33,3;33,5;27,4;2113;35,6;36;35,9;32,7
2129,165;33;33,4;33,5;27,4;2114;35,6;36;35,9;32,7
2130,165;32,9;33,3;33,5;27,5;2115;35,6;36;35,9;32,7
2131,165;33;33,3;33,5;27,5;2116;35,6;36;35,9;32,7
2132,165;33;33,3;33,6;27,5;2117;35,6;35,9;35,9;32,7
2133,165;32,9;33,2;33,5;27,4;2118;35,6;36;35,9;32,7
2134,165;32,9;33,3;33,6;27,4;2119;35,6;36;35,9;32,7
2135,165;32,9;33,3;33,5;27,4;2120;35,6;36;35,9;32,7
2136,165;32,8;33,3;33,6;27,4;2121;35,5;36;35,9;32,7
2137,165;32,9;33,4;33,6;27,4;2122;35,6;35,9;35,9;32,7
2138,165;32,9;33,3;33,5;27,5;2123;35,6;36;35,9;32,7
2139,165;32,9;33,4;33,5;27,5;2124;35,7;36;35,9;32,7
2140,165;32,9;33,4;33,5;27,5;2125;35,6;36;35,9;32,7
2141,165;32,9;33,3;33,5;27,4;2126;35,6;35,9;35,9;32,7
2142,165;32,9;33,3;33,5;27,4;2127;35,6;35,9;35,9;32,7
2143,165;32,9;33,3;33,5;27,4;2128;35,6;35,9;35,9;32,7
2144,165;32,9;33,3;33,5;27,4;2129;35,6;35,9;35,9;32,7
2145,165;32,9;33,3;33,5;27,4;2130;35,6;35,8;36;32,7
2146,165;32,9;33,2;33,5;27,4;2131;35,6;35,9;35,9;32,7
2147,165;32,9;33,2;33,6;27,4;2132;35,6;35,9;35,9;32,7
2148,165;32,9;33,2;33,5;27,4;2133;35,6;35,9;35,9;32,7
2149,165;32,8;33,2;33,4;27,4;2134;35,6;35,9;35,9;32,7
2150,165;32,9;33,2;33,4;27,4;2135;35,6;35,8;35,9;32,7
2151,165;32,9;33,2;33,4;27,4;2136;35,6;35,9;35,9;32,7
2152,165;32,9;33,2;33,5;27,4;2137;35,6;35,9;35,9;32,7
2153,165;32,9;33,2;33,5;27,4;2138;35,5;36;35,8;32,7
2154,165;32,8;33,3;33,5;27,4;2139;35,6;36,1;35,7;32,7
2155,165;32,9;33,2;33,4;27,4;2140;35,6;35,8;35,9;32,6
2156,165;32,9;33,2;33,4;27,4;2141;35,6;35,8;36;32,6
2157,165;32,8;33,2;33,4;27,4;2142;35,6;35,8;36;32,7
2158,165;32,8;33,2;33,5;27,5;2143;35,6;35,8;36;32,7
2159,165;32,8;33,2;33,4;27,5;2144;35,6;35,8;35,9;32,6
2160,165;32,8;33,1;33,4;27,4;2145;35,6;35,7;36;32,6
2161,165;32,8;33,1;33,4;27,4;2146;35,6;35,8;36;32,7
2162,165;32,8;33,1;33,5;27,3;2147;35,5;35,9;35,9;32,7
2163,165;32,8;33,1;33,5;27,4;2148;35,5;35,8;36;32,6
2164,165;32,8;33,1;33,4;27,4;2149;35,5;35,8;35,9;32,6
2165,165;32,8;33,1;33,5;27,3;2150;35,5;35,7;35,9;32,6
2166,165;32,8;33,2;33,5;27,4;2151;35,5;35,8;35,9;32,7
2167,165;32,8;33,1;33,4;27,4;2152;35,5;35,8;35,9;32,6
2168,165;32,8;33,1;33,4;27,3;2153;35,5;35,8;35,9;32,7
2169,198;32,8;33,1;33,4;27,4;2154;35,5;35,8;35,9;32,7
2170,198;32,8;33,1;33,4;27,4;2155;35,5;35,7;35,9;32,7
2171,198;32,8;33,1;33,4;27,4;2156;35,5;35,7;35,9;32,6
2172,198;32,8;33,1;33,4;27,3;2157;35,5;35,7;35,9;32,7
2173,198;32,8;33,1;33,4;27,4;2158;35,5;35,7;35,9;32,6
2174,198;32,8;33,1;33,4;27,4;2159;35,5;35,7;35,9;32,7
2175,198;32,8;33,1;33,4;27,4;2160;35,5;35,7;35,9;32,7
2176,198;32,7;33,1;33,4;27,4;2161;35,5;35,8;35,9;32,7
2177,198;32,7;33,1;33,5;27,4;2162;35,5;35,7;35,9;32,7
2178,198;32,7;33,1;33,4;27,4;2163;35,5;35,6;35,9;32,7
2179,198;32,8;33,1;33,4;27,4;2164;35,5;35,7;36;32,6
2180,198;32,7;33,1;33,4;27,4;2165;35,5;35,7;35,9;32,6
2181,198;32,7;33,1;33,4;27,4;2166;35,5;35,7;35,9;32,6
2182,198;32,7;33,1;33,4;27,4;2167;35,5;35,7;35,8;32,6
2183,198;32,8;33,2;33,4;27,4;2168;35,5;35,7;35,9;32,6
2184,198;32,8;33,2;33,4;27,4;2169;35,4;35,7;35,9;32,6
2185,198;32,8;33,2;33,4;27,4;2170;35,5;35,8;35,9;32,6
2186,198;32,7;33,2;33,4;27,3;2171;35,5;35,7;35,8;32,6
2187,198;32,7;33,2;33,3;27,3;2172;35,5;35,7;35,9;32,6
2188,198;32,8;33,1;33,3;27,4;2173;35,4;35,7;35,9;32,6
2189,198;32,7;33,1;33,4;27,4;2174;35,4;35,7;35,9;32,6
2190,198;32,8;33,1;33,4;27,4;2175;35,4;35,7;35,9;32,6
2191,198;32,7;33,1;33,3;27,3;2176;35,5;35,6;35,9;32,6
2192,198;32,7;33,1;33,4;27,4;2177;35,5;35,7;35,9;32,6
2193,198;32,7;33,1;33,4;27,3;2178;35,5;35,7;35,8;32,6
2194,198;32,7;33,1;33,4;27,3;2179;35,4;35,7;35,8;32,6
2195,198;32,7;33,1;33,4;27,3;2180;35,5;35,7;35,9;32,6
2196,198;32,8;33,1;33,4;27,3;2181;35,4;35,7;35,8;32,6
2197,198;32,7;33,1;33,4;27,3;2182;35,4;35,7;35,8;32,6
2198,198;32,7;33,1;33,4;27,3;2183;35,4;35,7;35,9;32,6
2199,198;32,7;33,1;33,4;27,3;2184;35,4;35,7;35,8;32,6
2200,198;32,7;33,1;33,3;27,3;2185;35,4;35,6;35,8;32,6
2201,198;32,6;33,1;33,3;27,4;2186;35,4;35,6;35,8;32,6
2202,198;32,7;33;33,4;27,3;2187;35,4;35,6;35,8;32,6
2203,198;32,7;33;33,4;27,3;2188;35,4;35,7;35,8;32,6
2204,198;32,6;33,1;33,3;27,3;2189;35,4;35,6;35,8;32,6
2205,198;32,6;33,1;33,4;27,3;2190;35,4;35,6;35,9;32,6
2206,198;32,7;33,1;33,4;27,4;2191;35,4;35,6;35,8;32,6
2207,198;32,6;33,1;33,4;27,4;2192;35,4;35,6;35,8;32,6
2208,198;32,6;33,2;33,4;27,3;2193;35,4;35,6;35,9;32,6
2209,198;32,6;33,1;33,4;27,3;2194;35,4;35,6;35,8;32,6
2210,198;32,7;33,1;33,4;27,3;2195;35,4;35,6;35,8;32,6
2211,198;32,7;33,1;33,3;27,3;2196;35,4;35,6;35,8;32,6
2214,331;32,7;33,1;33,3;27,3;2197;35,4;35,6;35,8;32,5
2215,331;32,7;33,1;33,3;27,4;2198;35,4;35,6;35,8;32,6
2216,331;32,7;33,1;33,3;27,4;2199;35,3;35,6;35,8;32,5
2217,331;32,7;33,1;33,3;27,4;2200;35,4;35,6;35,8;32,6
2218,331;32,6;33,1;33,3;27,3;2201;35,4;35,6;35,8;32,6
2219,331;32,7;33,1;33,4;27,4;2202;35,4;35,7;35,8;32,6
2220,331;32,7;33,1;33,3;27,4;2203;35,4;35,7;35,7;32,6
2221,331;32,7;33,1;33,3;27,3;2204;35,3;35,7;35,7;32,5
2222,331;32,7;33,1;33,4;27,3;2205;35,4;35,9;35,5;32,5
2223,331;32,7;33,1;33,4;27,3;2206;35,3;35,9;35,6;32,5
2224,331;32,6;33,1;33,4;27,3;2207;35,3;35,8;35,5;32,6
2225,331;32,7;33,2;33,3;27,3;2208;35,3;36;35,4;32,5
2226,331;32,7;33,1;33,3;27,3;2209;35,3;36;35,4;32,6
2227,331;32,6;33,1;33,3;27,4;2210;35,3;36;35,4;32,6
2228,331;32,7;33,1;33,3;27,4;2211;35,3;36;35,5;32,5
2229,331;32,7;33,1;33,3;27,4;2212;35,3;36;35,4;32,6
