;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;3,93333333333333;0,01;0,002;0,012;0,04
2;5,766666666666666;0,02;0,005;0,025;0,05
3;8,333333333333336;0,03;0,006999999999999999;0,037000000000000005;0,062
4;12,333333333333336;0,04;0,008;0,048;0,08
5;17,03333333333333;0,05;0,01;0,06;0,09
6;22,666666666666664;0,06;0,012;0,07200000000000001;0,1
7;28,03333333333333;0,07;0,013999999999999999;0,084;0,10800000000000001
8;33,5;0,08;0,015;0,095;0,11800000000000001
9;38,33333333333333;0,09;0,016;0,106;0,122
10;44,16666666666667;0,1;0,017;0,11699999999999999;0,124
11;49,66666666666667;0,11;0,018000000000000002;0,128;0,13
12;56,16666666666667;0,12;0,019;0,139;0,138
13;63,66666666666667;0,13;0,02;0,15;0,14
14;72,0;0,14;0,021;0,161;0,142
15;82,0;0,15;0,021;0,171;0,151
16;91,66666666666667;0,16;0,022000000000000002;0,182;0,161
17;103,66666666666666;0,17;0,023;0,193;0,166
18;116,0;0,18;0,024;0,204;0,172
19;130,0;0,19;0,026000000000000002;0,21600000000000003;0,18100000000000002
20;146,66666666666666;0,2;0,026000000000000002;0,226;0,196
21;164,33333333333334;0,21;0,027999999999999997;0,23800000000000002;0,204
22;184,66666666666666;0,22;0,028999999999999998;0,249;0,218
23;203,0;0,23;0,03;0,26;0,225
24;222,33333333333334;0,24;0,031;0,271;0,23600000000000002
25;241,33333333333331;0,25;0,031;0,281;0,24100000000000002
26;259,0;0,26;0,032;0,292;0,244
27;280,6666666666667;0,27;0,033;0,303;0,256
28;303,3333333333333;0,28;0,033;0,313;0,26
29;332,0;0,29;0,034;0,324;0,262
30;375,3333333333333;0,3;0,035;0,335;0,27
31;442,0;0,31;0,036000000000000004;0,34600000000000003;0,27399999999999997
32;540,5;0,32;0,037000000000000005;0,35700000000000004;0,276
33;668,0;0,33;0,038;0,368;0,278
34;816,5;0,34;0,04;0,38;0,278
35;995,0;0,35;0,04;0,39;0,278
36;2206,9666666666667;0,36;0,04;0,4;0,278
37;2434,633333333333;0,37;0,04;0,41;0,278
38;2690,3;0,38;0,04;0,42;0,278
