FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;1424;0,531601124;0,056179775;0,068820225;0,156601124;0,186797753;0;0;0;0
1;1832;0,346615721;0,034934498;0,029475983;0,129912664;0,286026201;0,045851528;0,091157205;0,036026201;0
2;2422;0,269611891;0,02807597;0,01940545;0,065235343;0,153592073;0,049958712;0,087530966;0,229562345;0,09702725
3;3268;0,243268054;0,024479804;0,01499388;0,040085679;0,04498164;0,041003672;0,08629131;0,317625459;0,187270502
4;3899;0,196204155;0,024365222;0,013080277;0,015901513;0,021543986;0,033598359;0,089766607;0,39240831;0,213131572
5;4640;0,178448276;0,020474138;0,012068966;0,011637931;0,012284483;0,024137931;0,084051724;0,425;0,231896552
6;5336;0,157608696;0,017616192;0,012743628;0,009932534;0,010307346;0,022301349;0,084332834;0,448088456;0,237068966
7;6156;0,160818713;0,018843405;0,009909032;0,009096816;0,012345679;0,017706303;0,084307992;0,439246264;0,247725796
8;6727;0,144640999;0,017689906;0,009365245;0,008473316;0,011892374;0,017095288;0,092909172;0,42544968;0,27248402
9;7236;0,119817579;0,017965727;0,007600884;0,009259259;0,011885019;0,018794914;0,096323936;0,415008292;0,303344389
10;7893;0,116305587;0,017990625;0,008235145;0,008868618;0,009375396;0,019510959;0,095400988;0,415558089;0,308754593
11;8484;0,110796794;0,014851485;0,010254597;0,008250825;0,009783121;0,018151815;0,1024281;0,482909005;0,242574257
12;9093;0,108545035;0,016496206;0,009127901;0,006598482;0,008468052;0,019685472;0,108215111;0,516221269;0,206642472
13;9654;0,100476486;0,014191009;0,0077688;0,009426145;0,008804641;0,019266625;0,119328776;0,593950694;0,126786824
14;10370;0,106653809;0,013982642;0,008003857;0,007425265;0,009257473;0,018997107;0,116297011;0,665188042;0,054194793
15;10935;0,098856882;0,014631916;0,006858711;0,008962048;0,007864655;0,020210334;0,119615912;0,716780979;0,006218564
16;11627;0,102261976;0,013159026;0,007740604;0,007396577;0,009374731;0,018319429;0,120065365;0,721682291;0
17;12211;0,096470396;0,013512407;0,007861764;0,006879043;0,008762591;0,018589796;0,121284088;0,726639915;0
18;12887;0,098471328;0,013657174;0,007526965;0,006595794;0,008302941;0,021028944;0,113602856;0,730813999;0
19;13281;0,079963858;0,013176719;0,007529553;0,006324825;0,009487237;0,020630977;0,177245689;0,685641141;0
20;13851;0,076600967;0,012706664;0,008230453;0,005559165;0,009313407;0,019637571;0,247852141;0,620099632;0
21;14463;0,075987001;0,013206112;0,007190763;0,006983337;0,008711886;0,018530042;0,372467676;0,496923183;0
22;15010;0,07308461;0,011858761;0,00739507;0,007328448;0,007195203;0,018787475;0,489007328;0,385343105;0
23;15603;0,071781068;0,012048965;0,006473114;0,007883099;0,007114017;0,018265718;0,571428571;0,305005448;0
24;16266;0,074695684;0,011680807;0,006578138;0,007008484;0,007438829;0,018013033;0,63598918;0,238595844;0
25;16802;0,070348768;0,011665278;0,00654684;0,005773122;0,008808475;0,017140817;0,715569575;0,164147125;0
26;17411;0,068807076;0,011429556;0,00603067;0,00637528;0,008500373;0,017115617;0,768824306;0,112917121;0
27;18026;0,069066903;0,010540331;0,006601576;0,006379674;0,007322756;0,018861644;0,815433263;0,065793853;0
28;18755;0,074380165;0,011356971;0,006291656;0,005918422;0,007784591;0,018128499;0,830818448;0,045321248;0
29;19372;0,075314887;0,010014454;0,00748503;0,005626678;0,007072063;0,018893248;0,841988437;0,033605203;0
30;19678;0,061388352;0,011179998;0,006301453;0,00584409;0,007571908;0,019819087;0,857861571;0,03003354;0
31;20641;0,079405068;0,010513057;0,006395039;0,006104355;0,007654668;0,025289472;0,843369992;0,021268349;0
32;21937;0,062314811;0,01084925;0,006609837;0,0051967;0,007475954;0,022427862;0,843962256;0,041163331;0
33;22375;0,056938547;0,010413408;0,006480447;0,004960894;0,00750838;0,026011173;0,851709497;0,035977654;0
34;22914;0,055293707;0,010779436;0,005891595;0,005324256;0,007462687;0,029807105;0,859954613;0,025486602;0
35;23549;0,057242346;0,010106586;0,006114909;0,004968364;0,008068283;0,032570385;0,851798378;0,029130749;0
36;24109;0,057032643;0,009622962;0,006678004;0,004728525;0,007963831;0,039570285;0,845078601;0,029325148;0
37;24637;0,055079758;0,00949791;0,005804278;0,005804278;0,007793157;0,048991354;0,83825141;0,028777854;0
38;25317;0,058972232;0,00975629;0,005332385;0,005727377;0,008097326;0,05395584;0,828099696;0,030058854;0
39;25681;0,051672443;0,008956038;0,006580741;0,005412562;0,007748919;0,077800709;0,81534987;0,02647872;0
40;26201;0,050494256;0,009312622;0,005610473;0,005686806;0,008167627;0,084538758;0,812793405;0,023396054;0
41;26766;0,050549204;0,009676455;0,005305238;0,00537996;0,008592991;0,102817007;0,789359635;0,02831951;0
42;27265;0,048963873;0,008765817;0,006125069;0,005208142;0,007885568;0,159031726;0,734898221;0,029121584;0
43;27881;0,049998207;0,009361214;0,005200674;0,005738675;0,008177612;0,198809225;0,686883541;0,035830853;0
44;28343;0,047348552;0,008502981;0,00543344;0,006068518;0,008467699;0,254807183;0,633913136;0,035458491;0
45;28962;0,049789379;0,008424833;0,005766176;0,005593536;0,008390305;0,267557489;0,61770596;0,036772322;0
46;29496;0,049125305;0,00864524;0,005695688;0,005966911;0,007899376;0,302752916;0,58306211;0,036852455;0
47;30018;0,047971217;0,009027917;0,006229596;0,005030315;0,009027917;0,338063828;0,550802852;0,033846359;0
48;30588;0,049136916;0,009153917;0,005296195;0,005459657;0,009644305;0,368772067;0,515725121;0,036811822;0
49;30961;0,044087723;0,008752947;0,005167792;0,005781467;0,010529376;0,407577275;0,480540034;0,037563386;0
50;31551;0,04643276;0,008208932;0,00503946;0,006212164;0,009761973;0,411841146;0,470412982;0,042090583;0
51;32021;0,04356516;0,009119016;0,005309016;0,006245901;0,009774835;0,425626932;0,458449143;0,041909997;0
52;32525;0,043259032;0,00848578;0,006272098;0,005318985;0,010422752;0,432436587;0,450422752;0,043382014;0
53;33001;0,042362353;0,009030029;0,005514984;0,005939214;0,010939062;0,435471652;0,449168207;0,041574498;0
54;33515;0,043055348;0,008026257;0,005430404;0,006385201;0,01175593;0,432821125;0,453408921;0,039116813;0
55;34029;0,042640101;0,008316436;0,005407153;0,005936113;0,012401187;0,433865233;0,454641629;0,036792148;0
56;34573;0,04286582;0,0083302;0,00624765;0,005466694;0,012871316;0,437942903;0,449657247;0,03661817;0
57;35118;0,043994533;0,008542628;0,005638134;0,005951364;0,012870892;0,439204966;0,447605217;0,036192266;0
58;35539;0,041869495;0,007963083;0,005880863;0,006725006;0,012662146;0,451363291;0,440501984;0,033034132;0
59;36005;0,04116095;0,007693376;0,006054715;0,006138036;0,013164838;0,454242466;0,439938897;0,031606721;0
60;36525;0,041368925;0,008761123;0,004928131;0,006297057;0,014182067;0,455906913;0,443093771;0,025462012;0
61;36996;0,041220673;0,007568386;0,006027679;0,006027679;0,014488053;0,46277976;0,438831225;0,023056547;0
62;37449;0,039333494;0,007823974;0,00608828;0,006248498;0,015327512;0,477636252;0,427594862;0,019947128;0
63;37959;0,039410943;0,008509181;0,005110777;0,00619089;0,016623199;0,476830264;0,427698306;0,019626439;0
64;38463;0,040168474;0,00764371;0,005745782;0,00657775;0,016899358;0,473598003;0,428853704;0,02051322;0
65;38965;0,040754523;0,007622225;0,005697421;0,006313358;0,017785192;0,472988579;0,426228667;0,022610035;0
66;39446;0,040029407;0,008112356;0,005754703;0,006109618;0,018607717;0,475054505;0,426152208;0,020179486;0
67;39885;0,039037232;0,007847562;0,005440642;0,006995111;0,019054782;0,479277924;0,424094271;0,018252476;0
68;40484;0,041053256;0,008027863;0,005434246;0,00642229;0,019859698;0,470408062;0,427057603;0,021736983;0
69;40819;0,038046008;0,00793748;0,004948676;0,006957544;0,020848134;0,473211005;0,424263211;0,023787942;0
70;41237;0,036569101;0,007687271;0,005480515;0,006741519;0,02180081;0,476780561;0,420762907;0,024177316;0
71;41800;0,037870813;0,00777512;0,005861244;0,006483254;0,021698565;0,470215311;0,423588517;0,026507177;0
72;42275;0,038083974;0,007876996;0,005156712;0,007049083;0,022282673;0,46807806;0,425026611;0,02644589;0
73;42735;0,037744238;0,007768808;0,005569206;0,006622207;0,023259623;0,468515269;0,425786826;0,024733825;0
74;43222;0,038475776;0,007357364;0,005599001;0,006709546;0,023992411;0,468881588;0,425662857;0,023321457;0
75;43696;0,037852435;0,00764372;0,005423837;0,006911388;0,024464482;0,470981326;0,427499085;0,019223728;0
76;44168;0,038262996;0,007109219;0,005818692;0,006407354;0,025176598;0,470612208;0,431398297;0,015214635;0
77;44747;0,04022616;0,007486535;0,005676358;0,006592621;0,024940219;0,469081726;0,433302791;0,012693588;0
78;45149;0,038605506;0,00795145;0,005470775;0,006711112;0,026091386;0,47387539;0,430773661;0,01052072;0
79;45436;0,034928251;0,007527071;0,005370191;0,007086891;0,027643278;0,483097104;0,426093846;0,008253367;0
80;45894;0,034971892;0,007343008;0,005425546;0,006689328;0,028391511;0,485771561;0,424608881;0,006798274;0
81;46420;0,035932788;0,007518311;0,005191728;0,007087462;0,028392934;0,485501939;0,422942697;0,007432141;0
82;46872;0,035394265;0,007467145;0,005483018;0,006891108;0,029271207;0,491210104;0,416944018;0,007339136;0
83;47298;0,034716056;0,007336462;0,005645059;0,006807899;0,030424119;0,491035562;0,417374942;0,006659901;0
84;47756;0,034948488;0,006972946;0,005779379;0,006805428;0,030907111;0,490074546;0,416994723;0,00751738;0
85;48321;0,036795596;0,007388092;0,005132344;0,007181143;0,030152522;0,485399723;0,418327435;0,009623145;0
86;48665;0,034768314;0,007007089;0,005198808;0,007376965;0,032713449;0,492715504;0,412226446;0,007993424;0
87;49185;0,034970011;0,007481956;0,005408153;0,00652638;0,033526482;0,494602013;0,41000305;0,007481956;0
88;49578;0,034168381;0,00683771;0,005486304;0,007281455;0,033926338;0,500504256;0,405280568;0,006514986;0
89;50100;0,035469062;0,007125749;0,005369261;0,006746507;0,034191617;0,504431138;0,401157685;0,005508982;0
90;50438;0,032971173;0,007137476;0,005412586;0,007315913;0,034715889;0,511082914;0,397676355;0,003687696;0
91;50884;0,032662527;0,007074915;0,005679585;0,006898043;0,035649713;0,517294238;0,392480937;0,002260042;0
92;51338;0,03252951;0,007090265;0,005259262;0,007343488;0,036600569;0,525926214;0,383361253;0,001889439;0
93;51831;0,0331076;0,006907063;0,005595107;0,006829889;0,037062762;0,528891976;0,378287125;0,003318477;0
94;52313;0,033108405;0,007111043;0,005046547;0,007321316;0,037944679;0,529428632;0,37535603;0,004683348;0
95;52759;0,032335715;0,0071457;0,005496693;0,006709756;0,039310828;0,529577892;0,376466574;0,002956841;0
96;53369;0,03509528;0,006670539;0,005209016;0,007213926;0,037737263;0,526616575;0,37842193;0,00303547;0
97;53706;0,032584814;0,006852121;0,005660448;0,006572822;0,039660373;0,546158716;0,360257699;0,002253007;0
98;55392;0,032080445;0,006842143;0,00492851;0,007600376;0,040222415;0,564178943;0,335012276;0,009134893;0
99;55998;0,034233365;0,006625237;0,005214472;0,007178828;0,038662095;0,562002214;0,332440444;0,013643344;0
100;56225;0,030289017;0,006900845;0,00494442;0,007096487;0,042169853;0,573730547;0,321529569;0,013339262;0
