;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;0,5999999999999996;0,01;0,003;0,013000000000000001;0,035
2;1,0999999999999996;0,02;0,005;0,025;0,05
3;6,633333333333333;0,03;0,008;0,038;0,075
4;13,833333333333332;0,04;0,012;0,052000000000000005;0,092
5;15,899999999999999;0,05;0,015;0,065;0,105
6;18,099999999999998;0,06;0,017;0,077;0,113
7;20,3;0,07;0,018000000000000002;0,08800000000000001;0,124
8;22,96666666666667;0,08;0,02;0,1;0,135
9;26,299999999999997;0,09;0,021;0,111;0,14
10;30,96666666666667;0,1;0,023;0,12300000000000001;0,152
11;34,63333333333333;0,11;0,025;0,135;0,158
12;38,63333333333333;0,12;0,027000000000000003;0,147;0,168
13;42,46666666666667;0,13;0,028999999999999998;0,159;0,17800000000000002
14;47,3;0,14;0,032;0,172;0,185
15;52,3;0,15;0,033;0,183;0,198
16;56,96666666666666;0,16;0,035;0,195;0,205
17;62,63333333333333;0,17;0,036000000000000004;0,20600000000000002;0,215
18;68,46666666666667;0,18;0,037000000000000005;0,217;0,223
19;75,30000000000001;0,19;0,039;0,22899999999999998;0,23199999999999998
20;83,13333333333333;0,2;0,04;0,24;0,242
21;93,63333333333333;0,21;0,042;0,252;0,252
22;110,96666666666667;0,22;0,045;0,265;0,255
23;144,63333333333333;0,23;0,047;0,27699999999999997;0,26
24;212,63333333333333;0,24;0,048;0,28800000000000003;0,263
25;595,1333333333333;0,25;0,05;0,3;0,268
26;943,1333333333333;0,26;0,05;0,31;0,272
27;1021,1;0,262;0,05;0,312;0,272
28;1285,6000000000001;0,28;0,05;0,33;0,272
29;1624,1000000000001;0,29;0,05;0,34;0,272
30;1777,5666666666668;0,292;0,05;0,342;0,272
