FLIR: tiempo;FLIR: area;FLIR: rango 1;FLIR: rango 2;FLIR: rango 3;FLIR: rango 4;FLIR: rango 5;FLIR: rango 6;FLIR: rango 7;FLIR: rango 8;FLIR: rango 9
0;1841;0,298207496;0,036393265;0,02498642;0,028245519;0,021184139;0,043997827;0,113525258;0,378055405;0,055404671
1;2234;0,261862131;0,030886303;0,029095792;0,023276634;0,023724261;0,040734109;0,115487914;0,313339302;0,161593554
2;2589;0,226728467;0,035534956;0,020857474;0,022402472;0,026651217;0,04016995;0,128621089;0,3198146;0,179219776
3;3001;0,211596135;0,031322892;0,022325891;0,019993336;0,025991336;0,037987338;0,118293902;0,351882706;0,180606465
4;3349;0,200059719;0,026873694;0,017915796;0,025679307;0,018512989;0,040609137;0,106300388;0,392355927;0,171693043
5;3725;0,19409396;0,029798658;0,018255034;0,021208054;0,020134228;0,037315436;0,105771812;0,411006711;0,162416107
6;4074;0,180166912;0,025773196;0,018900344;0,019636721;0,018900344;0,037555228;0,111192931;0,421944035;0,16593029
7;4431;0,169939066;0,025727827;0,019408711;0,016023471;0,020311442;0,033626721;0,126156624;0,436470323;0,152335816
8;4786;0,159423318;0,025282073;0,020058504;0,015252821;0,021103218;0,032595069;0,134141245;0,435854576;0,156289177
9;5159;0,155844156;0,022484978;0,018995929;0,016863733;0,018608257;0,035278155;0,141500291;0,433223493;0,157201008
10;5501;0,151245228;0,025268133;0,015088166;0,018905654;0,016724232;0,037084167;0,151608798;0,424468278;0,159607344
11;5835;0,145501285;0,023136247;0,016966581;0,016109683;0,019194516;0,035475578;0,163838903;0,415595544;0,164181662
12;6154;0,137309067;0,022749431;0,016899578;0,015112122;0,02079948;0,034774131;0,173383165;0,413389665;0,16558336
13;6539;0,137788653;0,020798287;0,016669215;0,014834072;0,018045573;0,03563236;0,17586787;0,414742315;0,165621655
14;6887;0,134020619;0,020763758;0,016117322;0,015246116;0,017714535;0,035283868;0,184550603;0,413968346;0,162334834
15;7196;0,130072262;0,019177321;0,016814897;0,015425236;0,016536965;0,035158421;0,191078377;0,411478599;0,164257921
16;7522;0,124700877;0,019808562;0,016484977;0,01382611;0,017415581;0,036825312;0,201542143;0,40600904;0,163387397
17;7888;0,126394523;0,019776876;0,016227181;0,013311359;0,017875254;0,035370183;0,207403651;0,394269777;0,169371197
18;8183;0,12086032;0,019308322;0,014908958;0,015153367;0,015642185;0,038372235;0,219234999;0,386533056;0,169986557
19;8470;0,113931523;0,019008264;0,015584416;0,012987013;0,016765053;0,041794569;0,220070838;0,381818182;0,178040142
20;8804;0,113471149;0,018173557;0,014084507;0,014311677;0,016242617;0,041344843;0,219672876;0,378918673;0,1837801
21;9151;0,111572506;0,019123593;0,014752486;0,01267621;0,016719484;0,042946126;0,223363567;0,372090482;0,186755546
22;9437;0,107555367;0,01748437;0,014093462;0,013139769;0,017272438;0,043551976;0,228462435;0,369926884;0,188513299
23;9741;0,1030695;0,01899189;0,014577559;0,01262704;0,017452007;0,044553947;0,236320706;0,361872498;0,190534853
24;10052;0,100676482;0,018802228;0,013927577;0,013629129;0,017608436;0,044866693;0,232690012;0,373060088;0,184739355
25;10382;0,102003468;0,018975149;0,011943749;0,013099595;0,017145059;0,045655943;0,226256983;0,380080909;0,184839145
26;10692;0,100542462;0,017022073;0,014590348;0,011316872;0,016741489;0,046670408;0,224279835;0,378413767;0,190422746
27;11024;0,100235849;0,01777939;0,01315312;0,012155298;0,017325835;0,046353411;0,22995283;0,364114659;0,198929608
28;11347;0,099673923;0,01709703;0,012866837;0,012073676;0,016832643;0,049352252;0,230281132;0,362034018;0,19978849
29;11619;0,09570531;0,017385317;0,012737757;0,010500043;0,017729581;0,053102677;0,235648507;0,358808848;0,198381961
30;11939;0,095652902;0,016751822;0,012982662;0,012480107;0,016081749;0,053857107;0,238378424;0,362509423;0,191305805
31;12237;0,095775108;0,015935278;0,011931029;0,012911661;0,015036365;0,056631527;0,244422653;0,361444799;0,18591158
32;12516;0,093240652;0,016219239;0,012384148;0,010786194;0,017337808;0,056168105;0,249600511;0,368887824;0,175375519
33;12817;0,091441055;0,016462511;0,01302957;0,010922993;0,016306468;0,05890614;0,25200905;0,370523523;0,170398689
34;13113;0,092122321;0,0153283;0,011744071;0,011896591;0,015557081;0,058110272;0,254785328;0,375047663;0,165408373
35;13470;0,093244246;0,016629547;0,011210097;0,011581292;0,015515961;0,0562732;0,254046028;0,379732739;0,161766889
