;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;2,9333333333333336;0,01;0,002;0,012;0,042
2;5,433333333333334;0,02;0,005;0,025;0,05
3;8,533333333333335;0,03;0,006999999999999999;0,037000000000000005;0,06
4;12,666666666666668;0,04;0,008;0,048;0,087
5;21,599999999999998;0,05;0,01;0,06;0,095
6;29,033333333333335;0,06;0,012;0,07200000000000001;0,102
7;37,93333333333334;0,07;0,013999999999999999;0,084;0,11199999999999999
8;46,599999999999994;0,08;0,015;0,095;0,125
9;55,5;0,09;0,016;0,106;0,133
10;66,53333333333333;0,1;0,017;0,11699999999999999;0,14
11;77,86666666666667;0,11;0,018000000000000002;0,128;0,152
12;90,26666666666667;0,12;0,019;0,139;0,162
13;102,10000000000001;0,13;0,02;0,15;0,17
14;117,26666666666668;0,14;0,021;0,161;0,18
15;131,76666666666668;0,15;0,021;0,171;0,193
16;148,26666666666668;0,16;0,022000000000000002;0,182;0,2
17;164,33333333333334;0,17;0,023;0,193;0,207
18;181,36666666666667;0,18;0,024;0,204;0,217
19;198,76666666666668;0,19;0,026000000000000002;0,21600000000000003;0,22699999999999998
20;215,6;0,2;0,026000000000000002;0,226;0,23199999999999998
21;234,26666666666668;0,21;0,027999999999999997;0,23800000000000002;0,24
22;250,93333333333334;0,22;0,028999999999999998;0,249;0,247
23;270,6;0,23;0,03;0,26;0,256
24;293,1;0,24;0,031;0,271;0,262
25;323,26666666666665;0,25;0,031;0,281;0,266
26;365,1;0,26;0,032;0,292;0,268
27;441,43333333333334;0,27;0,033;0,303;0,272
28;577,4333333333333;0,28;0,033;0,313;0,276
29;730,4333333333333;0,29;0,034;0,324;0,28300000000000003
30;929,4333333333333;0,3;0,035;0,335;0,29
31;1017,4;0,305;0,036000000000000004;0,341;0,29
32;1097,4;0,31;0,037000000000000005;0,34700000000000003;0,292
33;1344,7333333333333;0,32;0,038;0,358;0,293
34;1642,9;0,33;0,04;0,37;0,295
35;1773,8666666666668;0,332;0,04;0,37200000000000005;0,295
