;perfil: distancia;perfil: espesor
0;-0,068;0,0
1;-0,064;0,015
2;-0,06;0,020499999999999997
3;-0,03;0,024
4;0,0;0,0255
5;0,05;0,026000000000000002
6;0,1;0,027999999999999997
7;0,15;0,027000000000000003
8;0,2;0,024
9;0,22;0,023
10;0,221;0,018000000000000002
11;0,223;0,0
